animal,learner,pair,epoch,bin_ms,lag_bins,lag_ms,n_samples,cc1,cc_mean3,n_sig,angle_x,angle_y,angle_x_cc1,angle_y_cc1,floor_x,floor_y,floor_cc1,gini_x_conn,gini_y_conn,angle_ff_fb_x,angle_ff_fb_y,angle_ff_fb_cc1
28,1,CA1-CA3,session,10,0,0,12000,0.2441,0.1495,2,0.0,0.0,0.0,0.0,88.58,80.87,31.47,0.3599,0.5812,57.07,67.94,71.29
28,1,CA1-CA3,session,10,1,10,11980,0.1339,0.0695,2,67.33,79.16,47.07,27.28,88.58,80.87,31.47,0.36,0.545,57.07,67.94,71.29
28,1,CA1-CA3,session,10,-1,-10,11980,0.1251,0.0879,2,63.78,50.75,64.15,43.98,88.58,80.87,31.47,0.3291,0.5396,57.07,67.94,71.29
28,1,CA1-CA3,session,10,2,20,11960,0.1194,0.0506,2,81.99,77.22,85.06,38.2,88.58,80.87,31.47,0.4237,0.6195,57.07,67.94,71.29
28,1,CA1-CA3,session,10,-2,-20,11960,0.0195,0.0249,2,84.38,88.71,66.1,89.2,88.58,80.87,31.47,0.4078,0.6508,57.07,67.94,71.29
28,1,CA1-CA3,session,10,3,30,11940,0.1299,0.058,2,76.98,77.53,89.63,31.34,88.58,80.87,31.47,0.3723,0.6374,57.07,67.94,71.29
28,1,CA1-CA3,session,10,-3,-30,11940,0.0103,0.04,2,79.0,90.0,66.11,89.52,88.58,80.87,31.47,0.335,0.5948,57.07,67.94,71.29
28,1,CA1-CA3,session,10,4,40,11920,0.149,0.0532,2,78.13,82.85,89.64,29.05,88.58,80.87,31.47,0.3845,0.634,57.07,67.94,71.29
28,1,CA1-CA3,session,10,-4,-40,11920,0.1681,0.066,2,83.17,74.33,76.93,43.69,88.58,80.87,31.47,0.4679,0.6449,57.07,67.94,71.29
28,1,CA1-CA3,session,10,5,50,11900,0.1127,0.0602,2,55.58,81.4,86.27,50.52,88.58,80.87,31.47,0.4377,0.55,57.07,67.94,71.29
28,1,CA1-CA3,session,10,-5,-50,11900,0.1666,0.0683,2,71.87,55.0,70.02,46.25,88.58,80.87,31.47,0.3943,0.5969,57.07,67.94,71.29
28,1,CA1-CA3,session,10,7,70,11860,0.0831,0.0372,2,71.56,82.44,62.75,42.5,88.58,80.87,31.47,0.4331,0.5825,57.07,67.94,71.29
28,1,CA1-CA3,session,10,-7,-70,11860,0.0905,0.0398,2,74.41,88.07,88.62,88.31,88.58,80.87,31.47,0.4318,0.8916,57.07,67.94,71.29
28,1,CA1-CA3,session,10,10,100,11800,0.1184,0.0437,2,85.0,79.82,77.01,30.9,88.58,80.87,31.47,0.4525,0.6215,57.07,67.94,71.29
28,1,CA1-CA3,session,10,-10,-100,11800,0.0791,0.0473,2,74.99,86.71,84.67,87.83,88.58,80.87,31.47,0.4524,0.85,57.07,67.94,71.29
28,1,CA1-CA3,session,10,15,150,11700,0.0997,0.0546,2,88.37,83.22,55.63,59.8,88.58,80.87,31.47,0.3086,0.6132,57.07,67.94,71.29
28,1,CA1-CA3,session,10,-15,-150,11700,0.0254,0.0278,2,75.45,85.39,88.07,80.61,88.58,80.87,31.47,0.3899,0.7932,57.07,67.94,71.29
28,1,CA1-CA3,session,10,20,200,11600,0.0498,0.0187,2,76.99,72.81,52.8,60.61,88.58,80.87,31.47,0.5038,0.5178,57.07,67.94,71.29
28,1,CA1-CA3,session,10,-20,-200,11600,0.076,0.0303,2,85.29,87.05,59.3,89.76,88.58,80.87,31.47,0.4163,0.8791,57.07,67.94,71.29
28,1,CA1-CA3,session,10,25,250,11500,0.0607,0.0365,2,86.84,77.28,70.67,80.77,88.58,80.87,31.47,0.4119,0.5271,57.07,67.94,71.29
28,1,CA1-CA3,session,10,-25,-250,11500,0.0676,0.0228,2,88.6,89.09,69.17,84.49,88.58,80.87,31.47,0.5473,0.8196,57.07,67.94,71.29
28,1,CA1-DG,session,10,0,0,12000,0.3268,0.179,1,0.0,0.0,0.0,0.0,80.39,43.24,34.99,0.3309,0.3879,80.71,61.65,53.4
28,1,CA1-DG,session,10,1,10,11980,0.1675,0.1152,1,63.8,24.81,30.97,21.84,80.39,43.24,34.99,0.3159,0.445,80.71,61.65,53.4
28,1,CA1-DG,session,10,-1,-10,11980,0.2624,0.1498,1,41.18,21.32,30.21,11.23,80.39,43.24,34.99,0.3896,0.4616,80.71,61.65,53.4
28,1,CA1-DG,session,10,2,20,11960,0.1161,0.0928,1,72.63,31.56,72.68,27.35,80.39,43.24,34.99,0.3157,0.3888,80.71,61.65,53.4
28,1,CA1-DG,session,10,-2,-20,11960,0.2092,0.1164,1,64.73,35.9,49.9,18.5,80.39,43.24,34.99,0.4685,0.4825,80.71,61.65,53.4
28,1,CA1-DG,session,10,3,30,11940,0.1505,0.0897,1,77.78,31.21,77.15,24.98,80.39,43.24,34.99,0.3701,0.4094,80.71,61.65,53.4
28,1,CA1-DG,session,10,-3,-30,11940,0.1875,0.1028,1,56.92,46.75,61.39,24.23,80.39,43.24,34.99,0.3424,0.4326,80.71,61.65,53.4
28,1,CA1-DG,session,10,4,40,11920,0.1832,0.0831,1,79.95,86.48,75.22,24.62,80.39,43.24,34.99,0.3975,0.4634,80.71,61.65,53.4
28,1,CA1-DG,session,10,-4,-40,11920,0.1266,0.0944,1,71.45,42.13,72.12,36.19,80.39,43.24,34.99,0.3682,0.4564,80.71,61.65,53.4
28,1,CA1-DG,session,10,5,50,11900,0.1875,0.087,1,79.11,56.99,67.71,28.62,80.39,43.24,34.99,0.4166,0.5164,80.71,61.65,53.4
28,1,CA1-DG,session,10,-5,-50,11900,0.0918,0.0835,1,84.92,87.52,45.72,76.95,80.39,43.24,34.99,0.3451,0.4286,80.71,61.65,53.4
28,1,CA1-DG,session,10,7,70,11860,0.145,0.0893,1,84.14,32.33,53.89,54.07,80.39,43.24,34.99,0.3385,0.4556,80.71,61.65,53.4
28,1,CA1-DG,session,10,-7,-70,11860,0.1574,0.0841,1,86.18,56.03,67.22,51.12,80.39,43.24,34.99,0.42,0.4472,80.71,61.65,53.4
28,1,CA1-DG,session,10,10,100,11800,0.1223,0.0701,1,66.48,48.77,73.54,29.93,80.39,43.24,34.99,0.3711,0.4875,80.71,61.65,53.4
28,1,CA1-DG,session,10,-10,-100,11800,0.1486,0.0725,1,71.07,44.21,83.62,22.68,80.39,43.24,34.99,0.3486,0.4765,80.71,61.65,53.4
28,1,CA1-DG,session,10,15,150,11700,0.1064,0.0743,1,87.98,81.62,64.15,88.81,80.39,43.24,34.99,0.3445,0.4099,80.71,61.65,53.4
28,1,CA1-DG,session,10,-15,-150,11700,0.1713,0.0725,1,88.91,81.94,48.33,22.9,80.39,43.24,34.99,0.4254,0.4897,80.71,61.65,53.4
28,1,CA1-DG,session,10,20,200,11600,0.116,0.0427,1,88.41,60.46,60.88,42.76,80.39,43.24,34.99,0.4385,0.4196,80.71,61.65,53.4
28,1,CA1-DG,session,10,-20,-200,11600,0.0627,0.0451,1,73.99,81.85,65.87,45.4,80.39,43.24,34.99,0.4112,0.4548,80.71,61.65,53.4
28,1,CA1-DG,session,10,25,250,11500,0.13,0.0605,1,67.87,40.97,72.9,27.93,80.39,43.24,34.99,0.3964,0.4464,80.71,61.65,53.4
28,1,CA1-DG,session,10,-25,-250,11500,0.0875,0.0495,1,89.31,67.54,76.62,26.87,80.39,43.24,34.99,0.4192,0.3543,80.71,61.65,53.4
28,1,CA1-V1,session,10,0,0,12000,0.1702,0.1026,1,0.0,0.0,0.0,0.0,87.26,88.85,87.99,0.3734,0.4829,58.77,49.72,38.41
28,1,CA1-V1,session,10,1,10,11980,0.0969,0.0692,1,50.92,52.0,24.45,17.67,87.26,88.85,87.99,0.3987,0.4811,58.77,49.72,38.41
28,1,CA1-V1,session,10,-1,-10,11980,0.0805,0.0595,1,40.01,27.01,25.52,16.9,87.26,88.85,87.99,0.3664,0.485,58.77,49.72,38.41
28,1,CA1-V1,session,10,2,20,11960,0.0733,0.0496,1,82.52,82.02,50.82,21.94,87.26,88.85,87.99,0.3752,0.4876,58.77,49.72,38.41
28,1,CA1-V1,session,10,-2,-20,11960,0.0806,0.0576,1,69.34,39.18,16.66,22.81,87.26,88.85,87.99,0.3816,0.4785,58.77,49.72,38.41
28,1,CA1-V1,session,10,3,30,11940,0.0718,0.0431,1,88.16,85.9,47.74,26.26,87.26,88.85,87.99,0.3137,0.4723,58.77,49.72,38.41
28,1,CA1-V1,session,10,-3,-30,11940,0.0836,0.0595,1,71.55,56.03,35.64,27.81,87.26,88.85,87.99,0.3034,0.4759,58.77,49.72,38.41
28,1,CA1-V1,session,10,4,40,11920,0.0658,0.0423,1,72.56,56.98,44.22,28.21,87.26,88.85,87.99,0.3277,0.4768,58.77,49.72,38.41
28,1,CA1-V1,session,10,-4,-40,11920,0.0845,0.0554,1,71.71,60.52,35.61,28.11,87.26,88.85,87.99,0.3672,0.4976,58.77,49.72,38.41
28,1,CA1-V1,session,10,5,50,11900,0.0707,0.0418,1,72.49,57.18,66.1,26.75,87.26,88.85,87.99,0.3466,0.4685,58.77,49.72,38.41
28,1,CA1-V1,session,10,-5,-50,11900,0.0956,0.0633,1,54.36,50.3,52.41,24.75,87.26,88.85,87.99,0.3645,0.4689,58.77,49.72,38.41
28,1,CA1-V1,session,10,7,70,11860,0.075,0.0467,1,74.84,70.67,33.88,25.44,87.26,88.85,87.99,0.3686,0.5048,58.77,49.72,38.41
28,1,CA1-V1,session,10,-7,-70,11860,0.0955,0.044,1,88.81,87.55,50.48,25.3,87.26,88.85,87.99,0.3932,0.4763,58.77,49.72,38.41
28,1,CA1-V1,session,10,10,100,11800,0.0509,0.0529,1,73.06,58.17,36.54,27.77,87.26,88.85,87.99,0.3571,0.525,58.77,49.72,38.41
28,1,CA1-V1,session,10,-10,-100,11800,0.1085,0.0536,1,84.28,78.86,56.56,29.69,87.26,88.85,87.99,0.3646,0.4747,58.77,49.72,38.41
28,1,CA1-V1,session,10,15,150,11700,0.0586,0.0359,1,47.54,54.95,27.88,28.62,87.26,88.85,87.99,0.4068,0.472,58.77,49.72,38.41
28,1,CA1-V1,session,10,-15,-150,11700,0.0916,0.0536,1,60.18,52.27,35.19,19.99,87.26,88.85,87.99,0.3421,0.4675,58.77,49.72,38.41
28,1,CA1-V1,session,10,20,200,11600,0.0775,0.0453,1,80.87,67.9,74.04,34.4,87.26,88.85,87.99,0.3864,0.5048,58.77,49.72,38.41
28,1,CA1-V1,session,10,-20,-200,11600,0.0754,0.0621,1,89.18,69.69,49.52,35.52,87.26,88.85,87.99,0.4348,0.4965,58.77,49.72,38.41
28,1,CA1-V1,session,10,25,250,11500,0.0661,0.059,1,87.6,73.19,57.65,27.8,87.26,88.85,87.99,0.4072,0.5131,58.77,49.72,38.41
28,1,CA1-V1,session,10,-25,-250,11500,0.052,0.0347,1,78.49,83.54,42.41,28.77,87.26,88.85,87.99,0.3652,0.4783,58.77,49.72,38.41
28,1,CA3-DG,session,10,0,0,12000,0.5069,0.3197,4,0.0,0.0,0.0,0.0,65.42,39.22,23.7,0.5943,0.4161,86.58,70.33,35.94
28,1,CA3-DG,session,10,1,10,11980,0.3014,0.1488,4,68.24,28.13,40.51,31.09,65.42,39.22,23.7,0.5915,0.5099,86.58,70.33,35.94
28,1,CA3-DG,session,10,-1,-10,11980,0.3392,0.1928,4,45.54,41.78,21.94,27.39,65.42,39.22,23.7,0.5895,0.4658,86.58,70.33,35.94
28,1,CA3-DG,session,10,2,20,11960,0.2756,0.1301,4,72.65,43.1,30.5,52.86,65.42,39.22,23.7,0.5717,0.5346,86.58,70.33,35.94
28,1,CA3-DG,session,10,-2,-20,11960,0.2431,0.1325,4,60.79,70.17,66.38,55.8,65.42,39.22,23.7,0.6402,0.4875,86.58,70.33,35.94
28,1,CA3-DG,session,10,3,30,11940,0.2438,0.1141,4,49.42,60.87,30.26,69.17,65.42,39.22,23.7,0.4981,0.5194,86.58,70.33,35.94
28,1,CA3-DG,session,10,-3,-30,11940,0.202,0.1093,4,83.5,54.67,56.0,84.93,65.42,39.22,23.7,0.4916,0.499,86.58,70.33,35.94
28,1,CA3-DG,session,10,4,40,11920,0.1553,0.0839,4,57.68,81.42,50.65,87.22,65.42,39.22,23.7,0.4797,0.4804,86.58,70.33,35.94
28,1,CA3-DG,session,10,-4,-40,11920,0.179,0.0926,4,78.57,49.96,63.93,76.64,65.42,39.22,23.7,0.5273,0.4957,86.58,70.33,35.94
28,1,CA3-DG,session,10,5,50,11900,0.1467,0.0807,4,73.94,82.86,24.91,49.75,65.42,39.22,23.7,0.4724,0.4327,86.58,70.33,35.94
28,1,CA3-DG,session,10,-5,-50,11900,0.2174,0.1083,4,85.14,34.61,52.49,52.02,65.42,39.22,23.7,0.5579,0.4931,86.58,70.33,35.94
28,1,CA3-DG,session,10,7,70,11860,0.2419,0.1203,4,89.02,56.43,74.22,36.39,65.42,39.22,23.7,0.7525,0.5641,86.58,70.33,35.94
28,1,CA3-DG,session,10,-7,-70,11860,0.246,0.1127,4,74.66,58.71,9.64,31.5,65.42,39.22,23.7,0.5542,0.5785,86.58,70.33,35.94
28,1,CA3-DG,session,10,10,100,11800,0.1275,0.0649,4,76.56,41.25,85.38,84.64,65.42,39.22,23.7,0.7482,0.5006,86.58,70.33,35.94
28,1,CA3-DG,session,10,-10,-100,11800,0.1331,0.078,4,85.83,52.1,52.08,89.22,65.42,39.22,23.7,0.4629,0.4002,86.58,70.33,35.94
28,1,CA3-DG,session,10,15,150,11700,0.2232,0.0947,4,86.45,48.59,74.22,42.9,65.42,39.22,23.7,0.7921,0.5567,86.58,70.33,35.94
28,1,CA3-DG,session,10,-15,-150,11700,0.2103,0.1079,4,75.19,39.86,45.09,24.59,65.42,39.22,23.7,0.5678,0.4363,86.58,70.33,35.94
28,1,CA3-DG,session,10,20,200,11600,0.1646,0.0752,4,88.69,66.76,81.24,23.53,65.42,39.22,23.7,0.7883,0.5237,86.58,70.33,35.94
28,1,CA3-DG,session,10,-20,-200,11600,0.1936,0.0832,4,45.8,45.64,27.42,35.81,65.42,39.22,23.7,0.6035,0.5682,86.58,70.33,35.94
28,1,CA3-DG,session,10,25,250,11500,0.1201,0.0686,4,87.27,52.44,53.64,60.34,65.42,39.22,23.7,0.6278,0.3966,86.58,70.33,35.94
28,1,CA3-DG,session,10,-25,-250,11500,0.1544,0.0649,4,59.71,59.61,41.16,65.33,65.42,39.22,23.7,0.6243,0.4908,86.58,70.33,35.94
34,1,CA1-CA3,session,10,0,0,12000,0.7295,0.5967,6,0.0,0.0,0.0,0.0,88.91,88.66,48.03,0.3789,0.2671,52.79,87.82,52.14
34,1,CA1-CA3,session,10,1,10,11980,0.2828,0.1142,6,65.06,76.06,16.18,21.62,88.91,88.66,48.03,0.3322,0.294,52.79,87.82,52.14
34,1,CA1-CA3,session,10,-1,-10,11980,0.3601,0.2305,6,60.21,42.76,15.87,19.29,88.91,88.66,48.03,0.3212,0.2933,52.79,87.82,52.14
34,1,CA1-CA3,session,10,2,20,11960,0.1211,0.1068,6,63.73,67.96,28.64,75.02,88.91,88.66,48.03,0.3919,0.3531,52.79,87.82,52.14
34,1,CA1-CA3,session,10,-2,-20,11960,0.2628,0.1227,6,52.01,76.9,30.04,28.96,88.91,88.66,48.03,0.4829,0.533,52.79,87.82,52.14
34,1,CA1-CA3,session,10,3,30,11940,0.1296,0.1091,6,68.13,69.32,52.95,54.09,88.91,88.66,48.03,0.4173,0.4391,52.79,87.82,52.14
34,1,CA1-CA3,session,10,-3,-30,11940,0.1976,0.1185,6,43.06,70.73,41.82,38.5,88.91,88.66,48.03,0.458,0.4834,52.79,87.82,52.14
34,1,CA1-CA3,session,10,4,40,11920,0.1488,0.0818,6,85.44,79.52,40.5,35.4,88.91,88.66,48.03,0.3311,0.4061,52.79,87.82,52.14
34,1,CA1-CA3,session,10,-4,-40,11920,0.1718,0.1091,6,84.34,77.68,51.15,55.21,88.91,88.66,48.03,0.4161,0.3889,52.79,87.82,52.14
34,1,CA1-CA3,session,10,5,50,11900,0.2062,0.0991,6,84.99,77.41,26.98,23.93,88.91,88.66,48.03,0.451,0.4527,52.79,87.82,52.14
34,1,CA1-CA3,session,10,-5,-50,11900,0.1269,0.0945,6,67.93,89.76,29.84,31.96,88.91,88.66,48.03,0.4124,0.252,52.79,87.82,52.14
34,1,CA1-CA3,session,10,7,70,11860,0.1505,0.0832,6,83.51,64.77,15.85,13.04,88.91,88.66,48.03,0.3898,0.325,52.79,87.82,52.14
34,1,CA1-CA3,session,10,-7,-70,11860,0.1668,0.0813,6,89.06,63.77,14.43,7.63,88.91,88.66,48.03,0.4562,0.4689,52.79,87.82,52.14
34,1,CA1-CA3,session,10,10,100,11800,0.1926,0.1019,6,82.36,62.94,44.36,48.75,88.91,88.66,48.03,0.3582,0.2834,52.79,87.82,52.14
34,1,CA1-CA3,session,10,-10,-100,11800,0.0892,0.0642,6,67.69,86.99,44.48,45.96,88.91,88.66,48.03,0.4363,0.2644,52.79,87.82,52.14
34,1,CA1-CA3,session,10,15,150,11700,0.1928,0.0642,6,63.39,89.51,34.37,28.21,88.91,88.66,48.03,0.4018,0.3796,52.79,87.82,52.14
34,1,CA1-CA3,session,10,-15,-150,11700,0.2399,0.1188,6,48.59,71.69,27.88,27.78,88.91,88.66,48.03,0.4229,0.4835,52.79,87.82,52.14
34,1,CA1-CA3,session,10,20,200,11600,0.152,0.0497,6,61.52,79.25,27.37,10.98,88.91,88.66,48.03,0.4376,0.37,52.79,87.82,52.14
34,1,CA1-CA3,session,10,-20,-200,11600,0.1237,0.0489,6,85.57,78.24,24.35,41.91,88.91,88.66,48.03,0.3764,0.3204,52.79,87.82,52.14
34,1,CA1-CA3,session,10,25,250,11500,0.1572,0.0829,6,58.61,68.74,48.93,32.7,88.91,88.66,48.03,0.368,0.3134,52.79,87.82,52.14
34,1,CA1-CA3,session,10,-25,-250,11500,0.0513,0.0694,6,43.89,65.54,66.82,65.38,88.91,88.66,48.03,0.365,0.2555,52.79,87.82,52.14
34,1,CA1-V1,session,10,0,0,12000,0.1416,0.045,0,0.0,0.0,0.0,0.0,89.1,78.16,89.03,0.3677,0.5153,83.93,69.38,38.65
34,1,CA1-V1,session,10,1,10,11980,0.0909,0.0496,0,79.6,67.17,15.32,17.69,89.1,78.16,89.03,0.3644,0.4943,83.93,69.38,38.65
34,1,CA1-V1,session,10,-1,-10,11980,0.0751,0.0551,0,66.0,43.64,20.29,20.04,89.1,78.16,89.03,0.3437,0.5023,83.93,69.38,38.65
34,1,CA1-V1,session,10,2,20,11960,0.0676,0.0538,0,69.78,66.09,16.31,24.99,89.1,78.16,89.03,0.3713,0.5253,83.93,69.38,38.65
34,1,CA1-V1,session,10,-2,-20,11960,0.0962,0.0653,0,76.27,58.6,55.05,44.83,89.1,78.16,89.03,0.3733,0.5167,83.93,69.38,38.65
34,1,CA1-V1,session,10,3,30,11940,0.0625,0.0548,0,67.28,84.78,25.91,29.94,89.1,78.16,89.03,0.3534,0.5149,83.93,69.38,38.65
34,1,CA1-V1,session,10,-3,-30,11940,0.0648,0.0676,0,80.76,66.37,37.7,47.37,89.1,78.16,89.03,0.3655,0.5289,83.93,69.38,38.65
34,1,CA1-V1,session,10,4,40,11920,0.0587,0.0572,0,86.05,60.25,34.89,33.94,89.1,78.16,89.03,0.3133,0.535,83.93,69.38,38.65
34,1,CA1-V1,session,10,-4,-40,11920,0.0744,0.0727,0,75.38,62.74,35.22,33.71,89.1,78.16,89.03,0.3553,0.5257,83.93,69.38,38.65
34,1,CA1-V1,session,10,5,50,11900,0.0544,0.0567,0,69.8,68.61,31.81,46.47,89.1,78.16,89.03,0.3456,0.5425,83.93,69.38,38.65
34,1,CA1-V1,session,10,-5,-50,11900,0.0747,0.0597,0,69.49,67.4,43.49,52.91,89.1,78.16,89.03,0.3109,0.5171,83.93,69.38,38.65
34,1,CA1-V1,session,10,7,70,11860,0.0516,0.0574,0,83.31,70.99,29.3,24.37,89.1,78.16,89.03,0.3391,0.5321,83.93,69.38,38.65
34,1,CA1-V1,session,10,-7,-70,11860,0.0781,0.0511,0,75.94,67.62,83.35,73.64,89.1,78.16,89.03,0.3235,0.5138,83.93,69.38,38.65
34,1,CA1-V1,session,10,10,100,11800,0.0515,0.0594,0,82.72,72.17,28.62,23.9,89.1,78.16,89.03,0.3082,0.5045,83.93,69.38,38.65
34,1,CA1-V1,session,10,-10,-100,11800,0.1121,0.0678,0,62.7,49.38,66.61,51.35,89.1,78.16,89.03,0.3433,0.5084,83.93,69.38,38.65
34,1,CA1-V1,session,10,15,150,11700,0.0503,0.0458,0,81.46,81.97,28.56,22.95,89.1,78.16,89.03,0.3264,0.5137,83.93,69.38,38.65
34,1,CA1-V1,session,10,-15,-150,11700,0.0638,0.0531,0,86.76,73.49,86.06,78.45,89.1,78.16,89.03,0.3578,0.5168,83.93,69.38,38.65
34,1,CA1-V1,session,10,20,200,11600,0.0395,0.0418,0,57.49,87.21,31.46,25.79,89.1,78.16,89.03,0.3004,0.4961,83.93,69.38,38.65
34,1,CA1-V1,session,10,-20,-200,11600,0.0835,0.0777,0,81.94,56.15,48.41,45.87,89.1,78.16,89.03,0.3313,0.521,83.93,69.38,38.65
34,1,CA1-V1,session,10,25,250,11500,0.0312,0.0435,0,79.61,75.99,43.35,28.62,89.1,78.16,89.03,0.27,0.5134,83.93,69.38,38.65
34,1,CA1-V1,session,10,-25,-250,11500,0.0966,0.0806,0,74.32,68.07,60.86,53.49,89.1,78.16,89.03,0.3764,0.5256,83.93,69.38,38.65
36,1,CA1-CA3,session,10,0,0,12000,0.3086,0.1788,2,0.0,0.0,0.0,0.0,87.44,69.16,19.6,0.5241,0.3141,70.81,58.32,41.52
36,1,CA1-CA3,session,10,1,10,11980,0.3232,0.1511,2,42.2,42.81,25.69,9.77,87.44,69.16,19.6,0.537,0.3538,70.81,58.32,41.52
36,1,CA1-CA3,session,10,-1,-10,11980,0.2336,0.1483,2,32.12,34.18,32.2,7.46,87.44,69.16,19.6,0.5086,0.278,70.81,58.32,41.52
36,1,CA1-CA3,session,10,2,20,11960,0.3355,0.1535,2,47.3,30.91,39.21,16.64,87.44,69.16,19.6,0.5359,0.3734,70.81,58.32,41.52
36,1,CA1-CA3,session,10,-2,-20,11960,0.2197,0.1406,2,58.85,49.86,86.81,46.62,87.44,69.16,19.6,0.5211,0.2698,70.81,58.32,41.52
36,1,CA1-CA3,session,10,3,30,11940,0.327,0.149,2,81.38,79.68,53.06,26.3,87.44,69.16,19.6,0.5462,0.3651,70.81,58.32,41.52
36,1,CA1-CA3,session,10,-3,-30,11940,0.2685,0.1396,2,66.9,49.22,75.45,44.66,87.44,69.16,19.6,0.5272,0.2935,70.81,58.32,41.52
36,1,CA1-CA3,session,10,4,40,11920,0.2828,0.1393,2,60.73,80.63,64.63,41.75,87.44,69.16,19.6,0.5444,0.358,70.81,58.32,41.52
36,1,CA1-CA3,session,10,-4,-40,11920,0.3123,0.1556,2,74.3,47.5,61.21,33.05,87.44,69.16,19.6,0.583,0.3218,70.81,58.32,41.52
36,1,CA1-CA3,session,10,5,50,11900,0.2228,0.1244,2,59.83,61.04,72.84,60.25,87.44,69.16,19.6,0.5406,0.3233,70.81,58.32,41.52
36,1,CA1-CA3,session,10,-5,-50,11900,0.3186,0.144,2,65.83,40.46,48.06,24.99,87.44,69.16,19.6,0.5749,0.3191,70.81,58.32,41.52
36,1,CA1-CA3,session,10,7,70,11860,0.2218,0.1115,2,70.67,80.74,31.33,27.58,87.44,69.16,19.6,0.5336,0.2695,70.81,58.32,41.52
36,1,CA1-CA3,session,10,-7,-70,11860,0.2516,0.1286,2,71.8,65.66,31.1,17.94,87.44,69.16,19.6,0.521,0.2846,70.81,58.32,41.52
36,1,CA1-CA3,session,10,10,100,11800,0.2564,0.1034,2,88.91,69.88,56.79,24.07,87.44,69.16,19.6,0.5879,0.3178,70.81,58.32,41.52
36,1,CA1-CA3,session,10,-10,-100,11800,0.2362,0.1108,2,79.04,78.3,74.01,48.69,87.44,69.16,19.6,0.5237,0.3166,70.81,58.32,41.52
36,1,CA1-CA3,session,10,15,150,11700,0.2231,0.1048,2,74.98,63.09,21.75,15.51,87.44,69.16,19.6,0.5296,0.282,70.81,58.32,41.52
36,1,CA1-CA3,session,10,-15,-150,11700,0.2132,0.1074,2,76.84,59.29,24.27,16.38,87.44,69.16,19.6,0.479,0.293,70.81,58.32,41.52
36,1,CA1-CA3,session,10,20,200,11600,0.1333,0.0864,2,87.36,42.44,86.11,48.11,87.44,69.16,19.6,0.4922,0.2116,70.81,58.32,41.52
36,1,CA1-CA3,session,10,-20,-200,11600,0.2392,0.1041,2,76.39,64.47,44.33,26.07,87.44,69.16,19.6,0.5093,0.2982,70.81,58.32,41.52
36,1,CA1-CA3,session,10,25,250,11500,0.1835,0.0931,2,81.46,69.69,58.32,29.13,87.44,69.16,19.6,0.5175,0.28,70.81,58.32,41.52
36,1,CA1-CA3,session,10,-25,-250,11500,0.1914,0.0834,2,78.19,74.32,70.27,44.29,87.44,69.16,19.6,0.5411,0.3081,70.81,58.32,41.52
36,1,CA1-V1,session,10,0,0,12000,0.0414,0.0378,0,0.0,0.0,0.0,0.0,88.27,83.06,84.86,0.3637,0.267,71.6,60.66,43.29
36,1,CA1-V1,session,10,1,10,11980,0.0265,0.0247,0,70.48,71.7,36.83,47.96,88.27,83.06,84.86,0.3438,0.2176,71.6,60.66,43.29
36,1,CA1-V1,session,10,-1,-10,11980,0.014,0.027,0,68.55,72.21,62.83,69.25,88.27,83.06,84.86,0.3502,0.205,71.6,60.66,43.29
36,1,CA1-V1,session,10,2,20,11960,0.0155,0.0244,0,67.53,61.77,45.13,49.24,88.27,83.06,84.86,0.3566,0.1927,71.6,60.66,43.29
36,1,CA1-V1,session,10,-2,-20,11960,0.0174,0.0114,0,60.61,69.65,43.72,45.51,88.27,83.06,84.86,0.3373,0.1711,71.6,60.66,43.29
36,1,CA1-V1,session,10,3,30,11940,0.0229,0.041,0,56.88,62.16,37.08,31.68,88.27,83.06,84.86,0.3459,0.2202,71.6,60.66,43.29
36,1,CA1-V1,session,10,-3,-30,11940,0.0008,0.0147,0,88.74,84.81,53.01,68.77,88.27,83.06,84.86,0.3679,0.244,71.6,60.66,43.29
36,1,CA1-V1,session,10,4,40,11920,0.0381,0.0225,0,65.25,67.04,33.92,39.1,88.27,83.06,84.86,0.3693,0.2299,71.6,60.66,43.29
36,1,CA1-V1,session,10,-4,-40,11920,0.0129,0.0126,0,77.55,60.99,37.08,44.45,88.27,83.06,84.86,0.3311,0.1741,71.6,60.66,43.29
36,1,CA1-V1,session,10,5,50,11900,0.0375,0.0249,0,57.78,63.52,36.08,50.37,88.27,83.06,84.86,0.3647,0.1969,71.6,60.66,43.29
36,1,CA1-V1,session,10,-5,-50,11900,0.0037,0.0135,0,79.29,68.7,44.84,41.56,88.27,83.06,84.86,0.3315,0.1629,71.6,60.66,43.29
36,1,CA1-V1,session,10,7,70,11860,0.0258,0.0139,0,83.93,73.21,35.59,35.74,88.27,83.06,84.86,0.3499,0.197,71.6,60.66,43.29
36,1,CA1-V1,session,10,-7,-70,11860,-0.0104,0.0091,0,56.27,55.23,37.19,45.99,88.27,83.06,84.86,0.3312,0.1829,71.6,60.66,43.29
36,1,CA1-V1,session,10,10,100,11800,0.0056,0.0196,0,78.14,85.35,76.69,85.43,88.27,83.06,84.86,0.3717,0.1692,71.6,60.66,43.29
36,1,CA1-V1,session,10,-10,-100,11800,0.0597,0.0251,0,56.25,49.85,37.37,53.11,88.27,83.06,84.86,0.3597,0.2156,71.6,60.66,43.29
36,1,CA1-V1,session,10,15,150,11700,0.003,0.0153,0,81.92,81.23,34.85,44.28,88.27,83.06,84.86,0.3249,0.1865,71.6,60.66,43.29
