animal,pair,ordinal,matched,tail_abs_r,degenerate_trial
41,CA1-CA3,7,0,0.022994,0
41,CA1-CA3,7,2,0.022994,0
41,CA1-CA3,8,0,0.013897999999999999,0
41,CA1-CA3,8,2,0.009271999999999999,0
41,CA1-CA3,9,0,0.015824,0
41,CA1-CA3,9,2,0.020844,0
41,CA1-CA3,10,0,0.01717,0
41,CA1-CA3,10,2,0.015574,0
41,CA1-V1,1,0,0.017956,0
41,CA1-V1,1,1,0.020691999999999995,0
41,CA1-V1,1,2,0.020446,0
41,CA1-V1,2,0,0.023382,0
41,CA1-V1,2,1,0.023382,0
41,CA1-V1,2,2,0.022888,0
41,CA1-V1,3,0,0.017286,0
41,CA1-V1,3,2,0.014250000000000002,0
41,CA1-V1,4,0,0.017491999999999997,0
41,CA1-V1,4,2,0.015566,0
41,CA1-V1,5,0,0.018214,0
41,CA1-V1,5,2,0.018726,0
41,CA1-V1,6,0,0.030667999999999994,0
41,CA1-V1,6,2,0.034226,0
41,CA1-V1,7,0,0.027083999999999997,0
41,CA1-V1,7,2,0.027083999999999997,0
41,CA1-V1,8,0,0.023398,0
41,CA1-V1,8,2,0.025028,0
41,CA1-V1,9,0,0.023686,0
41,CA1-V1,9,2,0.020064,0
41,CA1-V1,10,0,0.037306,0
41,CA1-V1,10,2,0.038444,0
52,CA1-CA3,1,0,0.025307999999999997,0
52,CA1-CA3,1,1,0.026756000000000002,0
52,CA1-CA3,1,2,0.026676,0
52,CA1-CA3,2,0,0.016613999999999997,0
52,CA1-CA3,2,1,0.016613999999999997,0
52,CA1-CA3,2,2,0.017356000000000003,0
52,CA1-CA3,3,0,0.043908,0
52,CA1-CA3,3,2,0.040092,0
52,CA1-CA3,4,0,0.02218,0
52,CA1-CA3,4,2,0.025346,0
52,CA1-CA3,5,0,0.022848,0
52,CA1-CA3,5,2,0.02087,0
52,CA1-CA3,6,0,0.026166000000000002,0
52,CA1-CA3,6,2,0.024850000000000004,0
52,CA1-CA3,7,0,0.026378000000000002,0
52,CA1-CA3,7,2,0.023978000000000003,0
52,CA1-CA3,8,0,0.021436000000000004,0
52,CA1-CA3,8,2,0.019429999999999996,0
52,CA1-CA3,9,0,0.027767999999999998,0
52,CA1-CA3,9,2,0.027767999999999998,0
52,CA1-CA3,10,0,0.015475999999999998,0
52,CA1-CA3,10,2,0.015602000000000001,0
52,CA1-DG,1,0,0.01452,0
52,CA1-DG,1,1,0.015892,0
52,CA1-DG,1,2,0.019324,0
52,CA1-DG,2,0,0.02611,0
52,CA1-DG,2,1,0.02611,0
52,CA1-DG,2,2,0.032114,0
52,CA1-DG,3,0,0.015295999999999999,0
52,CA1-DG,3,2,0.016652,0
52,CA1-DG,4,0,0.029584,0
52,CA1-DG,4,2,0.024704,0
52,CA1-DG,5,0,0.032412,0
52,CA1-DG,5,2,0.02702,0
52,CA1-DG,6,0,0.019583999999999997,0
52,CA1-DG,6,2,0.017966,0
52,CA1-DG,7,0,0.019572,0
52,CA1-DG,7,2,0.019957999999999997,0
52,CA1-DG,8,0,0.022854000000000003,0
52,CA1-DG,8,2,0.022590000000000002,0
52,CA1-DG,9,0,0.025091999999999996,0
