pair,window_bins,window_ms,n_animals,ifi_naive,ifi_expert,delta,t,p
CA1-RSC,1,10,8,-0.11334059274743397,0.03380928474838781,0.14714987749582176,2.0464819966896304,0.07994442018638184
CA1-RSC,2,20,8,-0.029724132117546855,0.021935281425579305,0.051659413543126156,0.7564975797445654,0.4740368701886831
CA1-RSC,3,30,8,-0.018784476525213742,0.028979524917468143,0.047764001442681885,0.7315181553662591,0.48822249818114993
CA1-RSC,4,40,8,0.0012661924196629391,0.031081317146575707,0.029815124726912764,0.4205909247693872,0.6866649099857348
CA1-RSC,5,50,8,0.003940958481705906,0.03908948000679302,0.035148521525087115,0.5713873869140725,0.5856071232637436
CA1-RSC,6,60,8,0.024975672788815746,0.03778747761643923,0.012811804827623487,0.2037086823019939,0.8443766622012128
CA1-RSC,7,70,8,0.020145048164661648,0.043870452408277937,0.023725404243616285,0.3921231107317009,0.706632213860934
CA1-RSC,8,80,8,-0.0010526304852020128,0.0431900232404072,0.04424265372560922,0.7337517768896266,0.486942688353905
CA1-RSC,9,90,8,-0.015895704265193017,0.033085364130623275,0.048981068395816285,0.9916393021390526,0.35440604824775185
CA1-RSC,10,100,8,-0.020624059068954342,0.02146759886715586,0.04209165793611021,1.0504201466565457,0.3284306132200977
CA1-RSC,11,110,8,-0.026751131432386544,0.014599506813090907,0.04135063824547745,1.1697655037069874,0.28037800576567995
CA1-RSC,12,120,8,-0.034990504306121835,0.008001903941632898,0.04299240824775473,1.2411467640858267,0.2545285679012969
CA1-RSC,13,130,8,-0.03218070046580826,0.008062714350421673,0.04024341481622993,1.199718201838563,0.2692746228209397
CA1-RSC,14,140,8,-0.031667731336307826,0.010415212276050792,0.04208294361235862,1.271654533993346,0.2441139617702941
CA1-RSC,15,150,8,-0.029253413069141147,0.012391976083199214,0.04164538915234037,1.3196545348721465,0.22847069170266332
CA1-RSC,16,160,8,-0.028130804800590832,0.011038064176074603,0.03916886897666544,1.4135952039776567,0.20037438013400505
CA1-RSC,17,170,8,-0.032661707447382365,0.010265382302361362,0.04292708974974373,1.4696863236939373,0.18510545290504926
CA1-RSC,18,180,8,-0.02859370453236735,0.005483536798629468,0.03407724133099682,1.0714450023933582,0.31951415742953415
CA1-RSC,19,190,8,-0.02271733339483,0.008312783911965726,0.031030117306795724,0.8386669480701439,0.4293616354686014
CA1-RSC,20,200,8,-0.03122961713254631,0.01227356549842203,0.043503182630968334,1.2180028047294125,0.26267976277452026
CA1-RSC,21,210,8,-0.03700188280004404,0.01244539492459935,0.049447277724643385,1.4166491262960061,0.19951484182066023
CA1-RSC,22,220,8,-0.03099021407448509,0.012570658743761667,0.04356087281824676,1.342841389891677,0.22123157038646898
CA1-RSC,23,230,8,-0.031161379447942054,0.012423037188067216,0.043584416636009274,1.3923946317037297,0.2064329571449294
CA1-RSC,24,240,8,-0.03429307267713097,0.010426731860910064,0.04471980453804104,1.4335466164736983,0.19481832082701855
CA1-RSC,25,250,8,-0.03439550835763054,0.006963276214969235,0.04135878457259977,1.2940181750659592,0.2367140101642714
CA1-CA3,1,10,6,0.052223707685684156,0.0461199252284635,-0.006103782457220652,-0.057900991717575,0.9560702435636712
CA1-CA3,2,20,6,0.10134379299197298,0.19547227517304608,0.09412848218107313,0.6721496641123751,0.5312914604444178
CA1-CA3,3,30,6,0.1011000682095962,0.24636829741739585,0.1452682292077996,1.5041009814312811,0.19288498971408258
CA1-CA3,4,40,6,0.08329567033984929,0.2480509805571465,0.16475531021729725,1.634877398600701,0.16300234818574175
CA1-CA3,5,50,6,0.05867150184810626,0.2331078052207072,0.17443630337260094,2.2263470186433234,0.07651539577239368
CA1-CA3,6,60,6,0.04758736933114568,0.22750777493899552,0.17992040560784986,2.793252590028204,0.038297456289521616
CA1-CA3,7,70,6,0.03159471080297123,0.23275209183392673,0.20115738103095546,2.791558070662778,0.038374182240427414
CA1-CA3,8,80,6,0.03504499792844712,0.22036866853729742,0.18532367060885033,2.612532974815408,0.04752417960993644
CA1-CA3,9,90,6,0.04176522045661141,0.18909053192852396,0.1473253114719125,2.6053626454091154,0.047937645012006244
CA1-CA3,10,100,6,0.01977847864015374,0.14268799081097275,0.12290951217081902,2.619784144830661,0.04711003016248695
CA1-CA3,11,110,6,-0.020745757150215066,0.09328536646592263,0.1140311236161377,1.7726819711618416,0.13647529215942672
CA1-CA3,12,120,6,-0.06479812865981183,0.06603768232905245,0.13083581098886427,1.832642090973189,0.1263375561886306
CA1-CA3,13,130,6,-0.060674303793172145,0.060837525376985446,0.12151182917015758,1.9662168030472258,0.10643788419908826
CA1-CA3,14,140,6,-0.042138125659902576,0.06427267674095744,0.10641080240086002,2.1001693444093212,0.08973396457471931
CA1-CA3,15,150,6,-0.03934685897707537,0.057083045702015105,0.09642990467909048,2.147139455114693,0.08455030027345405
CA1-CA3,16,160,6,-0.03213905878839975,0.05904921043578173,0.09118826922418148,2.3472392775141344,0.06578543698183527
CA1-CA3,17,170,6,-0.03351123604198688,0.06658658183994622,0.1000978178819331,2.6403386426125492,0.04595745417050748
CA1-CA3,18,180,6,-0.03943126617344492,0.07121247726585044,0.11064374343929535,2.7754294163903035,0.03911305730021898
CA1-CA3,19,190,6,-0.04367183006166022,0.08483411580294183,0.12850594586460204,2.476604834694004,0.056074029184445116
CA1-CA3,20,200,6,-0.03545870351313362,0.07909926674779427,0.11455797026092789,2.1021388051712036,0.08950999897288653
CA1-CA3,21,210,6,-0.031915752456533525,0.07670348228353029,0.10861923474006381,1.9915004961745408,0.10305224189316704
CA1-CA3,22,220,6,-0.024665728947889095,0.06517909459268298,0.08984482354057206,1.7269887233549228,0.1447521814767467
CA1-CA3,23,230,6,-0.009985556158464646,0.060437982923054724,0.07042353908151938,1.346896108689732,0.23583807870022186
CA1-CA3,24,240,6,-0.014834261004321891,0.0571951272550546,0.07202938825937649,1.23416458090158,0.27198187456204026
CA1-CA3,25,250,6,-0.018073121812957265,0.04299623455082749,0.06106935636378475,1.0746989929856097,0.33161240254729435
CA1-DG,1,10,8,0.06303136912640445,-0.015042319838071666,-0.07807368896447611,-0.6478919039737734,0.5377174337979368
CA1-DG,2,20,8,0.2178868836219004,0.05928602661702525,-0.15860085700487514,-2.6909848557587535,0.031041447069641525
CA1-DG,3,30,8,0.26398685137820344,0.1350487772371907,-0.12893807414101274,-2.2105990264568147,0.06274174564955716
CA1-DG,4,40,8,0.2672099490295089,0.15695748411578944,-0.11025246491371951,-1.8716434191627473,0.10342786616625797
CA1-DG,5,50,8,0.24035333924170998,0.18216324949879076,-0.05819008974291923,-0.7280580175297309,0.49020945809659233
CA1-DG,6,60,8,0.18787312521229274,0.16979886489777346,-0.018074260314519308,-0.19116663719879898,0.8538216024877989
CA1-DG,7,70,8,0.18151735455064663,0.16492244125996267,-0.016594913290683973,-0.1914001383491278,0.8536455211043056
CA1-DG,8,80,8,0.14893426364778628,0.14919300035169736,0.0002587367039110708,0.0036353529584207205,0.9972008474267869
CA1-DG,9,90,8,0.11138956376848858,0.1540108589885723,0.04262129522008372,0.7134490887853344,0.4986571447127883
CA1-DG,10,100,8,0.06867122052738252,0.14393156433671359,0.0752603438093311,1.1330605359021948,0.29450071745800943
CA1-DG,11,110,8,0.041798057459010274,0.1170149874302302,0.07521692997121991,1.3028681693881516,0.23383961001156395
CA1-DG,12,120,8,0.023037343562542292,0.10036202196731048,0.07732467840476819,1.5353961602146797,0.1685629421948737
CA1-DG,13,130,8,0.014550950772387508,0.09593374501370683,0.08138279424131932,1.8371765729881748,0.10879452776876798
CA1-DG,14,140,8,0.007767192659073141,0.08201417346899623,0.07424698080992309,1.89654907140494,0.09971070569516073
CA1-DG,15,150,8,0.008681280999971685,0.08097248900350135,0.07229120800352967,1.714695739848498,0.13011768541064464
CA1-DG,16,160,8,0.025318443620800594,0.08805085511158689,0.0627324114907863,1.597247546299926,0.15424203404602288
CA1-DG,17,170,8,0.03277623394582934,0.09076858760555215,0.057992353659722815,1.6857337388663296,0.1357128387667552
CA1-DG,18,180,8,0.03200515400195053,0.10025914110622663,0.06825398710427612,1.9191701760386055,0.09644746511772734
CA1-DG,19,190,8,0.03481621265215899,0.10539374399275722,0.07057753134059823,1.9364750834098414,0.0940217454139029
CA1-DG,20,200,8,0.033925620774765824,0.11228754601170271,0.07836192523693689,2.2455477485392312,0.059588191413540756
CA1-DG,21,210,8,0.04392585058892732,0.115967057605686,0.07204120701675869,2.249453877046188,0.05924582548184515
CA1-DG,22,220,8,0.03785853016521481,0.1226827694674404,0.08482423930222557,2.712249708317809,0.03010093618910841
CA1-DG,23,230,8,0.02599049203509956,0.12144698208889587,0.09545649005379632,3.055315017491024,0.01844465778714037
CA1-DG,24,240,8,0.019260678051768485,0.11069254627353228,0.09143186822176379,3.1478474012076445,0.016200671328059114
CA1-DG,25,250,8,0.010081268741134164,0.10127393668056678,0.09119266793943262,3.12593385453739,0.01670443751737408
CA1-V1,1,10,10,0.04445577906082987,0.054646641992083286,0.010190862931253417,0.24923251947280378,0.8087757918035355
CA1-V1,2,20,10,-0.023927388793642555,0.05210003793217595,0.0760274267258185,1.267088872546042,0.23692776385878966
CA1-V1,3,30,10,0.0372090049575729,0.06347273475241584,0.026263729794842934,1.7279055802313126,0.1180724962497858
CA1-V1,4,40,10,0.018839844894537095,0.03558079875277349,0.016740953858236395,0.715380262776205,0.4925142735265161
CA1-V1,5,50,10,-0.012545794315040737,0.035028795724000375,0.04757459003904111,2.6470618147306166,0.026604017733981668
CA1-V1,6,60,10,-0.022539675494434572,0.03915861363654024,0.06169828913097482,5.5182668389925515,0.0003713137070783599
CA1-V1,7,70,10,-0.020334244769520594,0.03667997620684994,0.057014220976370544,4.197933741053052,0.002313761125922675
CA1-V1,8,80,10,-0.010430323334802243,0.03639719236166006,0.046827515696462305,3.3437806106324817,0.008608251956069898
CA1-V1,9,90,10,-0.0057879103245202165,0.041491006835946365,0.047278917160466574,3.6408476798720977,0.00539376784016942
CA1-V1,10,100,10,-0.004869791662357685,0.031690697353561774,0.036560489015919455,2.171965829897106,0.05792771688864895
CA1-V1,11,110,10,-0.005945940174477346,0.034504804291374126,0.040450744465851465,1.943104017188297,0.08389038827428617
CA1-V1,12,120,10,-0.00783889067218104,0.03037790841265257,0.03821679908483361,1.8262822805240655,0.10109051160137357
CA1-V1,13,130,10,-0.0120661035972436,0.02307466374343038,0.035140767340673985,1.4027078002068645,0.1942453082314507
CA1-V1,14,140,10,-0.03772354833747358,0.023291067307371474,0.06101461564484505,1.679472247698175,0.12736483921136676
CA1-V1,15,150,10,-0.041103128268923164,0.027005230833260653,0.06810835910218382,1.9975571911625971,0.07685489006304523
CA1-V1,16,160,10,-0.04329662586500494,0.03315349567750138,0.07645012154250631,2.3077150626417953,0.046409734941177845
CA1-V1,17,170,10,-0.038383293912883046,0.03403695351018227,0.07242024742306531,2.023879617930085,0.0736590881496869
CA1-V1,18,180,10,-0.04733873331809289,0.03733448184219588,0.08467321516028876,2.410695516477269,0.03920428338254583
CA1-V1,19,190,10,-0.050355249803350634,0.03629837583703591,0.08665362564038655,2.4357581653456695,0.037625517037504226
CA1-V1,20,200,10,-0.05352658534187262,0.0385189706476975,0.09204555598957012,2.5835083389321025,0.029526208864268
CA1-V1,21,210,10,-0.05485018789183397,0.03811486145023662,0.09296504934207057,2.553311266086557,0.03102573377217463
CA1-V1,22,220,10,-0.05911879691004518,0.03350169489657022,0.0926204918066154,2.317768832221076,0.04565225258736875
CA1-V1,23,230,10,-0.06168097764386066,0.0316634918431312,0.09334446948699186,2.1304706348430424,0.06197405596946756
CA1-V1,24,240,10,-0.06298173908642749,0.029061099685034404,0.0920428387714619,2.161422788786909,0.05893081341747901
CA1-V1,25,250,10,-0.06224961881206427,0.027303096961299254,0.08955271577336352,2.067228215337453,0.06867165664509928
CA3-DG,1,10,4,0.28119071723881295,0.16807906465227884,-0.11311165258653415,-0.912950273194725,0.4285847993995847
CA3-DG,2,20,4,0.11945161080318534,0.15244812105156083,0.032996510248375494,0.44959667667762293,0.683498987718199
CA3-DG,3,30,4,0.05473299318802363,0.12798879185412973,0.07325579866610608,0.5298979064285757,0.63289512572687
CA3-DG,4,40,4,0.07742251404348378,0.15709364057304068,0.07967112652955688,0.35169830305299293,0.7483173765653857
CA3-DG,5,50,4,-0.04698284323881657,0.13801194465837435,0.18499478789719093,1.091983037457451,0.35468827791973895
CA3-DG,6,60,4,-0.06913523875187308,0.1123719238643692,0.18150716261624228,0.9481475647452784,0.41300351673116387
CA3-DG,7,70,4,-0.06135211714272551,0.11817544774838604,0.17952756489111152,1.017745427397887,0.38372945380277323
CA3-DG,8,80,4,-0.04280034366580959,0.12810351115009525,0.1709038548159048,1.0613157032597167,0.3664173829835417
CA3-DG,9,90,4,-0.04813891455748047,0.10531059892682312,0.1534495134843036,1.1761470624908945,0.3243710942435485
CA3-DG,10,100,4,-0.05411719370130239,0.08761061630098976,0.14172781000229215,1.2645662482981717,0.29533676814113374
CA3-DG,11,110,4,-0.06134904000185401,0.04278969373405338,0.10413873373590739,1.2351182968168783,0.3046979548803028
CA3-DG,12,120,4,-0.04900681649062817,0.0011541741210037947,0.05016099061163196,1.551386395323158,0.21860509282033505
CA3-DG,13,130,4,-0.031331851645221336,0.0006094072526009794,0.03194125889782232,2.22268828771341,0.11276067095347175
CA3-DG,14,140,4,-0.022497140557395285,0.008326685719519365,0.03082382627691465,1.7474258112859222,0.17888948644511507
CA3-DG,15,150,4,0.001951547304463723,0.00022919892041699946,-0.0017223483840467218,-0.10030640048974247,0.9264286108716997
CA3-DG,16,160,4,0.012614246547313482,0.013917790509689117,0.001303543962375634,0.08699947202853196,0.9361535615023402
CA3-DG,17,170,4,0.011539485348305727,0.02066171973621097,0.009122234387905232,0.38493771262052723,0.725952371690499
CA3-DG,18,180,4,0.018833005064177906,0.0319217444723007,0.01308873940812279,0.532552210588634,0.6312650322319436
CA3-DG,19,190,4,0.030667514724408637,0.03237652499400162,0.0017090102695929733,0.04397847877603245,0.967685078743881
CA3-DG,20,200,4,0.02804274877454367,0.0393213674070856,0.01127861863254193,0.379134305165525,0.7298318243402708
CA3-DG,21,210,4,0.025451916247004838,0.04362220516220132,0.01817028891519647,0.49213554190662034,0.656385847315773
CA3-DG,22,220,4,0.013178169582323263,0.05168344251868861,0.03850527293636534,1.312079179998055,0.2808585963050552
CA3-DG,23,230,4,0.00898222236382304,0.054204004718989104,0.04522178235516607,2.197532348460105,0.11543792975633947
CA3-DG,24,240,4,0.0003718622079679837,0.05348373424378252,0.05311187203581453,4.039974752023531,0.02728801612209362
CA3-DG,25,250,4,-0.006002088395028651,0.0499610230426061,0.055963111437634765,6.812224498896551,0.006469921127690045
CA1-SUB,1,10,2,-0.19039293135123128,-0.5785842571187603,-0.38819132576752896,,
CA1-SUB,2,20,2,-0.0926647817753668,-0.27806766710074154,-0.18540288532537474,,
CA1-SUB,3,30,2,-0.26232653102818565,-0.2776655880204365,-0.015339056992250896,,
CA1-SUB,4,40,2,-0.271588748946607,-0.08357010447698672,0.18801864446962027,,
CA1-SUB,5,50,2,-0.25975284544068916,0.15378995299592496,0.4135427984366141,,
CA1-SUB,6,60,2,-0.25590076704115905,0.19357071134795298,0.44947147838911206,,
CA1-SUB,7,70,2,-0.2492077069225302,0.09472256777226984,0.34393027469480003,,
CA1-SUB,8,80,2,-0.22024799328987013,0.04521737135321194,0.26546536464308207,,
CA1-SUB,9,90,2,-0.19836028734114622,0.04078456197632051,0.23914484931746674,,
CA1-SUB,10,100,2,-0.18740012267309386,0.059083040821884245,0.24648316349497812,,
