scope,pair,landmark,stat,contrast,n,median_delta,wilcoxon_W,p,p_fdr_pass
per_landmark,CA1-V1,1,mi_sig,expert-naive,10,-0.15268862104179928,23.0,0.6953125,False
per_landmark,CA1-V1,2,mi_sig,expert-naive,10,0.025534462384770362,27.0,1.0,False
per_landmark,CA1-V1,3,mi_sig,expert-naive,10,-0.132350391955875,2.0,0.005859375,False
per_landmark,CA1-V1,4,mi_sig,expert-naive,10,-0.03248067526669235,22.0,0.625,False
per_landmark,CA1-V1,5,mi_sig,expert-naive,10,-0.07180554654678745,24.0,0.76953125,False
per_landmark,CA1-V1,6,mi_sig,expert-naive,10,-0.20349745768062025,16.0,0.275390625,False
per_landmark,CA1-DG,1,mi_sig,expert-naive,8,-0.28167956181756754,7.0,0.23672357063785732,False
per_landmark,CA1-DG,2,mi_sig,expert-naive,8,0.02888628813199498,13.0,0.8657723749926214,False
per_landmark,CA1-DG,3,mi_sig,expert-naive,8,-0.2462554504763114,4.0,0.0546875,False
per_landmark,CA1-DG,4,mi_sig,expert-naive,8,-0.24753387973129434,6.0,0.17629637444051116,False
per_landmark,CA1-DG,5,mi_sig,expert-naive,8,0.1233844796499462,9.0,0.39802471950693785,False
per_landmark,CA1-DG,6,mi_sig,expert-naive,8,-0.08279211900320727,11.0,0.3828125,False
per_landmark,CA1-CA3,1,mi_sig,expert-naive,6,-0.2098681217298947,5.0,0.3125,False
per_landmark,CA1-CA3,2,mi_sig,expert-naive,6,-0.03166536739118378,7.0,0.5625,False
per_landmark,CA1-CA3,3,mi_sig,expert-naive,6,-0.1639000039276165,4.0,0.21875,False
per_landmark,CA1-CA3,4,mi_sig,expert-naive,6,0.10796721065411705,4.0,0.21875,False
per_landmark,CA1-CA3,5,mi_sig,expert-naive,6,0.18122254410800223,4.0,0.21875,False
per_landmark,CA1-CA3,6,mi_sig,expert-naive,6,-0.01528866833679847,8.0,0.6875,False
per_landmark,CA1-RSC,1,mi_sig,expert-naive,8,0.04323754066327801,15.0,0.7421875,False
per_landmark,CA1-RSC,2,mi_sig,expert-naive,8,-0.05387345967615712,8.0,0.3104944343172349,False
per_landmark,CA1-RSC,3,mi_sig,expert-naive,8,-0.16887952431772785,6.0,0.109375,False
per_landmark,CA1-RSC,4,mi_sig,expert-naive,8,-0.0921583368523562,17.0,0.9453125,False
per_landmark,CA1-RSC,5,mi_sig,expert-naive,8,0.1406943371198504,13.0,0.546875,False
per_landmark,CA1-RSC,6,mi_sig,expert-naive,8,-0.0398240756983559,11.0,0.6120898800892568,False
per_landmark,CA1-SUB,1,mi_sig,expert-naive,4,0.16474771652110115,3.0,0.625,False
per_landmark,CA1-SUB,2,mi_sig,expert-naive,4,0.04576992292308633,3.0,0.625,False
per_landmark,CA1-SUB,3,mi_sig,expert-naive,4,-0.2365783315190793,2.0,0.375,False
per_landmark,CA1-SUB,4,mi_sig,expert-naive,4,-0.07622621615235144,5.0,1.0,False
per_landmark,CA1-SUB,5,mi_sig,expert-naive,4,0.0037854746129014905,4.0,0.875,False
per_landmark,CA1-SUB,6,mi_sig,expert-naive,4,0.30614317380047507,1.0,0.25,False
per_landmark,V1-RSC,1,mi_sig,expert-naive,6,0.23603928338653166,7.0,0.5625,False
per_landmark,V1-RSC,2,mi_sig,expert-naive,6,-0.1447969727111174,3.0,0.15625,False
per_landmark,V1-RSC,3,mi_sig,expert-naive,6,-0.11865898660791391,3.0,0.15625,False
per_landmark,V1-RSC,4,mi_sig,expert-naive,6,-0.0859933026608221,1.0,0.0625,False
per_landmark,V1-RSC,5,mi_sig,expert-naive,6,0.03758624938915206,7.0,0.892738400944348,False
per_landmark,V1-RSC,6,mi_sig,expert-naive,6,0.03505167779235979,7.0,0.5625,False
per_landmark,RSC-SUB,1,mi_sig,expert-naive,4,0.16318159500677165,2.0,0.375,False
per_landmark,RSC-SUB,2,mi_sig,expert-naive,4,-0.21266025351922296,4.0,0.875,False
per_landmark,RSC-SUB,3,mi_sig,expert-naive,4,-0.0938278839558051,1.0,0.25,False
per_landmark,RSC-SUB,4,mi_sig,expert-naive,4,-0.05184312466177299,2.0,0.5929800980174267,False
per_landmark,RSC-SUB,5,mi_sig,expert-naive,4,-0.16447344616841703,1.0,0.28504940740261275,False
per_landmark,RSC-SUB,6,mi_sig,expert-naive,4,-0.03534253756104563,5.0,1.0,False
per_landmark,CA3-DG,1,mi_sig,expert-naive,4,-0.7734912275451841,0.0,0.125,False
per_landmark,CA3-DG,2,mi_sig,expert-naive,4,-0.4798329712000193,3.0,0.625,False
per_landmark,CA3-DG,3,mi_sig,expert-naive,4,-0.24233903200375342,0.0,0.125,False
per_landmark,CA3-DG,4,mi_sig,expert-naive,4,-0.30878164818869325,1.0,0.25,False
per_landmark,CA3-DG,5,mi_sig,expert-naive,4,0.1493780785283257,2.0,0.5929800980174267,False
per_landmark,CA3-DG,6,mi_sig,expert-naive,4,0.10558371011151613,0.0,0.125,False
per_landmark,CA1-V1,1,mi_sig,expert-intermediate,10,0.20886537064544924,18.0,0.375,False
per_landmark,CA1-V1,2,mi_sig,expert-intermediate,10,0.12083410404967694,24.0,0.76953125,False
per_landmark,CA1-V1,3,mi_sig,expert-intermediate,10,0.014175952409957247,23.0,0.6953125,False
