animal,learner,pair,bin_ms,n_bins,window_bins,window_ms,ifi,cc_pos,cc_neg,peak_lag_bins,peak_lag_ms
66,1,CA1-V1,10,421943,10,100,-0.0245,0.0596,0.0626,0,0
66,1,CA1-V1,10,421943,11,110,-0.0293,0.0593,0.0628,0,0
66,1,CA1-V1,10,421943,12,120,-0.0333,0.0591,0.0632,0,0
66,1,CA1-V1,10,421943,13,130,-0.0346,0.059,0.0632,0,0
66,1,CA1-V1,10,421943,14,140,-0.0355,0.0589,0.0633,0,0
66,1,CA1-V1,10,421943,15,150,-0.0359,0.0589,0.0633,0,0
66,1,CA1-V1,10,421943,16,160,-0.0353,0.059,0.0633,0,0
66,1,CA1-V1,10,421943,17,170,-0.0344,0.059,0.0632,0,0
66,1,CA1-V1,10,421943,18,180,-0.0342,0.0589,0.0631,0,0
66,1,CA1-V1,10,421943,19,190,-0.0347,0.0589,0.0631,0,0
66,1,CA1-V1,10,421943,20,200,-0.0349,0.0587,0.063,0,0
66,1,CA1-V1,10,421943,21,210,-0.036,0.0587,0.0631,0,0
66,1,CA1-V1,10,421943,22,220,-0.0357,0.0587,0.0631,0,0
66,1,CA1-V1,10,421943,23,230,-0.036,0.0588,0.0631,0,0
66,1,CA1-V1,10,421943,24,240,-0.0385,0.0586,0.0633,0,0
66,1,CA1-V1,10,421943,25,250,-0.0394,0.0584,0.0632,0,0
66,1,CA1-SUB,10,421943,1,10,-0.0485,0.0779,0.0859,0,0
66,1,CA1-SUB,10,421943,2,20,-0.0661,0.0729,0.0832,0,0
66,1,CA1-SUB,10,421943,3,30,-0.0905,0.0692,0.083,0,0
66,1,CA1-SUB,10,421943,4,40,-0.115,0.0653,0.0822,0,0
66,1,CA1-SUB,10,421943,5,50,-0.0999,0.0655,0.08,0,0
66,1,CA1-SUB,10,421943,6,60,-0.0865,0.0656,0.078,0,0
66,1,CA1-SUB,10,421943,7,70,-0.0737,0.0657,0.0761,0,0
66,1,CA1-SUB,10,421943,8,80,-0.0633,0.0654,0.0742,0,0
66,1,CA1-SUB,10,421943,9,90,-0.0516,0.0651,0.0722,0,0
66,1,CA1-SUB,10,421943,10,100,-0.0396,0.0654,0.0708,0,0
66,1,CA1-SUB,10,421943,11,110,-0.028,0.066,0.0698,0,0
66,1,CA1-SUB,10,421943,12,120,-0.0197,0.0669,0.0695,0,0
66,1,CA1-SUB,10,421943,13,130,-0.0155,0.0674,0.0695,0,0
66,1,CA1-SUB,10,421943,14,140,-0.0192,0.0674,0.07,0,0
66,1,CA1-SUB,10,421943,15,150,-0.0237,0.067,0.0703,0,0
66,1,CA1-SUB,10,421943,16,160,-0.0301,0.0664,0.0705,0,0
66,1,CA1-SUB,10,421943,17,170,-0.0392,0.0654,0.0707,0,0
66,1,CA1-SUB,10,421943,18,180,-0.0531,0.0638,0.0709,0,0
66,1,CA1-SUB,10,421943,19,190,-0.0607,0.0628,0.0709,0,0
66,1,CA1-SUB,10,421943,20,200,-0.064,0.0621,0.0706,0,0
66,1,CA1-SUB,10,421943,21,210,-0.0659,0.0616,0.0703,0,0
66,1,CA1-SUB,10,421943,22,220,-0.0662,0.0613,0.07,0,0
66,1,CA1-SUB,10,421943,23,230,-0.0666,0.0609,0.0696,0,0
66,1,CA1-SUB,10,421943,24,240,-0.0661,0.0607,0.0693,0,0
66,1,CA1-SUB,10,421943,25,250,-0.0667,0.0604,0.0691,0,0
66,1,RSC-SUB,10,421943,1,10,0.0608,0.0323,0.0286,3,30
66,1,RSC-SUB,10,421943,2,20,0.1301,0.0355,0.0273,3,30
66,1,RSC-SUB,10,421943,3,30,0.119,0.0374,0.0294,3,30
66,1,RSC-SUB,10,421943,4,40,0.1077,0.0362,0.0292,3,30
66,1,RSC-SUB,10,421943,5,50,0.0806,0.0353,0.03,3,30
66,1,RSC-SUB,10,421943,6,60,0.0396,0.034,0.0314,3,30
66,1,RSC-SUB,10,421943,7,70,0.0157,0.0335,0.0325,3,30
66,1,RSC-SUB,10,421943,8,80,0.0028,0.0335,0.0333,3,30
66,1,RSC-SUB,10,421943,9,90,-0.0112,0.0332,0.034,3,30
66,1,RSC-SUB,10,421943,10,100,-0.0169,0.0332,0.0343,3,30
66,1,RSC-SUB,10,421943,11,110,-0.0311,0.0327,0.0348,3,30
66,1,RSC-SUB,10,421943,12,120,-0.0359,0.0326,0.035,3,30
66,1,RSC-SUB,10,421943,13,130,-0.045,0.0322,0.0353,3,30
66,1,RSC-SUB,10,421943,14,140,-0.0492,0.032,0.0353,3,30
66,1,RSC-SUB,10,421943,15,150,-0.0519,0.0317,0.0352,3,30
66,1,RSC-SUB,10,421943,16,160,-0.0559,0.0313,0.035,3,30
66,1,RSC-SUB,10,421943,17,170,-0.0584,0.0313,0.0351,3,30
66,1,RSC-SUB,10,421943,18,180,-0.0571,0.0311,0.0349,3,30
66,1,RSC-SUB,10,421943,19,190,-0.0578,0.0312,0.035,3,30
66,1,RSC-SUB,10,421943,20,200,-0.0573,0.0312,0.035,3,30
66,1,RSC-SUB,10,421943,21,210,-0.0606,0.031,0.035,3,30
66,1,RSC-SUB,10,421943,22,220,-0.0613,0.0311,0.0352,3,30
66,1,RSC-SUB,10,421943,23,230,-0.0643,0.031,0.0353,3,30
66,1,RSC-SUB,10,421943,24,240,-0.0657,0.0309,0.0353,3,30
66,1,RSC-SUB,10,421943,25,250,-0.0681,0.031,0.0355,3,30
66,1,V1-RSC,10,421943,1,10,0.0365,0.0899,0.0836,0,0
66,1,V1-RSC,10,421943,2,20,0.0356,0.0869,0.0809,0,0
66,1,V1-RSC,10,421943,3,30,0.027,0.085,0.0806,0,0
66,1,V1-RSC,10,421943,4,40,0.0307,0.0849,0.0799,0,0
66,1,V1-RSC,10,421943,5,50,0.0271,0.0838,0.0793,0,0
66,1,V1-RSC,10,421943,6,60,0.0199,0.0825,0.0792,0,0
66,1,V1-RSC,10,421943,7,70,0.0197,0.0812,0.0781,0,0
66,1,V1-RSC,10,421943,8,80,0.0149,0.0801,0.0778,0,0
66,1,V1-RSC,10,421943,9,90,0.0104,0.0789,0.0773,0,0
66,1,V1-RSC,10,421943,10,100,0.0064,0.0779,0.0769,0,0
66,1,V1-RSC,10,421943,11,110,0.0057,0.0771,0.0762,0,0
66,1,V1-RSC,10,421943,12,120,0.001,0.0761,0.0759,0,0
66,1,V1-RSC,10,421943,13,130,0.0015,0.0754,0.0752,0,0
66,1,V1-RSC,10,421943,14,140,-0.0003,0.0747,0.0748,0,0
66,1,V1-RSC,10,421943,15,150,-0.0016,0.0741,0.0744,0,0
66,1,V1-RSC,10,421943,16,160,-0.002,0.0736,0.0739,0,0
66,1,V1-RSC,10,421943,17,170,-0.0026,0.0731,0.0735,0,0
66,1,V1-RSC,10,421943,18,180,-0.0026,0.0727,0.0731,0,0
66,1,V1-RSC,10,421943,19,190,-0.0027,0.0721,0.0725,0,0
66,1,V1-RSC,10,421943,20,200,-0.0024,0.0715,0.0719,0,0
66,1,V1-RSC,10,421943,21,210,-0.0037,0.071,0.0715,0,0
66,1,V1-RSC,10,421943,22,220,-0.0048,0.0705,0.0712,0,0
66,1,V1-RSC,10,421943,23,230,-0.0057,0.0701,0.0709,0,0
66,1,V1-RSC,10,421943,24,240,-0.0068,0.0696,0.0705,0,0
66,1,V1-RSC,10,421943,25,250,-0.0068,0.0693,0.0702,0,0
68,1,CA1-RSC,10,572749,1,10,0.0608,0.0664,0.0588,1,10
68,1,CA1-RSC,10,572749,2,20,0.0564,0.0643,0.0574,1,10
68,1,CA1-RSC,10,572749,3,30,0.0832,0.0621,0.0526,1,10
68,1,CA1-RSC,10,572749,4,40,0.1025,0.0628,0.0512,1,10
68,1,CA1-RSC,10,572749,5,50,0.1144,0.0635,0.0505,1,10
68,1,CA1-RSC,10,572749,6,60,0.1233,0.0634,0.0495,1,10
68,1,CA1-RSC,10,572749,7,70,0.1223,0.0616,0.0482,1,10
68,1,CA1-RSC,10,572749,8,80,0.1052,0.0596,0.0483,1,10
68,1,CA1-RSC,10,572749,9,90,0.0917,0.0582,0.0484,1,10
68,1,CA1-RSC,10,572749,10,100,0.0858,0.0572,0.0482,1,10
68,1,CA1-RSC,10,572749,11,110,0.0782,0.0559,0.0478,1,10
68,1,CA1-RSC,10,572749,12,120,0.0704,0.0548,0.0476,1,10
68,1,CA1-RSC,10,572749,13,130,0.0619,0.0537,0.0474,1,10
68,1,CA1-RSC,10,572749,14,140,0.0585,0.0529,0.047,1,10
68,1,CA1-RSC,10,572749,15,150,0.0556,0.0522,0.0467,1,10
68,1,CA1-RSC,10,572749,16,160,0.0558,0.0518,0.0463,1,10
68,1,CA1-RSC,10,572749,17,170,0.0526,0.0513,0.0462,1,10
68,1,CA1-RSC,10,572749,18,180,0.0494,0.0508,0.046,1,10
68,1,CA1-RSC,10,572749,19,190,0.0472,0.0504,0.0459,1,10
68,1,CA1-RSC,10,572749,20,200,0.0435,0.05,0.0458,1,10
68,1,CA1-RSC,10,572749,21,210,0.0425,0.0496,0.0455,1,10
68,1,CA1-RSC,10,572749,22,220,0.0417,0.0491,0.0452,1,10
68,1,CA1-RSC,10,572749,23,230,0.04,0.0487,0.045,1,10
68,1,CA1-RSC,10,572749,24,240,0.039,0.0483,0.0447,1,10
68,1,CA1-RSC,10,572749,25,250,0.0366,0.0478,0.0445,1,10
68,1,CA1-CA3,10,572749,1,10,-0.0661,0.2306,0.2632,0,0
68,1,CA1-CA3,10,572749,2,20,-0.0267,0.2354,0.2484,0,0
68,1,CA1-CA3,10,572749,3,30,-0.0106,0.2388,0.2439,0,0
68,1,CA1-CA3,10,572749,4,40,-0.0125,0.2388,0.2449,0,0
68,1,CA1-CA3,10,572749,5,50,-0.0267,0.2334,0.2462,0,0
68,1,CA1-CA3,10,572749,6,60,-0.0434,0.2243,0.2447,0,0
68,1,CA1-CA3,10,572749,7,70,-0.0446,0.2194,0.2399,0,0
68,1,CA1-CA3,10,572749,8,80,-0.034,0.2185,0.2339,0,0
68,1,CA1-CA3,10,572749,9,90,-0.0269,0.2191,0.2312,0,0
68,1,CA1-CA3,10,572749,10,100,-0.0271,0.2187,0.2308,0,0
68,1,CA1-CA3,10,572749,11,110,-0.0314,0.2168,0.2309,0,0
68,1,CA1-CA3,10,572749,12,120,-0.0369,0.2143,0.2307,0,0
68,1,CA1-CA3,10,572749,13,130,-0.0401,0.2122,0.2299,0,0
68,1,CA1-CA3,10,572749,14,140,-0.0435,0.2098,0.2289,0,0
68,1,CA1-CA3,10,572749,15,150,-0.0464,0.2074,0.2276,0,0
68,1,CA1-CA3,10,572749,16,160,-0.0447,0.2061,0.2254,0,0
68,1,CA1-CA3,10,572749,17,170,-0.042,0.2054,0.2234,0,0
68,1,CA1-CA3,10,572749,18,180,-0.0407,0.2046,0.2219,0,0
68,1,CA1-CA3,10,572749,19,190,-0.0428,0.2028,0.2209,0,0
68,1,CA1-CA3,10,572749,20,200,-0.0467,0.1999,0.2195,0,0
68,1,CA1-CA3,10,572749,21,210,-0.0486,0.1972,0.2174,0,0
68,1,CA1-CA3,10,572749,22,220,-0.0471,0.1954,0.2147,0,0
68,1,CA1-CA3,10,572749,23,230,-0.0445,0.1942,0.2123,0,0
68,1,CA1-CA3,10,572749,24,240,-0.0436,0.193,0.2105,0,0
68,1,CA1-CA3,10,572749,25,250,-0.0444,0.1914,0.2092,0,0
68,1,CA1-DG,10,572749,1,10,0.0043,0.1727,0.1713,0,0
68,1,CA1-DG,10,572749,2,20,-0.077,0.1694,0.1977,0,0
68,1,CA1-DG,10,572749,3,30,-0.0994,0.1673,0.2043,0,0
68,1,CA1-DG,10,572749,4,40,-0.0983,0.1636,0.1993,0,0
68,1,CA1-DG,10,572749,5,50,-0.0839,0.1629,0.1927,0,0
68,1,CA1-DG,10,572749,6,60,-0.071,0.1635,0.1885,0,0
68,1,CA1-DG,10,572749,7,70,-0.0692,0.1633,0.1876,0,0
68,1,CA1-DG,10,572749,8,80,-0.073,0.1617,0.1872,0,0
68,1,CA1-DG,10,572749,9,90,-0.0747,0.1597,0.1856,0,0
68,1,CA1-DG,10,572749,10,100,-0.0722,0.1581,0.1828,0,0
68,1,CA1-DG,10,572749,11,110,-0.0656,0.1576,0.1797,0,0
68,1,CA1-DG,10,572749,12,120,-0.0597,0.1571,0.1771,0,0
68,1,CA1-DG,10,572749,13,130,-0.0551,0.1565,0.1747,0,0
68,1,CA1-DG,10,572749,14,140,-0.052,0.156,0.1731,0,0
68,1,CA1-DG,10,572749,15,150,-0.0501,0.1553,0.1717,0,0
68,1,CA1-DG,10,572749,16,160,-0.0519,0.154,0.1709,0,0
68,1,CA1-DG,10,572749,17,170,-0.0555,0.1524,0.1703,0,0
68,1,CA1-DG,10,572749,18,180,-0.0571,0.1506,0.1688,0,0
68,1,CA1-DG,10,572749,19,190,-0.056,0.1491,0.1668,0,0
68,1,CA1-DG,10,572749,20,200,-0.0537,0.1478,0.1646,0,0
68,1,CA1-DG,10,572749,21,210,-0.0525,0.1467,0.1629,0,0
68,1,CA1-DG,10,572749,22,220,-0.0536,0.1452,0.1617,0,0
68,1,CA1-DG,10,572749,23,230,-0.0554,0.1436,0.1605,0,0
68,1,CA1-DG,10,572749,24,240,-0.0558,0.1421,0.1589,0,0
68,1,CA1-DG,10,572749,25,250,-0.0553,0.1408,0.1573,0,0
68,1,CA3-DG,10,572749,1,10,-0.0199,0.1942,0.2021,0,0
68,1,CA3-DG,10,572749,2,20,0.0206,0.1906,0.183,0,0
68,1,CA3-DG,10,572749,3,30,0.0367,0.1772,0.1646,0,0
68,1,CA3-DG,10,572749,4,40,0.0244,0.164,0.1562,0,0
68,1,CA3-DG,10,572749,5,50,0.0137,0.1599,0.1556,0,0
68,1,CA3-DG,10,572749,6,60,0.0078,0.1605,0.158,0,0
68,1,CA3-DG,10,572749,7,70,0.0069,0.1624,0.1602,0,0
68,1,CA3-DG,10,572749,8,80,0.012,0.1628,0.159,0,0
68,1,CA3-DG,10,572749,9,90,0.0207,0.1614,0.1549,0,0
68,1,CA3-DG,10,572749,10,100,0.0258,0.1576,0.1496,0,0
68,1,CA3-DG,10,572749,11,110,0.0217,0.153,0.1465,0,0
68,1,CA3-DG,10,572749,12,120,0.0197,0.1512,0.1453,0,0
68,1,CA3-DG,10,572749,13,130,0.0184,0.1508,0.1454,0,0
68,1,CA3-DG,10,572749,14,140,0.0173,0.1509,0.1457,0,0
68,1,CA3-DG,10,572749,15,150,0.0168,0.1504,0.1455,0,0
68,1,CA3-DG,10,572749,16,160,0.0181,0.1489,0.1436,0,0
68,1,CA3-DG,10,572749,17,170,0.0202,0.1463,0.1405,0,0
68,1,CA3-DG,10,572749,18,180,0.0172,0.1429,0.138,0,0
68,1,CA3-DG,10,572749,19,190,0.0131,0.1406,0.137,0,0
68,1,CA3-DG,10,572749,20,200,0.0092,0.1394,0.1368,0,0
68,1,CA3-DG,10,572749,21,210,0.0067,0.1387,0.1368,0,0
68,1,CA3-DG,10,572749,22,220,0.0064,0.138,0.1362,0,0
68,1,CA3-DG,10,572749,23,230,0.0085,0.137,0.1347,0,0
68,1,CA3-DG,10,572749,24,240,0.0107,0.1354,0.1325,0,0
68,1,CA3-DG,10,572749,25,250,0.0112,0.1333,0.1304,0,0
70,0,CA1-RSC,10,171447,1,10,0.1681,0.0595,0.0424,0,0
70,0,CA1-RSC,10,171447,2,20,0.1848,0.0632,0.0435,0,0
70,0,CA1-RSC,10,171447,3,30,0.1708,0.0635,0.045,0,0
70,0,CA1-RSC,10,171447,4,40,0.156,0.0631,0.0461,0,0
70,0,CA1-RSC,10,171447,5,50,0.1417,0.0631,0.0474,0,0
70,0,CA1-RSC,10,171447,6,60,0.1364,0.063,0.0478,0,0
70,0,CA1-RSC,10,171447,7,70,0.128,0.0629,0.0486,0,0
70,0,CA1-RSC,10,171447,8,80,0.1239,0.0626,0.0488,0,0
70,0,CA1-RSC,10,171447,9,90,0.1169,0.0618,0.0488,0,0
70,0,CA1-RSC,10,171447,10,100,0.1008,0.0612,0.05,0,0
70,0,CA1-RSC,10,171447,11,110,0.0877,0.0603,0.0506,0,0
70,0,CA1-RSC,10,171447,12,120,0.0706,0.0592,0.0514,0,0
70,0,CA1-RSC,10,171447,13,130,0.0595,0.0581,0.0515,0,0
70,0,CA1-RSC,10,171447,14,140,0.0518,0.0575,0.0518,0,0
70,0,CA1-RSC,10,171447,15,150,0.0458,0.0568,0.0518,0,0
70,0,CA1-RSC,10,171447,16,160,0.0492,0.0567,0.0513,0,0
70,0,CA1-RSC,10,171447,17,170,0.0512,0.0566,0.0511,0,0
70,0,CA1-RSC,10,171447,18,180,0.0501,0.0563,0.0509,0,0
70,0,CA1-RSC,10,171447,19,190,0.0537,0.0561,0.0504,0,0
70,0,CA1-RSC,10,171447,20,200,0.0529,0.0558,0.0502,0,0
70,0,CA1-RSC,10,171447,21,210,0.051,0.0555,0.0501,0,0
70,0,CA1-RSC,10,171447,22,220,0.0529,0.0554,0.0498,0,0
70,0,CA1-RSC,10,171447,23,230,0.0524,0.0551,0.0496,0,0
70,0,CA1-RSC,10,171447,24,240,0.0462,0.0546,0.0498,0,0
70,0,CA1-RSC,10,171447,25,250,0.046,0.0544,0.0497,0,0
70,0,CA1-DG,10,171447,1,10,0.0031,0.167,0.1659,0,0
70,0,CA1-DG,10,171447,2,20,-0.0482,0.1396,0.1537,0,0
70,0,CA1-DG,10,171447,3,30,-0.0783,0.1257,0.147,0,0
70,0,CA1-DG,10,171447,4,40,-0.1088,0.1132,0.1408,0,0
70,0,CA1-DG,10,171447,5,50,-0.0903,0.1106,0.1325,0,0
70,0,CA1-DG,10,171447,6,60,-0.0771,0.1104,0.1289,0,0
70,0,CA1-DG,10,171447,7,70,-0.0822,0.1099,0.1296,0,0
70,0,CA1-DG,10,171447,8,80,-0.0942,0.1085,0.1311,0,0
70,0,CA1-DG,10,171447,9,90,-0.1054,0.1056,0.1305,0,0
70,0,CA1-DG,10,171447,10,100,-0.104,0.1036,0.1277,0,0
70,0,CA1-DG,10,171447,11,110,-0.0891,0.1024,0.1225,0,0
70,0,CA1-DG,10,171447,12,120,-0.0827,0.1009,0.1191,0,0
70,0,CA1-DG,10,171447,13,130,-0.0861,0.0992,0.1178,0,0
70,0,CA1-DG,10,171447,14,140,-0.0894,0.0982,0.1174,0,0
70,0,CA1-DG,10,171447,15,150,-0.0925,0.0971,0.1169,0,0
70,0,CA1-DG,10,171447,16,160,-0.0952,0.0958,0.116,0,0
70,0,CA1-DG,10,171447,17,170,-0.0994,0.094,0.1148,0,0
70,0,CA1-DG,10,171447,18,180,-0.1014,0.0922,0.113,0,0
70,0,CA1-DG,10,171447,19,190,-0.0992,0.0906,0.1106,0,0
70,0,CA1-DG,10,171447,20,200,-0.0936,0.0899,0.1085,0,0
70,0,CA1-DG,10,171447,21,210,-0.0906,0.0893,0.1071,0,0
70,0,CA1-DG,10,171447,22,220,-0.0935,0.0882,0.1064,0,0
70,0,CA1-DG,10,171447,23,230,-0.0979,0.0867,0.1055,0,0
70,0,CA1-DG,10,171447,24,240,-0.101,0.0853,0.1044,0,0
70,0,CA1-DG,10,171447,25,250,-0.0988,0.0841,0.1025,0,0
70,0,CA1-V1,10,171447,1,10,-0.0293,0.1559,0.1653,0,0
70,0,CA1-V1,10,171447,2,20,-0.0257,0.1568,0.165,0,0
70,0,CA1-V1,10,171447,3,30,-0.0176,0.1546,0.1601,0,0
70,0,CA1-V1,10,171447,4,40,-0.0128,0.1546,0.1586,0,0
70,0,CA1-V1,10,171447,5,50,-0.0101,0.1543,0.1575,0,0
70,0,CA1-V1,10,171447,6,60,-0.0069,0.1538,0.156,0,0
70,0,CA1-V1,10,171447,7,70,-0.0048,0.1537,0.1551,0,0
70,0,CA1-V1,10,171447,8,80,-0.0043,0.153,0.1543,0,0
70,0,CA1-V1,10,171447,9,90,-0.0049,0.1527,0.1542,0,0
70,0,CA1-V1,10,171447,10,100,-0.0042,0.1525,0.1538,0,0
70,0,CA1-V1,10,171447,11,110,-0.0023,0.1528,0.1535,0,0
70,0,CA1-V1,10,171447,12,120,-0.0003,0.153,0.1531,0,0
70,0,CA1-V1,10,171447,13,130,0.0016,0.1533,0.1528,0,0
70,0,CA1-V1,10,171447,14,140,0.0021,0.1532,0.1525,0,0
70,0,CA1-V1,10,171447,15,150,0.0034,0.1534,0.1523,0,0
70,0,CA1-V1,10,171447,16,160,0.0053,0.1534,0.1517,0,0
70,0,CA1-V1,10,171447,17,170,0.0069,0.1535,0.1514,0,0
70,0,CA1-V1,10,171447,18,180,0.0077,0.1534,0.1511,0,0
70,0,CA1-V1,10,171447,19,190,0.0092,0.1534,0.1506,0,0
70,0,CA1-V1,10,171447,20,200,0.01,0.1532,0.1502,0,0
70,0,CA1-V1,10,171447,21,210,0.0106,0.1532,0.15,0,0
70,0,CA1-V1,10,171447,22,220,0.0115,0.1532,0.1497,0,0
70,0,CA1-V1,10,171447,23,230,0.0125,0.1531,0.1493,0,0
70,0,CA1-V1,10,171447,24,240,0.014,0.1532,0.149,0,0
70,0,CA1-V1,10,171447,25,250,0.0148,0.1532,0.1488,0,0
70,0,CA1-SUB,10,171447,1,10,-0.0957,0.085,0.103,0,0
70,0,CA1-SUB,10,171447,2,20,-0.1185,0.0765,0.0971,0,0
70,0,CA1-SUB,10,171447,3,30,-0.1151,0.0738,0.093,0,0
70,0,CA1-SUB,10,171447,4,40,-0.1047,0.0707,0.0873,0,0
70,0,CA1-SUB,10,171447,5,50,-0.0777,0.0719,0.0841,0,0
70,0,CA1-SUB,10,171447,6,60,-0.0606,0.0743,0.0839,0,0
70,0,CA1-SUB,10,171447,7,70,-0.0416,0.0766,0.0833,0,0
70,0,CA1-SUB,10,171447,8,80,-0.029,0.0775,0.0822,0,0
70,0,CA1-SUB,10,171447,9,90,-0.0175,0.0775,0.0802,0,0
70,0,CA1-SUB,10,171447,10,100,-0.0052,0.0765,0.0773,0,0
70,0,CA1-SUB,10,171447,11,110,0.0089,0.0759,0.0746,0,0
70,0,CA1-SUB,10,171447,12,120,0.0178,0.0752,0.0726,0,0
70,0,CA1-SUB,10,171447,13,130,0.0326,0.0751,0.0703,0,0
70,0,CA1-SUB,10,171447,14,140,0.0338,0.0745,0.0697,0,0
70,0,CA1-SUB,10,171447,15,150,0.0362,0.0743,0.0691,0,0
70,0,CA1-SUB,10,171447,16,160,0.0234,0.0727,0.0694,0,0
70,0,CA1-SUB,10,171447,17,170,0.014,0.0707,0.0687,0,0
70,0,CA1-SUB,10,171447,18,180,0.0055,0.0691,0.0683,0,0
70,0,CA1-SUB,10,171447,19,190,-0.0003,0.0681,0.0682,0,0
70,0,CA1-SUB,10,171447,20,200,-0.0014,0.0677,0.0679,0,0
70,0,CA1-SUB,10,171447,21,210,-0.0129,0.0655,0.0673,0,0
70,0,CA1-SUB,10,171447,22,220,-0.0085,0.0657,0.0668,0,0
70,0,CA1-SUB,10,171447,23,230,-0.0092,0.0653,0.0665,0,0
70,0,CA1-SUB,10,171447,24,240,-0.0124,0.0642,0.0658,0,0
70,0,CA1-SUB,10,171447,25,250,-0.0036,0.0638,0.0643,0,0
70,0,RSC-SUB,10,171447,1,10,-0.0029,0.1298,0.1306,0,0
70,0,RSC-SUB,10,171447,2,20,-0.0042,0.1236,0.1246,0,0
70,0,RSC-SUB,10,171447,3,30,0.0086,0.1222,0.1201,0,0
70,0,RSC-SUB,10,171447,4,40,0.0132,0.1212,0.1181,0,0
70,0,RSC-SUB,10,171447,5,50,0.0228,0.1182,0.1129,0,0
70,0,RSC-SUB,10,171447,6,60,0.0223,0.1159,0.1109,0,0
70,0,RSC-SUB,10,171447,7,70,0.0248,0.1146,0.109,0,0
70,0,RSC-SUB,10,171447,8,80,0.0287,0.1137,0.1074,0,0
70,0,RSC-SUB,10,171447,9,90,-0.005,0.1041,0.1052,0,0
70,0,RSC-SUB,10,171447,10,100,-0.0021,0.1036,0.1041,0,0
70,0,RSC-SUB,10,171447,11,110,0.0029,0.1029,0.1023,0,0
70,0,RSC-SUB,10,171447,12,120,0.0053,0.1017,0.1006,0,0
70,0,RSC-SUB,10,171447,13,130,0.0059,0.1006,0.0994,0,0
70,0,RSC-SUB,10,171447,14,140,0.0125,0.1004,0.0979,0,0
70,0,RSC-SUB,10,171447,15,150,0.0145,0.0991,0.0963,0,0
70,0,RSC-SUB,10,171447,16,160,0.018,0.0983,0.0948,0,0
70,0,RSC-SUB,10,171447,17,170,0.0189,0.097,0.0934,0,0
70,0,RSC-SUB,10,171447,18,180,0.0195,0.0958,0.0922,0,0
70,0,RSC-SUB,10,171447,19,190,0.0202,0.0947,0.091,0,0
70,0,RSC-SUB,10,171447,20,200,0.0216,0.0936,0.0897,0,0
70,0,RSC-SUB,10,171447,21,210,0.0225,0.0923,0.0882,0,0
70,0,RSC-SUB,10,171447,22,220,0.0236,0.0912,0.087,0,0
70,0,RSC-SUB,10,171447,23,230,0.0255,0.0902,0.0857,0,0
70,0,RSC-SUB,10,171447,24,240,0.0273,0.0893,0.0846,0,0
70,0,RSC-SUB,10,171447,25,250,0.0278,0.0883,0.0835,0,0
70,0,V1-RSC,10,171447,1,10,0.0561,0.2187,0.1954,0,0
70,0,V1-RSC,10,171447,2,20,0.0504,0.216,0.1953,0,0
70,0,V1-RSC,10,171447,3,30,0.0408,0.2104,0.1939,0,0
70,0,V1-RSC,10,171447,4,40,0.0346,0.2054,0.1916,0,0
70,0,V1-RSC,10,171447,5,50,0.0256,0.2005,0.1905,0,0
70,0,V1-RSC,10,171447,6,60,0.0195,0.197,0.1895,0,0
70,0,V1-RSC,10,171447,7,70,0.0168,0.1949,0.1885,0,0
70,0,V1-RSC,10,171447,8,80,0.0134,0.1927,0.1876,0,0
70,0,V1-RSC,10,171447,9,90,0.0121,0.191,0.1865,0,0
70,0,V1-RSC,10,171447,10,100,0.0117,0.1901,0.1857,0,0
70,0,V1-RSC,10,171447,11,110,0.0118,0.1895,0.1851,0,0
70,0,V1-RSC,10,171447,12,120,0.0118,0.189,0.1846,0,0
70,0,V1-RSC,10,171447,13,130,0.011,0.1883,0.1842,0,0
70,0,V1-RSC,10,171447,14,140,0.0118,0.188,0.1836,0,0
70,0,V1-RSC,10,171447,15,150,0.0127,0.1875,0.1828,0,0
70,0,V1-RSC,10,171447,16,160,0.0142,0.1872,0.182,0,0
70,0,V1-RSC,10,171447,17,170,0.0148,0.1867,0.1813,0,0
70,0,V1-RSC,10,171447,18,180,0.0162,0.1864,0.1805,0,0
70,0,V1-RSC,10,171447,19,190,0.0168,0.1859,0.1797,0,0
70,0,V1-RSC,10,171447,20,200,0.0181,0.1854,0.1788,0,0
70,0,V1-RSC,10,171447,21,210,0.0196,0.1851,0.178,0,0
70,0,V1-RSC,10,171447,22,220,0.0219,0.185,0.1771,0,0
70,0,V1-RSC,10,171447,23,230,0.0233,0.1847,0.1763,0,0
70,0,V1-RSC,10,171447,24,240,0.0254,0.1847,0.1755,0,0
70,0,V1-RSC,10,171447,25,250,0.0273,0.1846,0.1748,0,0
71,0,CA1-RSC,10,462334,1,10,0.1162,0.0496,0.0393,0,0
71,0,CA1-RSC,10,462334,2,20,0.0953,0.0522,0.0431,0,0
71,0,CA1-RSC,10,462334,3,30,0.1026,0.0533,0.0434,0,0
71,0,CA1-RSC,10,462334,4,40,0.1067,0.0538,0.0435,0,0
71,0,CA1-RSC,10,462334,5,50,0.1092,0.0548,0.044,0,0
71,0,CA1-RSC,10,462334,6,60,0.1119,0.0552,0.0441,0,0
71,0,CA1-RSC,10,462334,7,70,0.1007,0.0542,0.0443,0,0
71,0,CA1-RSC,10,462334,8,80,0.0897,0.0528,0.0441,0,0
71,0,CA1-RSC,10,462334,9,90,0.084,0.0519,0.0439,0,0
