animal,learner,pair,block,n_trials,n_bins,cc1,n_sig,mi_sig,ifi,optimal_lag,gini_x,gini_y,sh_x,sh_y,angle_x,angle_y,cc_kcca,gini_kcca_x,gini_kcca_y
71,0,CA1-V1,t1-5,5,2852,-0.0875,10,1.0449,0.0017,0,0.3078,0.2602,73.61,89.46,86.06,85.69,0.0735,0.3729,0.3189
71,0,CA1-V1,t1-7,7,3882,-0.0105,3,0.1671,-0.0051,0,0.2837,0.2578,86.12,88.08,80.08,84.56,0.0033,0.3569,0.2735
71,0,CA1-V1,t1-10,10,5459,-0.2407,5,0.2948,-0.0141,0,0.2916,0.2443,73.16,85.18,76.14,88.38,0.0672,0.3016,0.3021
71,0,CA1-V1,late,10,5443,-0.2317,7,0.5228,0.0114,0,0.1628,0.2249,85.83,86.72,,,-0.0234,0.2779,0.2957
71,0,CA3-DG,t1-5,5,2852,0.6467,4,0.447,0.0014,0,0.3221,0.4474,78.12,82.75,83.85,86.56,0.4663,0.3454,0.4233
71,0,CA3-DG,t1-7,7,3882,0.6307,3,0.3327,-0.0023,0,0.315,0.4768,65.74,74.88,88.34,87.24,0.5132,0.3564,0.4162
71,0,CA3-DG,t1-10,10,5459,0.6502,11,0.7165,0.0002,0,0.3335,0.4717,80.66,75.44,73.36,80.28,0.4384,0.3605,0.449
71,0,CA3-DG,late,10,5443,0.6012,7,0.625,-0.025,0,0.3292,0.3904,71.09,75.92,,,0.4414,0.4375,0.3802
71,0,CA1-SUB,t1-5,5,2852,-0.3824,6,0.8344,-0.0062,0,0.3098,0.1546,87.44,85.75,85.29,88.59,0.0352,0.3959,0.2616
71,0,CA1-SUB,t1-7,7,3882,0.2297,9,0.4187,0.0033,0,0.2853,0.161,69.29,72.26,87.24,87.56,0.0523,0.3104,0.252
71,0,CA1-SUB,t1-10,10,5459,0.4865,9,0.5539,0.011,0,0.2926,0.1648,80.55,77.2,86.88,86.98,0.0572,0.3207,0.307
71,0,CA1-SUB,late,10,5443,0.3804,4,0.3318,0.0294,0,0.1621,0.1696,85.0,74.86,,,0.0238,0.2747,0.2231
71,0,RSC-SUB,t1-5,5,2852,0.8458,4,0.8081,0.009,0,0.406,0.1408,82.2,87.54,89.05,89.86,0.2324,0.3284,0.2639
71,0,RSC-SUB,t1-7,7,3882,0.4451,10,0.3577,-0.0011,0,0.4073,0.1536,86.69,72.63,85.23,86.4,0.2625,0.3395,0.2855
71,0,RSC-SUB,t1-10,10,5459,0.4898,13,0.448,-0.0102,0,0.4235,0.1569,52.25,45.01,83.04,87.7,0.1818,0.3288,0.2575
71,0,RSC-SUB,late,10,5443,0.5017,12,1.0701,-0.035,0,0.3505,0.1606,82.84,88.16,,,0.0716,0.2906,0.2414
71,0,V1-RSC,t1-5,5,2852,0.2142,2,0.5449,0.0331,0,0.2325,0.4011,87.65,78.64,88.81,89.61,0.3089,0.2597,0.3425
71,0,V1-RSC,t1-7,7,3882,0.4046,4,0.2175,-0.0299,0,0.2364,0.3983,57.65,60.47,81.28,79.12,0.2986,0.2307,0.3256
71,0,V1-RSC,t1-10,10,5459,0.1762,7,0.3524,-0.0447,0,0.2258,0.4106,64.78,68.0,76.15,76.67,0.2555,0.2567,0.3352
71,0,V1-RSC,late,10,5443,0.7052,10,1.2198,-0.0139,0,0.2154,0.3415,44.99,56.35,,,0.447,0.3142,0.349
73,1,CA1-RSC,t1-5,5,4698,0.2476,1,0.0316,0.0253,0,0.5236,0.382,82.89,80.76,84.21,89.69,0.2269,0.415,0.3516
73,1,CA1-RSC,t1-7,7,6359,0.2456,1,0.0311,0.0094,0,0.3837,0.3759,64.21,88.69,82.82,85.02,0.1926,0.5001,0.3854
73,1,CA1-RSC,t1-10,10,8762,0.2335,1,0.028,0.0431,0,0.3228,0.3909,81.37,88.09,80.72,88.22,0.1413,0.4045,0.3733
73,1,CA1-RSC,late,10,4561,0.117,0,0.0,-0.0275,-1,0.1841,0.3759,82.13,80.73,,,-0.0224,0.3518,0.367
73,1,CA1-DG,t1-5,5,4698,0.1227,1,0.0332,0.0441,0,0.5112,0.3702,65.43,87.56,87.49,89.73,0.1464,0.4973,0.4555
73,1,CA1-DG,t1-7,7,6359,-0.0236,7,0.2065,0.0485,0,0.3815,0.3575,61.92,88.25,87.25,89.41,0.1381,0.4665,0.3471
73,1,CA1-DG,t1-10,10,8762,0.2783,2,0.0698,0.0075,0,0.3225,0.3638,86.46,54.01,85.95,87.49,0.2931,0.5045,0.4521
73,1,CA1-DG,late,10,4561,0.3048,2,0.0889,0.1598,8,0.1846,0.1315,80.49,75.52,,,0.1672,0.3322,0.2925
73,1,CA1-V1,t1-5,5,4698,0.7869,9,0.9151,-0.0316,0,0.5257,0.427,88.84,85.7,84.94,75.39,-0.0627,0.4605,0.3256
73,1,CA1-V1,t1-7,7,6359,0.7725,10,0.6614,-0.0498,0,0.3983,0.4362,82.01,77.57,87.73,75.08,0.0128,0.4319,0.378
73,1,CA1-V1,t1-10,10,8762,0.4045,1,0.0894,-0.0296,0,0.3146,0.3997,65.04,72.89,82.53,79.18,0.0261,0.4727,0.412
73,1,CA1-V1,late,10,4561,-0.1236,8,0.1594,0.0196,2,0.2002,0.1487,83.82,86.22,,,-0.0272,0.3569,0.3409
73,1,CA1-SUB,t1-5,5,4698,0.0264,5,0.2713,0.013,0,0.5288,0.1441,83.22,74.05,81.79,86.01,0.158,0.4963,0.2698
73,1,CA1-SUB,t1-7,7,6359,-0.012,8,0.237,0.0312,0,0.3848,0.1444,75.28,63.34,83.42,87.73,0.1607,0.4678,0.2799
73,1,CA1-SUB,t1-10,10,8762,0.201,2,0.0318,-0.0004,0,0.3236,0.1266,83.23,70.08,88.33,87.93,0.0707,0.4735,0.2535
73,1,CA1-SUB,late,10,4561,-0.0383,9,0.1808,0.0426,0,0.1846,0.0672,77.85,79.36,,,0.08,0.2958,0.2595
73,1,RSC-SUB,t1-5,5,4698,0.2823,1,0.0415,-0.0307,0,0.3791,0.149,65.53,89.79,84.78,81.58,0.2136,0.374,0.2588
73,1,RSC-SUB,t1-7,7,6359,0.3153,2,0.0808,-0.0187,0,0.3692,0.1421,66.22,82.68,84.04,79.43,0.2386,0.3718,0.3001
73,1,RSC-SUB,t1-10,10,8762,0.336,2,0.089,-0.0159,0,0.3808,0.1279,56.85,60.0,79.2,78.12,0.2296,0.3742,0.3552
73,1,RSC-SUB,late,10,4561,0.1464,0,0.0,-0.0709,0,0.378,0.064,82.88,89.2,,,0.0363,0.3877,0.3167
73,1,V1-RSC,t1-5,5,4698,0.2469,2,0.0579,0.0701,1,0.463,0.3761,88.6,68.41,69.44,89.49,0.1425,0.4314,0.3394
73,1,V1-RSC,t1-7,7,6359,0.2608,2,0.0555,0.0707,1,0.4467,0.3585,88.72,57.1,77.17,87.03,0.1725,0.3692,0.3852
73,1,V1-RSC,t1-10,10,8762,0.2757,4,0.1018,0.0631,1,0.4032,0.3634,86.72,84.04,87.74,79.61,0.1839,0.4119,0.3644
73,1,V1-RSC,late,10,4561,0.3442,2,0.1278,0.0667,1,0.1421,0.3739,44.72,52.97,,,0.311,0.2918,0.3279
75,1,CA1-RSC,t1-5,5,2497,-0.2363,7,0.8932,0.0243,0,0.3267,0.4821,89.28,87.54,83.3,87.23,0.1656,0.3717,0.4391
75,1,CA1-RSC,t1-7,7,3424,0.5629,7,0.6934,0.0135,0,0.357,0.4999,86.37,85.91,89.4,86.34,0.1826,0.4091,0.4399
75,1,CA1-RSC,t1-10,10,5124,0.0787,7,1.0053,-0.0206,0,0.2556,0.4908,84.85,89.2,86.12,78.91,0.2222,0.446,0.3938
75,1,CA1-RSC,late,10,5571,0.7737,7,1.6464,0.0003,0,0.1339,0.4258,82.8,81.38,,,0.052,0.3594,0.4062
75,1,CA1-DG,t1-5,5,2497,0.8103,5,0.7367,0.0117,10,0.3298,0.4235,82.36,83.16,89.99,85.07,0.3528,0.4011,0.5364
75,1,CA1-DG,t1-7,7,3424,0.6991,4,0.6038,0.0212,10,0.3588,0.4038,63.64,83.63,86.78,86.83,0.2965,0.4818,0.5345
75,1,CA1-DG,t1-10,10,5124,0.8325,7,1.1687,0.0179,0,0.2539,0.3953,75.98,78.9,83.98,86.42,0.3422,0.4146,0.5392
75,1,CA1-DG,late,10,5571,0.27,9,0.8049,0.012,0,0.1345,0.3647,86.19,84.38,,,0.109,0.2821,0.508
75,1,CA1-V1,t1-5,5,2497,-0.4784,0,0.0,0.0332,9,0.3289,0.217,74.66,81.03,68.08,86.75,0.021,0.3802,0.2391
75,1,CA1-V1,t1-7,7,3424,-0.4801,3,0.2312,0.0376,9,0.3576,0.2377,84.49,77.45,80.21,82.67,0.1658,0.3653,0.2312
75,1,CA1-V1,t1-10,10,5124,-0.0655,13,1.008,0.0276,2,0.2531,0.2301,86.42,83.42,83.8,86.77,0.0088,0.3595,0.2652
75,1,CA1-V1,late,10,5571,0.3752,7,0.488,0.007,0,0.1359,0.248,85.94,85.63,,,0.0254,0.3007,0.2604
75,1,CA1-SUB,t1-5,5,2497,0.3316,6,0.2987,0.0149,0,0.3295,0.1237,83.53,86.58,87.48,89.6,0.0076,0.4214,0.22
75,1,CA1-SUB,t1-7,7,3424,0.3983,7,0.4995,-0.0056,0,0.3582,0.1313,84.99,87.51,89.82,79.87,0.0734,0.4604,0.2806
75,1,CA1-SUB,t1-10,10,5124,0.5269,15,1.8553,0.021,0,0.2536,0.1028,77.29,85.39,83.96,86.03,0.0779,0.3938,0.2252
75,1,CA1-SUB,late,10,5571,-0.4104,7,0.9985,0.0348,0,0.1352,0.114,86.69,89.86,,,0.1309,0.3386,0.2329
75,1,RSC-SUB,t1-5,5,2497,0.2827,8,0.8135,0.0125,0,0.4805,0.1151,69.91,68.14,79.25,84.63,0.2795,0.4233,0.2647
75,1,RSC-SUB,t1-7,7,3424,0.3904,6,0.5332,0.0282,0,0.4983,0.1245,86.81,75.41,81.81,79.32,0.2644,0.403,0.2459
75,1,RSC-SUB,t1-10,10,5124,0.0079,3,0.1628,0.0169,0,0.4871,0.1064,62.83,50.68,76.18,75.9,0.3113,0.3938,0.2292
75,1,RSC-SUB,late,10,5571,0.8376,10,1.672,0.0378,0,0.4204,0.096,89.52,80.34,,,0.156,0.3912,0.2759
75,1,V1-RSC,t1-5,5,2497,0.5061,7,0.7971,0.03,0,0.2171,0.4818,72.07,66.13,59.2,73.5,0.5166,0.2589,0.4551
75,1,V1-RSC,t1-7,7,3424,0.6396,4,0.5525,0.029,0,0.2277,0.4956,41.43,52.28,57.53,73.1,0.519,0.2508,0.4127
75,1,V1-RSC,t1-10,10,5124,0.8036,9,1.487,0.0284,0,0.2291,0.4828,50.67,50.62,61.36,72.43,0.5473,0.2493,0.4291
75,1,V1-RSC,late,10,5571,0.6908,9,1.306,0.0231,0,0.2459,0.4159,78.65,70.85,,,0.4636,0.3012,0.3988
77,1,CA1-RSC,t1-5,5,3313,0.2002,0,0.0,0.0166,0,0.1439,0.3705,78.97,82.32,89.81,87.85,0.0872,0.2766,0.318
77,1,CA1-RSC,t1-7,7,4802,0.1919,1,0.0188,0.0052,0,0.1552,0.3783,55.89,75.16,86.97,86.04,0.1305,0.3192,0.3169
77,1,CA1-RSC,t1-10,10,6927,0.2552,1,0.0337,0.0048,0,0.1698,0.3787,80.87,86.42,86.96,84.9,0.1575,0.2434,0.3218
77,1,CA1-RSC,late,10,5113,0.5076,4,0.3527,-0.0163,0,0.1031,0.3323,68.83,81.25,,,0.3171,0.3699,0.316
77,1,CA1-DG,t1-5,5,3313,-0.0876,2,0.0286,0.0179,-1,0.2216,0.6243,89.95,59.22,87.15,84.58,0.0449,0.2792,0.3886
77,1,CA1-DG,t1-7,7,4802,-0.0619,2,0.0487,-0.0267,0,0.2361,0.6086,89.09,87.78,70.29,82.51,-0.0208,0.2808,0.3706
77,1,CA1-DG,t1-10,10,6927,0.3122,4,0.1155,-0.0468,0,0.2367,0.6498,86.81,65.78,72.22,85.63,-0.0079,0.3891,0.4195
77,1,CA1-DG,late,10,5113,-0.096,0,0.0,0.0336,0,0.137,0.1808,62.49,58.73,,,0.0042,0.2112,0.4143
77,1,CA1-V1,t1-5,5,3313,-0.0697,4,0.0546,-0.0092,0,0.1506,0.1391,85.53,69.53,72.27,79.24,0.0836,0.181,0.2755
77,1,CA1-V1,t1-7,7,4802,-0.128,6,0.1375,0.002,0,0.1558,0.1045,83.37,79.7,58.43,89.5,0.0868,0.2753,0.3289
77,1,CA1-V1,t1-10,10,6927,-0.1439,4,0.0843,-0.0032,0,0.1706,0.1066,73.9,73.45,58.86,84.05,0.0249,0.3009,0.2316
77,1,CA1-V1,late,10,5113,0.295,5,0.1193,0.0083,0,0.1055,0.1083,50.08,69.35,,,0.0716,0.1912,0.1596
77,1,CA1-SUB,t1-5,5,3313,-0.1128,0,0.0,-0.0043,0,0.2465,0.3256,67.6,84.76,85.51,82.24,0.0423,0.215,0.4208
77,1,CA1-SUB,t1-7,7,4802,-0.1425,2,0.0378,-0.0046,0,0.2446,0.2379,84.19,47.58,86.8,84.48,-0.0279,0.2279,0.4857
77,1,CA1-SUB,t1-10,10,6927,0.1988,1,0.0202,-0.0013,-4,0.2338,0.2513,77.65,85.28,69.73,77.14,0.034,0.4154,0.2617
77,1,CA1-SUB,late,10,5113,-0.0248,0,0.0,-0.0073,6,0.1282,0.2269,88.45,86.51,,,-0.0039,0.206,0.5094
77,1,RSC-SUB,t1-5,5,3313,0.1572,0,0.0,-0.025,0,0.391,0.3189,74.44,32.27,78.88,47.34,0.0706,0.309,0.4084
77,1,RSC-SUB,t1-7,7,4802,0.151,1,0.0274,0.0143,0,0.391,0.2322,67.35,15.79,80.88,39.04,0.0369,0.3199,0.412
77,1,RSC-SUB,t1-10,10,6927,0.1582,3,0.0514,0.0396,0,0.3897,0.2481,60.18,44.96,81.15,35.11,0.1966,0.3211,0.4537
77,1,RSC-SUB,late,10,5113,0.1326,0,0.0,0.0083,0,0.3488,0.233,86.76,78.14,,,0.0336,0.2967,0.4806
77,1,V1-RSC,t1-5,5,3313,0.4711,1,0.1255,0.0423,0,0.1333,0.3847,45.51,61.92,68.66,87.88,0.4383,0.2706,0.3443
77,1,V1-RSC,t1-7,7,4802,0.4743,2,0.1987,0.0367,0,0.122,0.3906,40.26,60.44,59.26,84.99,0.4659,0.3715,0.3464
77,1,V1-RSC,t1-10,10,6927,0.5213,2,0.2439,0.0386,0,0.1277,0.3914,63.49,68.3,61.66,85.96,0.4803,0.2978,0.3577
77,1,V1-RSC,late,10,5113,0.3751,3,0.2634,0.0256,10,0.0887,0.328,25.93,52.7,,,0.3114,0.2622,0.3413
98,0,CA1-RSC,t1-5,5,4682,0.248,1,0.0317,0.0636,1,0.3419,0.214,81.48,76.07,73.02,89.36,0.1425,0.4299,0.2929
98,0,CA1-RSC,t1-7,7,6511,0.411,10,0.3502,0.0585,1,0.348,0.1954,76.66,65.49,72.92,87.16,0.2017,0.3756,0.3103
98,0,CA1-RSC,t1-10,10,8928,0.2837,2,0.0568,0.0468,1,0.3158,0.1703,68.1,47.61,71.56,85.36,0.2522,0.4475,0.2728
98,0,CA1-RSC,late,10,6276,0.2334,1,0.028,0.0009,1,0.1405,0.1801,80.0,85.9,,,0.129,0.3001,0.2672
98,0,CA1-CA3,t1-5,5,4682,0.5445,4,0.4056,-0.0232,0,0.4727,0.9469,75.3,6.99,86.49,89.0,0.6513,0.4652,0.3657
98,0,CA1-CA3,t1-7,7,6511,0.5191,3,0.2396,-0.0137,0,0.2979,0.1348,77.19,36.75,35.07,9.71,0.6474,0.4326,0.3731
98,0,CA1-CA3,t1-10,10,8928,0.6421,3,0.3991,-0.0031,0,0.318,0.1472,45.91,13.43,27.71,9.85,0.6103,0.4697,0.3783
98,0,CA1-CA3,late,10,6276,0.6502,3,0.3773,0.0068,0,0.3225,0.1553,36.78,13.57,,,0.6335,0.3964,0.3607
100,0,CA1-RSC,t1-5,5,2992,0.5018,9,0.7894,0.0025,0,0.2827,0.3334,88.24,88.37,86.65,89.65,0.1378,0.3783,0.3619
100,0,CA1-RSC,t1-7,7,3958,0.5023,10,0.5802,0.0119,0,0.2767,0.3359,79.73,87.12,85.54,89.1,0.0461,0.3565,0.3608
100,0,CA1-RSC,t1-10,10,5612,0.1857,1,0.0176,0.0127,0,0.2922,0.3372,85.22,86.39,89.17,85.13,-0.0681,0.3199,0.3169
100,0,CA1-RSC,late,10,4819,0.2724,8,0.1678,0.0195,0,0.2944,0.2762,88.76,89.15,,,0.0829,0.3252,0.2748
100,0,CA1-DG,t1-5,5,2992,0.5878,2,0.2843,-0.039,0,0.2802,0.3849,77.87,63.92,78.04,73.83,0.484,0.3208,0.3985
100,0,CA1-DG,t1-7,7,3958,0.5902,2,0.2784,-0.0296,0,0.2691,0.3949,78.09,69.9,72.64,71.63,0.467,0.2916,0.4099
100,0,CA1-DG,t1-10,10,5612,0.5975,2,0.2867,-0.0376,0,0.2977,0.4006,73.68,69.71,74.79,70.61,0.4091,0.2883,0.4395
100,0,CA1-DG,late,10,4819,0.4953,3,0.2028,-0.0324,0,0.2925,0.3769,53.98,55.86,,,0.4125,0.3022,0.4479
100,0,CA1-V1,t1-5,5,2992,-0.4253,8,0.4754,-0.0038,0,0.2869,0.2915,73.89,69.09,80.53,81.39,0.1567,0.3639,0.291
100,0,CA1-V1,t1-7,7,3958,-0.2183,10,0.6007,-0.0134,0,0.2733,0.2931,73.08,80.04,80.21,77.84,0.1848,0.3539,0.307
100,0,CA1-V1,t1-10,10,5612,0.2943,2,0.0722,-0.0422,0,0.2947,0.2873,79.48,67.54,84.28,76.59,0.1773,0.3319,0.3454
100,0,CA1-V1,late,10,4819,0.3327,7,0.1862,-0.0637,0,0.2934,0.2582,78.97,85.37,,,0.1449,0.352,0.3264
100,0,CA1-SUB,t1-5,5,2992,0.2248,9,0.6687,0.003,0,0.2844,0.3191,81.57,87.85,83.36,78.98,0.1105,0.3399,0.3882
100,0,CA1-SUB,t1-7,7,3958,0.4518,8,0.4072,0.0175,0,0.2766,0.3278,85.55,85.08,80.2,86.61,0.1136,0.3104,0.3728
100,0,CA1-SUB,t1-10,10,5612,0.1245,0,0.0,0.0136,0,0.2928,0.3188,87.23,74.4,78.42,86.65,-0.0148,0.3369,0.3313
100,0,CA1-SUB,late,10,4819,0.2419,11,0.2311,0.014,0,0.295,0.2835,82.25,85.06,,,0.0339,0.3334,0.3248
100,0,RSC-SUB,t1-5,5,2992,0.692,8,0.8008,0.0204,0,0.3315,0.3177,86.62,81.21,86.57,89.47,0.0818,0.3396,0.3535
100,0,RSC-SUB,t1-7,7,3958,0.5547,6,0.4284,0.0227,0,0.3347,0.3257,89.47,87.02,83.44,88.43,0.0476,0.3444,0.3381
100,0,RSC-SUB,t1-10,10,5612,0.2399,1,0.0296,0.0304,0,0.3341,0.3195,86.43,78.45,79.08,88.92,0.1352,0.3434,0.3419
100,0,RSC-SUB,late,10,4819,-0.0588,5,0.0951,-0.0052,0,0.2751,0.2863,87.64,89.6,,,0.0955,0.3413,0.3201
100,0,V1-RSC,t1-5,5,2992,0.5928,6,0.853,0.0493,0,0.2848,0.3127,59.96,58.31,72.23,77.9,0.419,0.3029,0.3183
100,0,V1-RSC,t1-7,7,3958,0.5638,9,0.9273,0.0411,0,0.2809,0.3199,66.19,51.56,73.85,80.53,0.4222,0.305,0.3275
100,0,V1-RSC,t1-10,10,5612,0.437,5,0.4593,0.0309,0,0.2743,0.3234,47.93,50.23,81.44,88.56,0.3837,0.3047,0.3173
100,0,V1-RSC,late,10,4819,0.5662,6,0.603,0.0065,0,0.2542,0.2644,64.24,65.48,,,0.4198,0.2832,0.3198
