animal,learner,pair,dim,unc_cc,cue_cc,d_cc,unc_ifi,cue_ifi,d_ifi,unc_lag,cue_lag,unc_sig,cue_sig
77,1,CA1-V1,5,-0.1374,0.0051,0.1426,-0.0211,-0.0166,0.0046,-3,-3,0,0
77,1,CA1-V1,6,-0.0676,0.1157,0.1833,-0.0668,0.0084,0.0751,0,2,0,1
77,1,CA1-V1,7,0.0132,-0.0213,-0.0345,-0.0435,0.1103,0.1538,3,2,0,0
77,1,CA1-SUB,0,0.0359,0.1248,0.0889,-0.0643,-0.0336,0.0307,5,-4,0,1
77,1,CA1-SUB,1,0.024,0.0068,-0.0172,-0.0932,-0.022,0.0712,-2,-4,0,0
77,1,CA1-SUB,2,0.0014,0.0108,0.0094,-0.0814,-0.0767,0.0047,-4,-4,0,0
77,1,CA1-SUB,3,-0.0024,-0.2295,-0.2271,-0.0426,0.0449,0.0876,-3,-2,0,0
77,1,CA1-SUB,4,-0.0137,0.031,0.0447,-0.1641,0.0066,0.1707,-3,2,0,0
77,1,RSC-SUB,0,0.0665,0.0116,-0.0549,-0.0241,-0.0059,0.0182,0,-4,0,0
77,1,RSC-SUB,1,0.0033,0.0296,0.0263,0.0111,-0.1228,-0.1339,0,-4,0,0
77,1,RSC-SUB,2,0.016,0.0148,-0.0011,-0.0207,-0.079,-0.0583,0,0,0,0
77,1,RSC-SUB,3,-0.0034,0.03,0.0334,-0.0623,-0.071,-0.0088,-3,0,0,0
77,1,RSC-SUB,4,0.0163,-0.0159,-0.0322,-0.0743,-0.0498,0.0244,0,-2,0,0
77,1,RSC-SUB,5,0.0246,-0.0053,-0.0299,-0.0409,-0.0665,-0.0257,0,-2,0,0
77,1,V1-RSC,0,0.3803,0.1236,-0.2566,0.1366,0.1394,0.0028,0,3,1,1
77,1,V1-RSC,1,0.3573,0.0415,-0.3158,-0.0197,-0.0107,0.009,0,1,1,0
77,1,V1-RSC,2,-0.2467,0.0197,0.2664,-0.0116,-0.0183,-0.0067,-1,-3,0,0
77,1,V1-RSC,3,0.245,0.018,-0.227,-0.0205,-0.0087,0.0119,-1,-3,1,0
77,1,V1-RSC,4,-0.2569,0.0108,0.2677,-0.0464,-0.0082,0.0383,-2,-3,0,0
77,1,V1-RSC,5,0.249,0.0179,-0.231,-0.0669,-0.0255,0.0414,-1,-3,1,0
77,1,V1-RSC,6,0.2572,0.0106,-0.2466,-0.0552,-0.0249,0.0303,-2,-3,1,0
77,1,V1-RSC,7,0.2503,0.0121,-0.2382,-0.0692,-0.0154,0.0537,-2,-5,1,0
77,1,V1-RSC,8,0.2422,0.0122,-0.2301,-0.0733,-0.0462,0.0271,-2,-4,1,0
77,1,V1-RSC,9,0.2404,-0.0195,-0.2598,-0.1131,-0.0128,0.1003,-2,-5,1,0
77,1,V1-RSC,10,0.2593,0.021,-0.2383,-0.0807,0.0944,0.1751,-1,4,1,0
77,1,V1-RSC,11,-0.2516,0.0118,0.2634,0.0533,0.0387,-0.0146,3,4,0,0
98,0,CA1-RSC,0,0.0273,0.0387,0.0114,0.1249,0.1184,-0.0064,2,4,0,0
98,0,CA1-RSC,1,0.0196,-0.0014,-0.021,-0.0056,0.038,0.0436,0,2,0,0
98,0,CA1-RSC,2,-0.0038,0.0179,0.0217,0.0105,0.0033,-0.0072,3,2,0,0
98,0,CA1-RSC,3,0.0189,0.0008,-0.018,0.0105,-0.0164,-0.0269,4,-5,0,0
98,0,CA1-RSC,4,0.0071,0.0036,-0.0035,-0.0133,-0.0134,-0.0001,5,-5,0,0
98,0,CA1-RSC,5,-0.0013,0.0124,0.0137,-0.0025,-0.0084,-0.0059,-4,-3,0,0
98,0,CA1-RSC,6,-0.0029,0.0043,0.0072,-0.0245,0.014,0.0385,-4,0,0,0
98,0,CA1-RSC,7,-0.0018,0.0161,0.018,-0.0088,-0.0059,0.0029,4,-5,0,0
98,0,CA1-RSC,8,-0.0035,0.0064,0.0099,-0.0463,-0.038,0.0084,-5,0,0,0
98,0,CA1-RSC,9,-0.0137,-0.001,0.0127,-0.0118,-0.0106,0.0012,4,0,0,0
98,0,CA1-RSC,10,-0.0108,0.0276,0.0384,-0.0005,-0.0425,-0.042,4,0,0,0
98,0,CA1-RSC,11,-0.0061,0.0009,0.0071,-0.0221,-0.062,-0.0399,0,-2,0,0
98,0,CA1-RSC,12,0.0125,-0.0072,-0.0197,0.0639,-0.0379,-0.1018,-1,-3,0,0
98,0,CA1-RSC,13,-0.0031,0.0018,0.0049,0.1125,-0.0555,-0.168,4,-2,0,0
98,0,CA1-RSC,14,0.0107,-0.0044,-0.015,-0.0147,-0.0551,-0.0404,0,0,0,0
100,0,CA1-RSC,0,0.0102,0.097,0.0868,-0.0117,0.0394,0.0511,4,0,0,1
100,0,CA1-RSC,1,-0.0014,0.0005,0.0019,0.0169,0.0765,0.0597,0,2,0,0
100,0,CA1-RSC,2,0.006,0.0223,0.0163,0.0127,0.0286,0.0158,4,1,0,0
100,0,CA1-RSC,3,0.0077,-0.0061,-0.0138,-0.0004,0.0546,0.055,4,4,0,0
100,0,CA1-RSC,4,-0.001,-0.0175,-0.0164,-0.0148,0.039,0.0537,-5,2,0,0
100,0,CA1-RSC,5,0.0177,0.0181,0.0004,-0.0064,0.0326,0.039,-2,0,0,0
100,0,CA1-RSC,6,-0.0042,-0.0102,-0.006,-0.0177,0.0247,0.0424,4,1,0,0
100,0,CA1-RSC,7,0.0137,-0.0018,-0.0154,0.0221,0.0496,0.0275,4,1,0,0
100,0,CA1-RSC,8,-0.0105,0.0183,0.0287,0.0164,0.0707,0.0543,0,1,0,0
100,0,CA1-RSC,9,-0.0041,0.0001,0.0042,0.0114,0.0515,0.0401,4,4,0,0
100,0,CA1-RSC,10,0.0009,0.0042,0.0033,-0.0187,0.0641,0.0828,-2,5,0,0
100,0,CA1-RSC,11,0.0032,-0.0097,-0.0129,0.0447,0.0997,0.0551,4,1,0,0
100,0,CA1-RSC,12,0.0065,-0.0063,-0.0129,0.0245,0.1286,0.1042,4,1,0,0
100,0,CA1-RSC,13,-0.0077,0.0106,0.0183,-0.1202,0.1741,0.2942,4,4,0,0
100,0,CA1-RSC,14,-0.0137,0.0116,0.0253,-0.0544,0.3574,0.4117,4,1,0,0
100,0,CA1-DG,0,0.1368,0.1959,0.0591,-0.0651,-0.0855,-0.0203,0,0,1,1
100,0,CA1-DG,1,0.053,0.0536,0.0006,0.0068,-0.0493,-0.0561,3,-3,0,0
100,0,CA1-DG,2,-0.0048,0.0184,0.0232,0.0624,0.0352,-0.0273,3,1,0,0
100,0,CA1-DG,3,0.0196,-0.0004,-0.02,0.0476,0.026,-0.0216,1,3,0,0
100,0,CA1-DG,4,0.0266,0.0132,-0.0134,0.0654,0.0086,-0.0568,1,3,0,0
100,0,CA1-DG,5,0.0206,0.0241,0.0035,0.0442,0.0235,-0.0207,1,0,0,0
100,0,CA1-DG,6,0.0388,0.0208,-0.0179,0.0371,0.0172,-0.02,5,0,0,0
100,0,CA1-DG,7,-0.0002,0.0182,0.0183,0.0273,0.0108,-0.0166,1,0,0,0
100,0,CA1-DG,8,-0.0123,-0.009,0.0033,0.0533,0.0194,-0.0339,1,0,0,0
100,0,CA1-DG,9,-0.0122,-0.0013,0.0109,0.0427,-0.0274,-0.07,4,0,0,0
100,0,CA1-DG,10,-0.0228,0.0027,0.0254,0.0401,-0.0403,-0.0804,4,0,0,0
100,0,CA1-DG,11,0.0075,-0.0078,-0.0153,0.0727,-0.1101,-0.1828,-3,0,0,0
100,0,CA1-DG,12,-0.0001,-0.0005,-0.0004,0.0756,-0.0512,-0.1268,5,-2,0,0
100,0,CA1-DG,13,-0.0129,-0.0182,-0.0052,0.1984,0.0089,-0.1894,2,-2,0,0
100,0,CA1-DG,14,0.0004,-0.0005,-0.0008,-0.3979,0.0484,0.4463,-3,-2,0,0
100,0,CA1-V1,0,-0.0779,0.768,0.8458,-0.0232,-0.043,-0.0198,0,0,0,1
100,0,CA1-V1,1,-0.1604,0.7405,0.9009,0.0129,0.0056,-0.0073,5,0,0,1
100,0,CA1-V1,2,0.0294,0.015,-0.0143,0.0163,-0.0068,-0.0232,3,-1,0,0
100,0,CA1-V1,3,-0.1463,-0.0049,0.1414,-0.0009,-0.0073,-0.0065,-5,4,0,0
100,0,CA1-V1,4,0.2186,0.1037,-0.1149,-0.0001,0.0395,0.0396,5,4,1,1
100,0,CA1-V1,5,0.1563,-0.1626,-0.319,-0.0175,-0.0264,-0.0089,5,-1,1,0
100,0,CA1-V1,6,0.0978,0.4977,0.3999,-0.0021,-0.0011,0.001,-2,-1,1,1
100,0,CA1-V1,7,-0.2474,0.587,0.8344,-0.0143,-0.0123,0.0021,2,-1,0,1
100,0,CA1-V1,8,-0.1493,-0.2849,-0.1356,-0.0453,0.0301,0.0754,-5,4,0,0
100,0,CA1-V1,9,-0.2114,-0.536,-0.3246,-0.0662,0.0432,0.1094,-5,4,0,0
100,0,CA1-V1,10,-0.1568,0.2824,0.4391,-0.0477,0.0231,0.0708,5,4,0,1
100,0,CA1-V1,11,0.0188,-0.0224,-0.0412,-0.0754,0.0234,0.0987,5,5,0,0
100,0,CA1-V1,12,-0.0543,-0.0069,0.0474,-0.0339,0.0067,0.0406,5,5,0,0
100,0,CA1-V1,13,0.1352,-0.4588,-0.594,-0.0757,-0.1238,-0.0481,5,0,1,0
100,0,CA1-V1,14,-0.2845,-0.4824,-0.1979,-0.1581,-0.0297,0.1284,-2,5,0,0
100,0,CA1-SUB,0,0.0291,0.0036,-0.0256,-0.0355,-0.0102,0.0252,-5,-1,0,0
100,0,CA1-SUB,1,0.0025,0.0031,0.0006,-0.0129,-0.0307,-0.0178,-5,-4,0,0
100,0,CA1-SUB,2,-0.0098,0.0199,0.0297,0.0119,0.0252,0.0133,4,3,0,0
100,0,CA1-SUB,3,0.0029,-0.0051,-0.008,-0.0074,0.0211,0.0285,4,4,0,0
100,0,CA1-SUB,4,0.0017,0.0157,0.014,-0.0002,0.006,0.0063,4,4,0,0
100,0,CA1-SUB,5,-0.0138,-0.006,0.0078,-0.0218,-0.0008,0.021,4,0,0,0
100,0,CA1-SUB,6,-0.0013,-0.0129,-0.0116,-0.0242,0.0418,0.0659,4,0,0,0
100,0,CA1-SUB,7,-0.0058,-0.0193,-0.0135,-0.0364,0.0339,0.0703,-5,4,0,0
100,0,CA1-SUB,8,0.0275,-0.011,-0.0385,-0.0313,-0.0038,0.0275,4,-3,0,0
100,0,CA1-SUB,9,-0.0101,0.0243,0.0344,-0.039,-0.0035,0.0355,-5,-3,0,0
100,0,CA1-SUB,10,-0.0052,0.0,0.0052,-0.0536,0.0089,0.0625,-1,-4,0,0
100,0,CA1-SUB,11,0.0215,-0.0106,-0.0321,-0.0534,0.0269,0.0802,-4,0,0,0
100,0,CA1-SUB,12,-0.0122,0.0205,0.0327,-0.0866,0.0085,0.0952,-5,0,0,0
100,0,CA1-SUB,13,0.0156,0.0182,0.0025,-0.0308,-0.0399,-0.0091,-5,-3,0,0
100,0,CA1-SUB,14,0.0039,-0.0102,-0.014,0.2829,-0.1821,-0.465,3,-1,0,0
100,0,RSC-SUB,0,0.0192,0.0652,0.046,0.0201,-0.0115,-0.0316,1,0,0,0
100,0,RSC-SUB,1,0.0341,0.0324,-0.0017,0.0015,0.0123,0.0109,0,-2,0,0
100,0,RSC-SUB,2,0.0274,0.012,-0.0154,0.0058,-0.0002,-0.006,0,2,0,0
100,0,RSC-SUB,3,0.0025,-0.0065,-0.0091,-0.0088,0.0182,0.027,1,-2,0,0
100,0,RSC-SUB,4,-0.0088,0.0357,0.0445,-0.0076,-0.0068,0.0008,-2,5,0,0
100,0,RSC-SUB,5,0.0058,-0.0035,-0.0094,-0.0044,-0.0115,-0.0071,-2,0,0,0
100,0,RSC-SUB,6,0.016,0.0106,-0.0054,-0.012,0.007,0.0191,-1,5,0,0
100,0,RSC-SUB,7,-0.018,-0.0283,-0.0103,-0.0152,0.0135,0.0287,-4,5,0,0
100,0,RSC-SUB,8,-0.0168,-0.0177,-0.0009,-0.0017,0.0113,0.013,1,5,0,0
100,0,RSC-SUB,9,0.0074,0.0043,-0.003,-0.0205,0.0006,0.0211,-2,5,0,0
100,0,RSC-SUB,10,0.0094,-0.0185,-0.0279,0.0187,-0.0317,-0.0504,-4,5,0,0
100,0,RSC-SUB,11,-0.0025,0.0018,0.0043,0.084,0.0109,-0.0731,2,5,0,0
100,0,RSC-SUB,12,-0.0175,-0.0127,0.0048,0.0454,-0.0666,-0.112,2,-3,0,0
100,0,RSC-SUB,13,-0.007,-0.0155,-0.0085,0.0209,-0.0105,-0.0313,-3,-1,0,0
100,0,RSC-SUB,14,0.0163,-0.0046,-0.0209,0.2547,-0.3499,-0.6046,2,-3,0,0
100,0,V1-RSC,0,0.2212,-0.0422,-0.2634,0.0113,-0.0043,-0.0156,0,0,1,0
100,0,V1-RSC,1,0.1179,0.7826,0.6646,-0.0506,0.0453,0.096,0,0,1,1
100,0,V1-RSC,2,-0.1108,0.3574,0.4683,-0.0062,0.0913,0.0975,2,3,0,1
100,0,V1-RSC,3,0.2052,0.0989,-0.1063,-0.0256,0.0448,0.0704,3,0,1,0
100,0,V1-RSC,4,0.0019,0.2995,0.2976,-0.0003,0.0148,0.0151,3,-2,0,1
100,0,V1-RSC,5,0.0803,-0.3831,-0.4634,0.0374,-0.0065,-0.0439,0,-2,0,0
100,0,V1-RSC,6,-0.2031,-0.2046,-0.0015,0.0419,0.0207,-0.0212,4,0,0,0
100,0,V1-RSC,7,0.1008,0.1246,0.0239,0.0704,0.017,-0.0534,1,0,1,0
100,0,V1-RSC,8,0.0147,-0.0168,-0.0314,0.0423,0.04,-0.0022,1,0,0,0
100,0,V1-RSC,9,0.1313,-0.2498,-0.3812,0.0618,0.0517,-0.0101,0,-1,1,0
100,0,V1-RSC,10,-0.1573,0.3364,0.4937,0.0481,0.0754,0.0273,5,1,0,1
100,0,V1-RSC,11,0.1758,-0.6034,-0.7791,0.0242,0.0193,-0.0049,5,4,1,0
100,0,V1-RSC,12,-0.0123,0.1201,0.1324,0.1133,-0.0605,-0.1738,3,-1,0,0
100,0,V1-RSC,13,0.0578,-0.243,-0.3008,0.1295,0.0725,-0.057,0,-5,0,0
100,0,V1-RSC,14,-0.0348,-0.063,-0.0282,0.1701,-0.3277,-0.4978,0,0,0,0
