animal,learner,pair,dim,unc_cc,cue_cc,d_cc,unc_ifi,cue_ifi,d_ifi,unc_lag,cue_lag,unc_sig,cue_sig
71,0,CA3-DG,3,0.0185,-0.204,-0.2225,-0.0674,-0.0887,-0.0213,0,0,0,0
71,0,CA3-DG,4,0.0237,0.1354,0.1117,-0.0378,-0.0596,-0.0218,0,0,0,1
71,0,CA3-DG,5,0.0062,0.0929,0.0866,-0.0016,-0.0636,-0.062,0,0,0,0
71,0,CA3-DG,6,-0.0032,-0.1165,-0.1133,-0.0429,-0.05,-0.0071,0,0,0,0
71,0,CA3-DG,7,0.0007,-0.1451,-0.1457,-0.0314,-0.0594,-0.028,0,0,0,0
71,0,CA3-DG,8,0.024,-0.2328,-0.2569,-0.0589,-0.0018,0.0571,-1,0,0,0
71,0,CA3-DG,9,-0.0058,0.2489,0.2547,-0.0231,0.018,0.0412,0,-5,0,1
71,0,CA3-DG,10,-0.0048,0.263,0.2679,-0.0309,0.0038,0.0347,0,-5,0,1
71,0,CA3-DG,11,-0.0063,-0.2262,-0.2199,-0.099,-0.0944,0.0046,0,-5,0,0
71,0,CA3-DG,12,0.0027,-0.2439,-0.2466,-0.1014,-0.1204,-0.019,-1,-1,0,0
71,0,CA3-DG,13,-0.0027,-0.2484,-0.2456,-0.1346,-0.1454,-0.0108,0,-1,0,0
71,0,CA3-DG,14,-0.022,0.2324,0.2544,-0.1354,-0.3108,-0.1754,-2,-1,0,1
71,0,CA1-SUB,0,-0.4007,0.0635,0.4642,-0.014,-0.0216,-0.0076,5,0,0,0
71,0,CA1-SUB,1,0.4426,-0.1011,-0.5437,-0.0303,0.0192,0.0496,-1,0,1,0
71,0,CA1-SUB,2,-0.3962,-0.1113,0.2849,-0.0065,0.0264,0.0329,5,-1,0,0
71,0,CA1-SUB,3,-0.0302,-0.2758,-0.2456,-0.0238,0.0227,0.0464,0,0,0,0
71,0,CA1-SUB,4,0.1053,0.2751,0.1699,-0.0357,0.02,0.0557,0,0,1,1
71,0,CA1-SUB,5,0.1383,-0.0032,-0.1415,-0.0348,0.0113,0.046,-1,0,1,0
71,0,CA1-SUB,6,0.3899,0.1661,-0.2238,-0.0117,0.0007,0.0125,1,-3,1,1
71,0,CA1-SUB,7,-0.3684,0.3849,0.7533,0.0035,0.0037,0.0003,1,-5,0,1
71,0,CA1-SUB,8,0.1172,-0.2394,-0.3566,-0.0063,-0.0025,0.0037,3,-5,1,0
71,0,CA1-SUB,9,0.0538,-0.1613,-0.2151,-0.0156,0.0224,0.038,-4,-3,0,0
71,0,CA1-SUB,10,-0.1758,-0.1448,0.0309,0.0237,0.0116,-0.0121,-2,1,0,0
71,0,CA1-SUB,11,0.0457,-0.4243,-0.47,0.0209,0.0277,0.0068,-4,5,0,0
71,0,CA1-SUB,12,-0.1245,-0.0261,0.0984,0.1273,0.1407,0.0134,2,5,0,0
71,0,CA1-SUB,13,0.1606,0.3218,0.1612,0.1194,0.0972,-0.0222,3,3,1,1
71,0,CA1-SUB,14,-0.1662,0.5065,0.6727,0.1214,-0.3703,-0.4917,4,-5,0,1
71,0,RSC-SUB,0,0.5033,0.8706,0.3673,-0.0181,-0.0493,-0.0312,0,0,1,1
71,0,RSC-SUB,1,0.3676,-0.4,-0.7676,-0.0187,0.0044,0.023,-5,5,1,0
71,0,RSC-SUB,2,0.3803,-0.1622,-0.5425,-0.0064,-0.0018,0.0046,0,0,1,0
71,0,RSC-SUB,3,-0.2049,-0.0681,0.1368,-0.0234,0.0104,0.0338,5,-4,0,0
71,0,RSC-SUB,4,0.0706,0.4434,0.3728,-0.0158,-0.0107,0.005,0,-4,0,1
71,0,RSC-SUB,5,0.1839,0.0619,-0.122,-0.0171,-0.0134,0.0037,3,-2,1,0
71,0,RSC-SUB,6,-0.4317,0.042,0.4737,-0.0298,0.0438,0.0736,-5,5,0,0
71,0,RSC-SUB,7,0.1714,-0.2546,-0.426,-0.0145,0.0271,0.0416,-1,3,1,0
71,0,RSC-SUB,8,-0.2088,-0.1258,0.0831,-0.0358,0.0124,0.0482,0,3,0,0
71,0,RSC-SUB,9,-0.3628,-0.1263,0.2364,0.0196,0.0606,0.041,0,3,0,0
71,0,RSC-SUB,10,0.0662,-0.2678,-0.3339,-0.0051,0.0411,0.0462,-2,3,0,0
71,0,RSC-SUB,11,0.0603,0.096,0.0356,-0.0282,0.0465,0.0747,-2,3,0,1
71,0,RSC-SUB,12,-0.0131,0.0704,0.0835,-0.0754,0.057,0.1324,-1,5,0,0
71,0,RSC-SUB,13,0.4458,0.0453,-0.4005,-0.2349,-0.0647,0.1702,0,-1,1,0
71,0,RSC-SUB,14,-0.3376,0.2705,0.608,-0.1072,-0.0357,0.0715,-2,-4,0,1
71,0,V1-RSC,0,0.041,-0.8278,-0.8689,0.0197,-0.0047,-0.0244,0,0,0,0
71,0,V1-RSC,1,-0.0091,0.393,0.4021,0.0247,0.0012,-0.0235,5,-1,0,1
71,0,V1-RSC,2,-0.0165,-0.3826,-0.3662,0.0308,0.0224,-0.0083,5,2,0,0
71,0,V1-RSC,3,-0.004,-0.0572,-0.0531,-0.0061,0.0006,0.0067,2,4,0,0
71,0,V1-RSC,4,-0.0053,0.3226,0.3279,-0.0054,-0.0092,-0.0038,4,-1,0,1
71,0,V1-RSC,5,-0.0085,0.5028,0.5112,0.0115,-0.0374,-0.0489,5,-4,0,1
71,0,V1-RSC,6,0.0019,0.1351,0.1332,-0.0038,-0.0338,-0.03,4,-4,0,1
71,0,V1-RSC,7,-0.0005,0.3093,0.3098,0.0324,-0.0571,-0.0896,4,0,0,1
71,0,V1-RSC,8,-0.0059,0.2735,0.2794,0.0054,0.0002,-0.0052,4,5,0,1
71,0,V1-RSC,9,0.005,0.2384,0.2333,0.0152,0.001,-0.0143,4,-1,0,1
71,0,V1-RSC,10,-0.0121,0.4617,0.4738,0.0368,0.0046,-0.0322,-4,-1,0,1
71,0,V1-RSC,11,0.0169,-0.2167,-0.2336,0.0455,-0.01,-0.0555,-4,1,0,0
71,0,V1-RSC,12,-0.0021,0.3341,0.3362,0.0421,-0.0194,-0.0615,0,1,0,1
71,0,V1-RSC,13,0.0069,0.2233,0.2165,-0.0678,-0.0776,-0.0098,-3,-2,0,1
71,0,V1-RSC,14,-0.0006,0.2379,0.2385,-0.2835,0.1603,0.4438,-3,-3,0,1
73,1,CA1-RSC,0,0.0264,0.0308,0.0044,0.0045,-0.0212,-0.0257,3,0,0,0
73,1,CA1-RSC,1,0.0065,0.0084,0.0019,0.0176,-0.0291,-0.0468,2,0,0,0
73,1,CA1-RSC,2,-0.0065,0.0272,0.0337,-0.003,-0.0209,-0.0178,5,0,0,0
73,1,CA1-RSC,3,-0.0149,0.0083,0.0232,0.0138,-0.0326,-0.0463,-3,0,0,0
73,1,CA1-RSC,4,-0.0017,0.0128,0.0144,-0.0093,0.0201,0.0294,-5,0,0,0
73,1,CA1-RSC,5,0.0009,-0.0127,-0.0136,-0.0089,-0.0114,-0.0026,-1,2,0,0
73,1,CA1-RSC,6,0.0149,0.004,-0.0109,0.0407,0.0044,-0.0363,-1,-5,0,0
73,1,CA1-RSC,7,-0.0019,-0.0138,-0.0119,0.0286,0.029,0.0004,-1,5,0,0
73,1,CA1-RSC,8,0.0002,-0.0011,-0.0013,0.0527,0.0009,-0.0517,5,2,0,0
73,1,CA1-RSC,9,0.0002,-0.0105,-0.0106,0.0837,0.0048,-0.0789,4,4,0,0
73,1,CA1-RSC,10,0.0012,-0.0144,-0.0156,0.0669,-0.0096,-0.0765,5,2,0,0
73,1,CA1-RSC,11,-0.0183,0.0004,0.0187,0.0506,-0.082,-0.1327,2,2,0,0
73,1,CA1-RSC,12,0.0159,-0.0026,-0.0185,0.0328,-0.1192,-0.1521,4,-2,0,0
73,1,CA1-RSC,13,0.0011,-0.0156,-0.0166,0.0692,-0.1621,-0.2313,1,0,0,0
73,1,CA1-RSC,14,0.0073,0.0029,-0.0044,0.0482,-0.0663,-0.1146,1,0,0,0
73,1,CA1-DG,0,0.0108,0.0168,0.006,0.0507,-0.0484,-0.0991,3,-1,0,0
73,1,CA1-DG,1,0.0034,0.0085,0.0051,-0.0186,0.0131,0.0318,0,3,0,0
73,1,CA1-DG,2,-0.0081,0.0062,0.0144,-0.0218,0.0132,0.0351,-1,1,0,0
73,1,CA1-DG,3,0.0297,0.0234,-0.0063,-0.0072,0.0207,0.0279,0,0,0,0
73,1,CA1-DG,4,0.0037,-0.0106,-0.0143,-0.045,0.003,0.0479,-1,1,0,0
73,1,CA1-DG,5,0.0019,-0.0074,-0.0093,-0.0212,0.0001,0.0214,-3,1,0,0
73,1,CA1-DG,6,0.001,0.0129,0.0119,-0.0022,-0.0067,-0.0045,4,2,0,0
73,1,CA1-DG,7,0.0179,0.0131,-0.0047,0.0413,-0.0162,-0.0575,0,2,0,0
73,1,CA1-DG,8,0.005,0.0085,0.0035,0.0333,-0.0121,-0.0455,4,-1,0,0
73,1,CA1-DG,9,0.02,0.016,-0.004,0.0488,0.0198,-0.029,4,-1,0,0
73,1,CA1-DG,10,-0.0017,0.0003,0.0021,0.0333,0.002,-0.0313,4,0,0,0
73,1,CA1-DG,11,-0.0035,-0.009,-0.0055,0.0706,0.054,-0.0167,0,3,0,0
73,1,CA1-DG,12,0.0043,-0.0175,-0.0217,-0.0329,-0.032,0.0008,2,-1,0,0
73,1,CA1-DG,13,-0.0067,0.0116,0.0184,0.1693,-0.0334,-0.2027,5,2,0,0
73,1,CA1-DG,14,0.005,-0.0022,-0.0072,-0.1037,0.3653,0.4691,5,-1,0,0
73,1,CA1-V1,0,-0.0012,-0.0097,-0.0085,0.0059,0.0428,0.0369,3,2,0,0
73,1,CA1-V1,1,0.0166,0.0029,-0.0137,-0.0474,0.0323,0.0797,0,3,0,0
73,1,CA1-V1,2,0.002,0.0075,0.0055,-0.0571,0.0416,0.0988,0,2,0,0
73,1,CA1-V1,3,-0.0071,0.0052,0.0122,-0.0226,0.0247,0.0473,-4,2,0,0
73,1,CA1-V1,4,-0.0149,-0.0055,0.0094,-0.0178,0.0039,0.0216,-4,2,0,0
73,1,CA1-V1,5,-0.0004,0.0037,0.0041,-0.0166,0.0142,0.0308,-5,3,0,0
73,1,CA1-V1,6,0.005,0.0076,0.0025,0.0002,-0.004,-0.0042,-5,-2,0,0
73,1,CA1-V1,7,0.0096,-0.0088,-0.0185,-0.0134,-0.064,-0.0506,-5,-2,0,0
73,1,CA1-V1,8,0.0012,-0.003,-0.0041,-0.0195,-0.0795,-0.06,-4,-3,0,0
73,1,CA1-V1,9,-0.0012,-0.0056,-0.0043,0.0473,-0.1065,-0.1537,5,-2,0,0
73,1,CA1-V1,10,0.0073,0.0091,0.0018,0.053,-0.0754,-0.1284,4,-3,0,0
73,1,CA1-V1,11,0.0147,-0.0138,-0.0285,-0.0258,-0.0892,-0.0634,4,-3,0,0
73,1,CA1-V1,12,0.0161,-0.0099,-0.026,-0.0138,-0.0552,-0.0414,0,5,0,0
73,1,CA1-V1,13,0.0119,-0.0059,-0.0178,-0.1651,-0.1442,0.0209,0,5,0,0
73,1,CA1-V1,14,-0.0074,0.0018,0.0092,-0.0267,-0.2147,-0.188,-1,-1,0,0
73,1,CA1-SUB,0,0.0137,0.0419,0.0282,-0.0678,-0.0094,0.0584,0,0,0,0
73,1,CA1-SUB,1,0.018,0.0354,0.0175,-0.0662,-0.0284,0.0377,0,0,0,0
73,1,CA1-SUB,2,0.0231,0.0364,0.0133,-0.0464,-0.0354,0.011,0,0,0,0
73,1,CA1-SUB,3,-0.0004,0.0059,0.0064,-0.0604,-0.0279,0.0325,-1,-2,0,0
73,1,CA1-SUB,4,0.0032,0.0035,0.0004,-0.0505,-0.042,0.0085,-1,1,0,0
73,1,CA1-SUB,5,0.0138,0.0028,-0.011,-0.0384,-0.0422,-0.0037,-1,0,0,0
73,1,CA1-SUB,6,0.011,0.0002,-0.0108,-0.0306,-0.017,0.0136,-2,-4,0,0
73,1,CA1-SUB,7,-0.0012,0.0015,0.0027,-0.0461,-0.0364,0.0097,-2,-4,0,0
73,1,CA1-SUB,8,0.0058,0.0023,-0.0035,-0.0292,-0.0778,-0.0486,-5,-1,0,0
73,1,CA1-SUB,9,0.0166,0.007,-0.0096,-0.0324,-0.0266,0.0059,-3,0,0,0
73,1,CA1-SUB,10,0.0005,0.0203,0.0198,-0.0387,-0.0234,0.0153,-4,0,0,0
73,1,CA1-SUB,11,0.0005,0.0167,0.0162,-0.0038,-0.0079,-0.0042,-1,0,0,0
73,1,CA1-SUB,12,0.0129,0.0075,-0.0055,-0.0444,-0.092,-0.0476,-1,-4,0,0
73,1,CA1-SUB,13,0.0034,0.0045,0.0011,-0.0773,-0.2013,-0.124,-1,-3,0,0
73,1,CA1-SUB,14,-0.0194,-0.0147,0.0048,-0.033,0.0738,0.1067,-1,2,0,0
73,1,RSC-SUB,0,-0.0052,0.0499,0.0551,-0.0183,-0.0061,0.0122,-5,-1,0,0
73,1,RSC-SUB,1,0.0432,-0.0061,-0.0493,-0.0501,-0.0325,0.0177,-5,-1,0,0
73,1,RSC-SUB,2,0.0233,-0.0111,-0.0344,-0.0167,-0.0189,-0.0022,-5,-5,0,0
73,1,RSC-SUB,3,0.0088,-0.0058,-0.0145,-0.0147,0.0178,0.0325,3,5,0,0
73,1,RSC-SUB,4,0.0087,0.0104,0.0018,-0.0108,0.0202,0.031,3,-1,0,0
73,1,RSC-SUB,5,-0.0276,-0.0042,0.0234,-0.0089,0.021,0.0299,3,-1,0,0
73,1,RSC-SUB,6,0.0051,0.0163,0.0112,-0.0259,-0.0008,0.0251,3,1,0,0
73,1,RSC-SUB,7,-0.0271,0.0108,0.038,-0.0141,0.0229,0.037,3,5,0,0
73,1,RSC-SUB,8,-0.007,0.0152,0.0222,-0.0429,0.0068,0.0497,-2,-2,0,0
73,1,RSC-SUB,9,0.0141,0.01,-0.0041,-0.0332,0.0122,0.0454,-3,-1,0,0
73,1,RSC-SUB,10,0.036,-0.0034,-0.0394,0.0409,0.0149,-0.026,2,5,0,0
73,1,RSC-SUB,11,-0.0763,-0.0017,0.0746,0.0317,0.0334,0.0017,4,3,0,0
73,1,RSC-SUB,12,-0.0025,-0.0016,0.0009,0.093,0.0304,-0.0626,3,1,0,0
73,1,RSC-SUB,13,-0.0224,-0.0202,0.0022,-0.2122,0.1408,0.3529,-2,2,0,0
73,1,RSC-SUB,14,-0.0039,0.0078,0.0117,-0.4517,-0.024,0.4277,-2,-2,0,0
73,1,V1-RSC,0,0.0605,0.0526,-0.0079,0.0311,0.0336,0.0025,4,3,0,0
73,1,V1-RSC,1,0.0522,0.0248,-0.0275,0.0295,0.0114,-0.0181,2,5,0,0
73,1,V1-RSC,2,0.0327,0.0194,-0.0133,-0.0162,0.0113,0.0275,2,3,0,0
73,1,V1-RSC,3,0.0656,0.001,-0.0646,-0.0469,0.0093,0.0561,-3,5,0,0
73,1,V1-RSC,4,0.0225,-0.0085,-0.031,0.0211,0.0099,-0.0112,4,-1,0,0
73,1,V1-RSC,5,0.0208,-0.0075,-0.0283,0.0207,0.0088,-0.0119,4,-1,0,0
73,1,V1-RSC,6,0.0276,-0.0122,-0.0398,0.0299,-0.0199,-0.0498,5,-1,0,0
73,1,V1-RSC,7,-0.0015,0.0161,0.0176,0.0183,-0.0048,-0.0232,0,-2,0,0
73,1,V1-RSC,8,0.0432,-0.004,-0.0471,0.0582,-0.0526,-0.1108,0,-2,0,0
73,1,V1-RSC,9,0.0512,-0.0051,-0.0563,0.0562,-0.0407,-0.0969,0,-2,0,0
73,1,V1-RSC,10,-0.0091,0.0152,0.0243,0.0299,-0.0205,-0.0504,4,-2,0,0
73,1,V1-RSC,11,0.0638,-0.0057,-0.0696,-0.042,0.0277,0.0697,-2,-2,0,0
73,1,V1-RSC,12,-0.0185,0.0023,0.0208,-0.045,0.0451,0.0901,-1,3,0,0
73,1,V1-RSC,13,0.0175,0.0115,-0.006,-0.1027,0.0384,0.1412,5,4,0,0
73,1,V1-RSC,14,-0.044,0.0002,0.0441,-0.3202,-0.2221,0.0981,-2,-3,0,0
75,1,CA1-RSC,0,-0.1192,0.1933,0.3125,0.0716,0.0988,0.0272,2,4,0,1
75,1,CA1-RSC,1,-0.0347,0.3202,0.3549,0.039,0.0184,-0.0206,2,0,0,1
75,1,CA1-RSC,2,-0.0705,0.3434,0.4139,0.0246,-0.0119,-0.0365,-5,5,0,1
75,1,CA1-RSC,3,-0.0673,0.4937,0.5609,0.0285,-0.0237,-0.0521,-2,-3,0,1
75,1,CA1-RSC,4,0.0528,0.2039,0.1511,0.0556,-0.0269,-0.0824,2,-3,0,1
75,1,CA1-RSC,5,-0.0399,0.0504,0.0903,0.0569,-0.0315,-0.0884,2,-3,0,0
75,1,CA1-RSC,6,-0.0509,-0.1073,-0.0564,0.0287,0.0254,-0.0033,5,0,0,0
75,1,CA1-RSC,7,-0.0293,-0.098,-0.0688,0.0504,0.0413,-0.0091,2,0,0,0
75,1,CA1-RSC,8,0.0233,0.1713,0.1479,0.0443,-0.004,-0.0483,2,-1,0,1
75,1,CA1-RSC,9,0.0037,-0.1414,-0.1451,0.0517,0.0489,-0.0027,2,0,0,0
75,1,CA1-RSC,10,0.0072,0.1858,0.1786,-0.0233,0.1023,0.1255,-3,0,0,1
75,1,CA1-RSC,11,-0.0124,0.1755,0.1879,-0.0809,0.0737,0.1546,-3,0,0,1
75,1,CA1-RSC,12,-0.0682,0.0397,0.108,0.0125,0.198,0.1855,2,0,0,0
75,1,CA1-RSC,13,-0.0127,-0.1485,-0.1358,-0.0747,0.4326,0.5073,-2,0,0,0
75,1,CA1-RSC,14,0.0013,-0.0315,-0.0328,-0.1358,0.2054,0.3412,-4,0,0,0
75,1,CA1-DG,0,0.1452,0.7512,0.6061,-0.1587,-0.1258,0.0329,0,0,1,1
75,1,CA1-DG,1,0.0378,0.2784,0.2405,-0.0904,0.0128,0.1032,-4,0,0,1
75,1,CA1-DG,2,-0.0096,0.0448,0.0544,-0.0232,0.0582,0.0815,-4,-2,0,0
75,1,CA1-DG,3,0.028,-0.0688,-0.0968,0.0095,-0.0081,-0.0175,2,-2,0,0
75,1,CA1-DG,4,0.0027,0.0394,0.0366,0.0064,0.0122,0.0058,1,-2,0,0
75,1,CA1-DG,5,-0.0106,0.1186,0.1292,0.0221,0.0357,0.0136,1,0,0,1
75,1,CA1-DG,6,-0.0082,0.1283,0.1365,0.045,0.025,-0.0201,4,4,0,1
75,1,CA1-DG,7,-0.004,0.1667,0.1707,0.0243,0.0092,-0.0151,4,-3,0,1
75,1,CA1-DG,8,0.0102,0.2188,0.2086,0.0391,0.0459,0.0068,3,4,0,1
75,1,CA1-DG,9,-0.0063,0.1703,0.1766,0.0477,0.066,0.0183,3,1,0,1
75,1,CA1-DG,10,0.0156,-0.0462,-0.0618,0.0439,0.0071,-0.0369,3,1,0,0
75,1,CA1-DG,11,-0.0179,0.3031,0.321,0.0363,-0.038,-0.0743,3,-2,0,1
75,1,CA1-DG,12,0.0091,-0.0311,-0.0402,0.0256,0.1054,0.0798,3,4,0,0
75,1,CA1-DG,13,0.0073,-0.0663,-0.0736,-0.016,0.109,0.125,-1,4,0,0
75,1,CA1-DG,14,0.0045,-0.049,-0.0535,0.0631,0.3082,0.2451,0,4,0,0
75,1,CA1-V1,0,0.0147,0.1622,0.1475,0.0201,-0.0296,-0.0497,4,-5,0,1
75,1,CA1-V1,1,0.0084,-0.1545,-0.1629,0.0246,-0.0188,-0.0433,2,5,0,0
75,1,CA1-V1,2,0.0094,-0.1719,-0.1813,0.022,-0.027,-0.049,4,-3,0,0
75,1,CA1-V1,3,-0.0194,0.027,0.0464,0.0093,-0.0096,-0.0189,-5,-3,0,0
75,1,CA1-V1,4,-0.0092,-0.3253,-0.3161,0.049,0.0017,-0.0473,5,1,0,0
75,1,CA1-V1,5,-0.0086,-0.328,-0.3194,0.0539,-0.0018,-0.0557,4,-4,0,0
75,1,CA1-V1,6,0.0051,-0.1502,-0.1553,0.0003,0.0045,0.0042,-3,0,0,0
75,1,CA1-V1,7,0.002,0.0543,0.0523,0.0183,0.0076,-0.0107,0,0,0,0
75,1,CA1-V1,8,-0.0052,-0.0318,-0.0266,0.0208,0.0273,0.0065,4,3,0,0
75,1,CA1-V1,9,0.0163,0.0323,0.0159,-0.0321,-0.0144,0.0177,-5,0,0,0
75,1,CA1-V1,10,0.0204,-0.0958,-0.1162,-0.0226,-0.0143,0.0083,-3,-1,0,0
75,1,CA1-V1,11,-0.0025,0.1423,0.1448,-0.0359,0.0478,0.0837,3,-5,0,1
75,1,CA1-V1,12,0.0035,-0.0149,-0.0184,-0.0319,-0.02,0.0118,0,3,0,0
75,1,CA1-V1,13,0.0044,0.0599,0.0555,-0.1434,-0.2367,-0.0933,-5,-5,0,0
75,1,CA1-V1,14,-0.0062,-0.0581,-0.0518,-0.0862,-0.0862,-0.0001,-3,-3,0,0
75,1,CA1-SUB,0,0.0643,0.3799,0.3157,-0.0325,-0.0418,-0.0094,0,0,0,1
75,1,CA1-SUB,1,0.0162,0.397,0.3807,-0.0236,-0.0435,-0.0199,0,0,0,1
75,1,CA1-SUB,2,0.0312,0.0042,-0.027,-0.0264,-0.0159,0.0105,0,0,0,0
75,1,CA1-SUB,3,0.0221,-0.1089,-0.131,-0.0265,-0.0316,-0.0051,0,0,0,0
75,1,CA1-SUB,4,-0.0011,0.019,0.0201,-0.0419,0.0052,0.0471,0,0,0,0
75,1,CA1-SUB,5,0.0064,-0.0511,-0.0575,-0.0203,0.0033,0.0235,0,0,0,0
75,1,CA1-SUB,6,-0.0012,0.1312,0.1324,-0.0398,0.0229,0.0627,-5,0,0,1
75,1,CA1-SUB,7,0.012,0.0943,0.0823,-0.0202,0.0305,0.0507,4,0,0,1
75,1,CA1-SUB,8,0.0054,0.1813,0.1759,-0.0636,0.0824,0.146,0,0,0,1
75,1,CA1-SUB,9,0.0199,0.1801,0.1602,-0.0036,0.0063,0.0099,0,-5,0,1
75,1,CA1-SUB,10,-0.0001,0.0104,0.0105,-0.0403,-0.022,0.0183,2,-5,0,0
75,1,CA1-SUB,11,-0.0104,-0.0018,0.0085,0.0055,0.049,0.0435,2,1,0,0
75,1,CA1-SUB,12,0.0045,0.1212,0.1168,0.1061,0.0439,-0.0622,4,5,0,1
75,1,CA1-SUB,13,-0.0042,0.0002,0.0044,0.2061,0.0546,-0.1515,4,1,0,0
75,1,CA1-SUB,14,-0.0224,-0.0339,-0.0115,0.5414,-0.1816,-0.723,4,0,0,0
75,1,RSC-SUB,0,0.0175,0.5235,0.5059,-0.0382,-0.1003,-0.0621,0,0,0,1
75,1,RSC-SUB,1,0.0423,0.1648,0.1225,-0.04,-0.0379,0.0021,0,-4,0,1
75,1,RSC-SUB,2,0.0171,0.0113,-0.0058,-0.0494,-0.0234,0.026,0,-4,0,0
75,1,RSC-SUB,3,0.0397,0.1598,0.1201,-0.035,-0.0001,0.0349,0,5,0,1
75,1,RSC-SUB,4,0.0135,0.1765,0.1629,-0.0489,0.017,0.0659,0,3,0,1
75,1,RSC-SUB,5,0.0097,0.1226,0.113,-0.0338,0.004,0.0378,0,3,0,1
75,1,RSC-SUB,6,-0.0022,-0.0346,-0.0324,-0.0153,-0.0207,-0.0053,1,3,0,0
75,1,RSC-SUB,7,0.0006,-0.0389,-0.0395,-0.0196,0.0168,0.0364,5,5,0,0
75,1,RSC-SUB,8,-0.0026,-0.1435,-0.141,-0.01,0.0181,0.0282,1,5,0,0
75,1,RSC-SUB,9,-0.0019,0.121,0.1228,-0.0789,0.0134,0.0923,-1,3,0,1
75,1,RSC-SUB,10,0.0019,-0.0277,-0.0296,-0.0802,-0.0133,0.0669,-5,-5,0,0
75,1,RSC-SUB,11,0.0038,0.0396,0.0358,-0.0633,0.0764,0.1397,-3,3,0,0
75,1,RSC-SUB,12,-0.0113,-0.0963,-0.085,0.0271,0.1074,0.0803,-5,3,0,0
75,1,RSC-SUB,13,0.0084,-0.2573,-0.2657,0.1006,0.1175,0.0169,-5,3,0,0
75,1,RSC-SUB,14,0.0032,0.097,0.0939,-0.3518,0.3153,0.6671,-5,4,0,0
75,1,V1-RSC,0,0.0006,0.4223,0.4217,-0.0016,0.0077,0.0093,-5,0,0,1
75,1,V1-RSC,1,0.01,0.073,0.063,-0.0323,-0.0516,-0.0192,-5,0,0,0
75,1,V1-RSC,2,-0.0008,0.1204,0.1211,0.0198,-0.008,-0.0278,1,-5,0,0
75,1,V1-RSC,3,0.0222,0.3073,0.2851,0.0553,0.0181,-0.0372,3,2,0,1
75,1,V1-RSC,4,0.0031,-0.0249,-0.028,0.0351,0.0193,-0.0158,2,1,0,0
75,1,V1-RSC,5,-0.0083,0.2958,0.3041,0.0402,0.0021,-0.0381,2,-2,0,1
75,1,V1-RSC,6,0.0329,0.0432,0.0103,0.0583,0.0101,-0.0482,1,1,0,0
75,1,V1-RSC,7,-0.0009,0.2229,0.2239,0.0406,0.0421,0.0014,2,1,0,1
75,1,V1-RSC,8,0.0055,0.0133,0.0078,0.0674,0.0137,-0.0538,2,-4,0,0
75,1,V1-RSC,9,-0.0131,-0.1045,-0.0914,-0.0047,0.0175,0.0222,2,3,0,0
75,1,V1-RSC,10,-0.0038,-0.096,-0.0921,-0.0148,0.0205,0.0354,-5,-5,0,0
75,1,V1-RSC,11,0.0176,-0.1148,-0.1324,0.0332,0.0157,-0.0176,4,-5,0,0
75,1,V1-RSC,12,0.0006,0.048,0.0475,0.025,-0.0227,-0.0477,4,-5,0,0
75,1,V1-RSC,13,0.0032,0.0241,0.021,0.006,-0.0112,-0.0172,-2,-5,0,0
75,1,V1-RSC,14,-0.0043,0.0442,0.0485,0.179,-0.2303,-0.4093,4,-3,0,0
77,1,CA1-RSC,0,-0.1011,0.0389,0.14,0.0065,-0.0165,-0.023,0,0,0,0
77,1,CA1-RSC,1,0.2576,0.0231,-0.2345,0.0015,-0.0153,-0.0168,0,0,1,0
77,1,CA1-RSC,2,-0.2436,0.0091,0.2526,-0.0178,-0.0151,0.0027,-3,-3,0,0
77,1,CA1-RSC,3,0.2453,-0.0135,-0.2588,-0.0282,-0.0169,0.0113,-1,3,1,0
77,1,CA1-RSC,4,0.1724,0.0021,-0.1703,-0.0953,-0.0723,0.023,-2,-2,1,0
77,1,CA1-RSC,5,-0.2483,-0.0004,0.2479,-0.0277,-0.0561,-0.0284,-2,3,0,0
77,1,CA1-RSC,6,-0.1957,-0.0091,0.1866,-0.0457,0.0122,0.0579,-2,0,0,0
77,1,CA1-RSC,7,0.2374,0.0258,-0.2117,0.0218,0.1063,0.0844,-1,-1,1,0
77,1,CA1-DG,0,-0.0566,0.1342,0.1908,-0.0402,-0.0812,-0.0409,-4,-3,0,1
77,1,CA1-DG,1,-0.1218,-0.1928,-0.0709,-0.0156,-0.0707,-0.0551,4,-3,0,0
77,1,CA1-DG,2,-0.0263,0.1846,0.2109,0.0459,-0.0248,-0.0706,4,0,0,1
77,1,CA1-DG,3,0.0833,0.032,-0.0513,-0.0317,-0.0311,0.0006,4,0,1,0
77,1,CA1-DG,4,-0.3124,-0.1288,0.1837,0.0695,-0.1127,-0.1822,-1,0,0,0
77,1,CA1-V1,0,0.1642,0.1174,-0.0468,0.0107,-0.0009,-0.0116,0,-1,1,1
77,1,CA1-V1,1,0.1093,0.1329,0.0235,0.0897,-0.0113,-0.101,3,4,1,1
77,1,CA1-V1,2,-0.1371,-0.0526,0.0846,0.0256,-0.0472,-0.0728,3,-2,0,0
77,1,CA1-V1,3,-0.1181,-0.0483,0.0698,0.0502,-0.012,-0.0622,3,-1,0,0
77,1,CA1-V1,4,0.0758,0.1062,0.0304,0.0222,-0.0362,-0.0585,3,-4,0,1
