scope,pair,stat,contrast,n,median_delta,wilcoxon_W,p,p_fdr_pass
per_pair,CA1-V1,mi_sig,expert-naive,10,-0.0018739909959155712,21.0,0.556640625,False
per_pair,CA1-DG,mi_sig,expert-naive,8,0.0038634426680734064,12.0,0.4609375,False
per_pair,CA1-CA3,mi_sig,expert-naive,6,0.001009811876885668,8.0,0.6875,False
per_pair,CA1-RSC,mi_sig,expert-naive,8,-0.00673194671885876,13.0,0.546875,False
per_pair,CA1-SUB,mi_sig,expert-naive,4,-0.003332514257747981,3.0,0.625,False
per_pair,V1-RSC,mi_sig,expert-naive,6,0.022427337569721754,8.0,0.6875,False
per_pair,RSC-SUB,mi_sig,expert-naive,4,-0.0008504905941191616,5.0,1.0,False
per_pair,CA3-DG,mi_sig,expert-naive,4,0.012425607396669494,4.0,0.875,False
per_pair,CA1-V1,mi_sig,expert-intermediate,10,-0.005040820750088542,22.0,0.625,False
per_pair,CA1-DG,mi_sig,expert-intermediate,8,0.004548394132349697,9.0,0.25,False
per_pair,CA1-CA3,mi_sig,expert-intermediate,6,-0.005451922798114465,6.0,0.6858304344516057,False
per_pair,CA1-RSC,mi_sig,expert-intermediate,8,-0.007218795185659949,11.0,0.3828125,False
per_pair,CA1-SUB,mi_sig,expert-intermediate,4,-0.0370797384204232,1.0,0.25,False
per_pair,V1-RSC,mi_sig,expert-intermediate,6,0.0034856089836311846,10.0,1.0,False
per_pair,RSC-SUB,mi_sig,expert-intermediate,4,-0.019919099127808794,1.0,0.25,False
per_pair,CA3-DG,mi_sig,expert-intermediate,4,0.02085767759879937,3.0,0.625,False
per_pair,CA1-V1,mi_sig,intermediate-naive,10,0.0032558487895000404,23.0,0.6953125,False
per_pair,CA1-DG,mi_sig,intermediate-naive,8,0.004046515081063596,15.0,0.7421875,False
per_pair,CA1-CA3,mi_sig,intermediate-naive,6,0.014141192599656106,8.0,0.6875,False
per_pair,CA1-RSC,mi_sig,intermediate-naive,8,0.014445204885416802,13.0,0.546875,False
per_pair,CA1-SUB,mi_sig,intermediate-naive,4,0.028681855272778084,1.0,0.25,False
per_pair,V1-RSC,mi_sig,intermediate-naive,6,0.003882333512646081,7.0,0.5625,False
per_pair,RSC-SUB,mi_sig,intermediate-naive,4,0.010247542351008162,4.0,0.875,False
per_pair,CA3-DG,mi_sig,intermediate-naive,4,0.018942908467626758,3.0,0.625,False
per_pair,CA1-V1,ifi_weighted,expert-naive,10,0.13521294419586483,12.0,0.130859375,False
per_pair,CA1-DG,ifi_weighted,expert-naive,8,0.31618534556488764,1.0,0.015625,False
per_pair,CA1-CA3,ifi_weighted,expert-naive,6,-0.25235699107755805,2.0,0.09375,False
per_pair,CA1-RSC,ifi_weighted,expert-naive,7,-0.3230755549697935,4.0,0.109375,False
per_pair,CA1-SUB,ifi_weighted,expert-naive,4,0.18032898445531714,0.0,0.125,False
per_pair,V1-RSC,ifi_weighted,expert-naive,6,-0.04112268395129587,6.0,0.4375,False
per_pair,RSC-SUB,ifi_weighted,expert-naive,4,0.10156900965625601,1.0,0.25,False
per_pair,CA3-DG,ifi_weighted,expert-naive,4,-0.04050504150713282,3.0,0.625,False
per_pair,CA1-V1,ifi_weighted,expert-intermediate,10,0.020832278735373706,18.0,0.375,False
per_pair,CA1-DG,ifi_weighted,expert-intermediate,8,0.08841151043798604,9.0,0.25,False
per_pair,CA1-CA3,ifi_weighted,expert-intermediate,6,-0.07467633834915918,0.0,0.03125,False
per_pair,CA1-RSC,ifi_weighted,expert-intermediate,8,-0.11883444495994473,6.0,0.109375,False
per_pair,CA1-SUB,ifi_weighted,expert-intermediate,4,0.06774128678059826,5.0,1.0,False
per_pair,V1-RSC,ifi_weighted,expert-intermediate,6,-0.05644145674799208,2.0,0.09375,False
per_pair,RSC-SUB,ifi_weighted,expert-intermediate,4,0.006991365567311246,5.0,1.0,False
per_pair,CA3-DG,ifi_weighted,expert-intermediate,4,0.0684992273606782,3.0,0.625,False
per_pair,CA1-V1,ifi_weighted,intermediate-naive,10,0.07497947013303877,15.0,0.232421875,False
per_pair,CA1-DG,ifi_weighted,intermediate-naive,8,0.13327257113322993,5.0,0.078125,False
per_pair,CA1-CA3,ifi_weighted,intermediate-naive,6,-0.08579459731225338,7.0,0.5625,False
per_pair,CA1-RSC,ifi_weighted,intermediate-naive,7,-0.09265973060979588,5.0,0.15625,False
per_pair,CA1-SUB,ifi_weighted,intermediate-naive,4,0.06287714916014572,0.0,0.125,False
per_pair,V1-RSC,ifi_weighted,intermediate-naive,6,-0.010734936114591389,10.0,1.0,False
per_pair,RSC-SUB,ifi_weighted,intermediate-naive,4,0.08729183222368686,2.0,0.375,False
per_pair,CA3-DG,ifi_weighted,intermediate-naive,4,-0.2595971623561542,2.0,0.375,False
