family,metric,cell,contrast,n,med_delta,t_p,w_p
overlap,rho_resid,CA1,expert-intermediate,9,-0.0609,0.68864,0.73438
overlap,rho_resid,CA3,expert-naive,4,0.0681,0.55634,0.875
overlap,rho_resid,CA3,intermediate-naive,4,0.3863,0.07204,0.125
overlap,rho_resid,CA3,expert-intermediate,4,-0.2244,0.30144,0.375
overlap,rho_resid,DG,expert-naive,4,0.1859,0.70735,0.875
overlap,rho_resid,DG,intermediate-naive,4,0.0506,0.83688,0.875
overlap,rho_resid,DG,expert-intermediate,4,0.1003,0.97072,1.0
overlap,rho_resid,SUB,expert-naive,4,-0.3497,0.13947,0.25
overlap,rho_resid,SUB,intermediate-naive,4,-0.1601,0.96146,0.875
overlap,rho_resid,SUB,expert-intermediate,4,-0.1896,0.15272,0.125
overlap,rho_resid,RSC,expert-naive,6,-0.2632,0.06789,0.0625
overlap,rho_resid,RSC,intermediate-naive,6,-0.318,0.1107,0.15625
overlap,rho_resid,RSC,expert-intermediate,6,0.0666,0.50916,0.5625
overlap,rho_resid,V1,expert-naive,6,0.0781,0.27858,0.3125
overlap,rho_resid,V1,intermediate-naive,6,0.1782,0.0441,0.0625
overlap,rho_resid,V1,expert-intermediate,6,-0.1651,0.20834,0.15625
overlap,jaccard_excess,CA1,expert-naive,9,0.0,0.69501,0.74219
overlap,jaccard_excess,CA1,intermediate-naive,9,0.0,0.90873,1.0
overlap,jaccard_excess,CA1,expert-intermediate,9,-0.0102,0.69117,0.84375
overlap,jaccard_excess,CA3,expert-naive,4,0.0,0.7974,
overlap,jaccard_excess,CA3,intermediate-naive,4,0.2563,0.59839,0.625
overlap,jaccard_excess,CA3,expert-intermediate,4,-0.1005,0.2347,
overlap,jaccard_excess,DG,expert-naive,4,0.0,0.53508,
overlap,jaccard_excess,DG,intermediate-naive,4,0.0,0.64843,
overlap,jaccard_excess,DG,expert-intermediate,4,0.0,0.391,
overlap,jaccard_excess,SUB,expert-naive,4,-0.1472,0.78023,0.875
overlap,jaccard_excess,SUB,intermediate-naive,4,0.0417,0.59644,0.75
overlap,jaccard_excess,SUB,expert-intermediate,4,-0.2063,0.33335,0.625
overlap,jaccard_excess,RSC,expert-naive,6,-0.1008,0.16801,0.0625
overlap,jaccard_excess,RSC,intermediate-naive,6,-0.1636,0.09145,0.0625
overlap,jaccard_excess,RSC,expert-intermediate,6,0.0605,0.03378,0.0625
overlap,jaccard_excess,V1,expert-naive,6,-0.2117,0.10593,0.125
overlap,jaccard_excess,V1,intermediate-naive,6,-0.1077,0.87695,0.8125
overlap,jaccard_excess,V1,expert-intermediate,6,-0.1711,0.07444,0.125
