scope,pair,stat,contrast,n,median_delta,wilcoxon_W,p,p_fdr_pass
per_pair,CA1-V1,mi_sig,expert-naive,10,-0.006430177771492329,12.0,0.130859375,False
per_pair,CA1-DG,mi_sig,expert-naive,8,0.0111167348675551,5.0,0.078125,False
per_pair,CA1-CA3,mi_sig,expert-naive,6,0.08693798519155682,2.0,0.09375,False
per_pair,CA1-RSC,mi_sig,expert-naive,8,-0.004950154033210592,12.0,0.4609375,False
per_pair,CA1-SUB,mi_sig,expert-naive,4,-0.009131602202997191,3.0,0.625,False
per_pair,V1-RSC,mi_sig,expert-naive,6,0.011892840138250826,7.0,0.5625,False
per_pair,RSC-SUB,mi_sig,expert-naive,4,-0.019964730493829765,1.0,0.25,False
per_pair,CA3-DG,mi_sig,expert-naive,4,0.18550276829500004,0.0,0.125,False
per_pair,CA1-V1,mi_sig,expert-intermediate,10,-0.0004983987112973619,22.0,0.625,False
per_pair,CA1-DG,mi_sig,expert-intermediate,8,0.004743216846027024,13.0,0.546875,False
per_pair,CA1-CA3,mi_sig,expert-intermediate,6,0.003907271455291218,8.0,0.6875,False
per_pair,CA1-RSC,mi_sig,expert-intermediate,8,-0.003172848091271652,15.0,0.7421875,False
per_pair,CA1-SUB,mi_sig,expert-intermediate,4,-0.00409410232728421,3.0,0.625,False
per_pair,V1-RSC,mi_sig,expert-intermediate,6,-4.8794335787567464e-05,9.0,0.84375,False
per_pair,RSC-SUB,mi_sig,expert-intermediate,4,-0.005373573981803533,3.0,0.625,False
per_pair,CA3-DG,mi_sig,expert-intermediate,4,0.09192407979458156,0.0,0.125,False
per_pair,CA1-V1,mi_sig,intermediate-naive,10,-0.0026721183106844194,15.0,0.3742593192802244,False
per_pair,CA1-DG,mi_sig,intermediate-naive,8,0.016172008253946046,6.0,0.109375,False
per_pair,CA1-CA3,mi_sig,intermediate-naive,6,0.05779817219547527,4.0,0.21875,False
per_pair,CA1-RSC,mi_sig,intermediate-naive,8,-6.439921399056629e-05,17.0,0.9453125,False
per_pair,CA1-SUB,mi_sig,intermediate-naive,4,-0.002037463713449879,3.0,0.625,False
per_pair,V1-RSC,mi_sig,intermediate-naive,6,0.012018172974870055,6.0,0.4375,False
per_pair,RSC-SUB,mi_sig,intermediate-naive,4,-0.014591156512026231,3.0,0.625,False
per_pair,CA3-DG,mi_sig,intermediate-naive,4,0.06637540680454465,2.0,0.375,False
per_pair,CA1-V1,ifi_weighted,expert-naive,10,-0.04510635293874256,26.0,0.921875,False
per_pair,CA1-DG,ifi_weighted,expert-naive,8,0.06745150154900506,11.0,0.3828125,False
per_pair,CA1-CA3,ifi_weighted,expert-naive,6,-0.07006307597254777,3.0,0.15625,False
per_pair,CA1-RSC,ifi_weighted,expert-naive,8,-0.033699107333429415,13.0,0.546875,False
per_pair,CA1-SUB,ifi_weighted,expert-naive,4,0.052632068650274394,3.0,0.625,False
per_pair,V1-RSC,ifi_weighted,expert-naive,6,-0.04494291960586859,6.0,0.4375,False
per_pair,RSC-SUB,ifi_weighted,expert-naive,4,0.011661188967399129,5.0,1.0,False
per_pair,CA3-DG,ifi_weighted,expert-naive,4,-0.019093678234854493,5.0,1.0,False
per_pair,CA1-V1,ifi_weighted,expert-intermediate,10,0.01720136503126115,21.0,0.556640625,False
per_pair,CA1-DG,ifi_weighted,expert-intermediate,8,0.013702770751477224,16.0,0.84375,False
per_pair,CA1-CA3,ifi_weighted,expert-intermediate,6,-0.05903410405735969,4.0,0.21875,False
per_pair,CA1-RSC,ifi_weighted,expert-intermediate,8,-0.08196211112740684,8.0,0.1953125,False
per_pair,CA1-SUB,ifi_weighted,expert-intermediate,4,-0.07106032699630141,4.0,0.875,False
per_pair,V1-RSC,ifi_weighted,expert-intermediate,6,-0.058132989163624305,1.0,0.0625,False
per_pair,RSC-SUB,ifi_weighted,expert-intermediate,4,-0.11397009906708731,2.0,0.375,False
per_pair,CA3-DG,ifi_weighted,expert-intermediate,4,0.04227029641764937,4.0,0.875,False
per_pair,CA1-V1,ifi_weighted,intermediate-naive,10,0.09607422462030193,14.0,0.193359375,False
per_pair,CA1-DG,ifi_weighted,intermediate-naive,8,-0.032337267550649675,16.0,0.84375,False
per_pair,CA1-CA3,ifi_weighted,intermediate-naive,6,-0.029722126350311833,7.0,0.5625,False
per_pair,CA1-RSC,ifi_weighted,intermediate-naive,8,0.061048145994344105,7.0,0.1484375,False
per_pair,CA1-SUB,ifi_weighted,intermediate-naive,4,0.12972756681777403,0.0,0.125,False
per_pair,V1-RSC,ifi_weighted,intermediate-naive,6,0.017583754228366832,9.0,0.84375,False
per_pair,RSC-SUB,ifi_weighted,intermediate-naive,4,0.09197975445702891,1.0,0.25,False
per_pair,CA3-DG,ifi_weighted,intermediate-naive,4,-0.05404482060903055,4.0,0.875,False
