animal,learner,pair,bin,area,unit,contrib
41,1,CA1-V1,1,V1,86,0.146028
41,1,CA1-V1,1,V1,87,0.327822
41,1,CA1-V1,1,V1,88,0.15971
41,1,CA1-V1,1,V1,89,0.157366
41,1,CA1-V1,1,V1,90,0.195629
41,1,CA1-V1,1,V1,91,0.084751
41,1,CA1-V1,1,V1,92,0.500606
41,1,CA1-V1,1,V1,93,0.451765
41,1,CA1-V1,1,V1,94,0.16499
41,1,CA1-V1,1,V1,95,0.059192
41,1,CA1-V1,1,V1,96,0.043149
41,1,CA1-V1,1,V1,97,0.142292
41,1,CA1-V1,1,V1,98,0.066699
41,1,CA1-V1,1,V1,99,0.116689
41,1,CA1-V1,1,V1,100,0.126576
41,1,CA1-V1,1,V1,101,0.011055
41,1,CA1-V1,1,V1,102,0.568016
41,1,CA1-V1,1,V1,103,0.382632
41,1,CA1-V1,1,V1,104,0.176512
41,1,CA1-V1,1,V1,105,0.068885
41,1,CA1-V1,1,V1,106,0.094203
41,1,CA1-V1,1,V1,107,0.160442
41,1,CA1-V1,1,V1,108,0.122065
41,1,CA1-V1,1,V1,109,0.128994
41,1,CA1-V1,1,V1,110,0.022503
41,1,CA1-V1,1,V1,111,0.204443
41,1,CA1-V1,1,V1,112,0.268866
41,1,CA1-V1,1,V1,113,0.029031
41,1,CA1-V1,1,V1,114,0.058331
41,1,CA1-V1,1,V1,115,0.251592
41,1,CA1-V1,1,V1,116,0.453782
41,1,CA1-V1,1,V1,117,0.275841
41,1,CA1-V1,1,V1,118,0.070629
41,1,CA1-V1,1,V1,119,0.086891
41,1,CA1-V1,1,V1,120,0.052308
41,1,CA1-V1,1,V1,121,0.039528
41,1,CA1-V1,1,V1,122,0.078945
41,1,CA1-V1,1,V1,123,0.114129
41,1,CA1-V1,1,V1,124,0.058587
41,1,CA1-V1,1,V1,125,0.085371
41,1,CA1-V1,1,V1,126,0.078396
41,1,CA1-V1,1,V1,127,0.103628
41,1,CA1-V1,1,V1,128,0.098365
41,1,CA1-V1,1,V1,129,0.14008
41,1,CA1-V1,1,V1,130,0.056464
41,1,CA1-V1,1,V1,131,0.391851
41,1,CA1-V1,1,V1,132,0.079558
41,1,CA1-V1,1,V1,133,0.078028
41,1,CA1-V1,1,V1,134,0.119773
41,1,CA1-V1,1,V1,135,0.179821
41,1,CA1-V1,1,V1,136,0.191832
41,1,CA1-V1,1,V1,137,0.052241
41,1,CA1-V1,1,V1,138,0.056042
41,1,CA1-V1,1,V1,139,0.143729
41,1,CA1-V1,1,V1,140,0.408771
41,1,CA1-V1,1,V1,141,0.265547
41,1,CA1-V1,1,V1,142,0.194484
41,1,CA1-V1,1,V1,143,0.081981
41,1,CA1-V1,1,V1,144,0.094296
41,1,CA1-V1,1,V1,145,0.104557
41,1,CA1-V1,1,V1,146,0.275342
41,1,CA1-V1,1,V1,147,0.357907
41,1,CA1-V1,1,V1,148,0.390358
41,1,CA1-V1,1,V1,149,0.116453
41,1,CA1-V1,1,V1,150,0.10286
41,1,CA1-V1,1,V1,151,0.262067
41,1,CA1-V1,1,V1,152,0.096042
41,1,CA1-V1,1,V1,153,0.57206
41,1,CA1-V1,1,V1,154,0.481282
41,1,CA1-V1,1,V1,155,0.505647
41,1,CA1-V1,1,V1,156,0.128572
41,1,CA1-V1,1,V1,157,0.506092
41,1,CA1-V1,1,V1,158,0.100877
41,1,CA1-V1,1,V1,159,0.285872
41,1,CA1-V1,1,V1,160,0.077127
41,1,CA1-V1,1,V1,161,0.441239
41,1,CA1-V1,1,V1,162,0.024014
41,1,CA1-V1,1,V1,163,0.007836
41,1,CA1-V1,1,V1,164,0.077673
41,1,CA1-V1,1,V1,165,0.076394
41,1,CA1-V1,1,V1,166,0.005087
41,1,CA1-V1,1,V1,167,0.127693
41,1,CA1-V1,1,V1,168,0.473127
41,1,CA1-V1,1,V1,169,0.449052
41,1,CA1-V1,1,V1,170,0.102533
41,1,CA1-V1,1,V1,171,0.128262
41,1,CA1-V1,1,V1,172,0.415549
41,1,CA1-V1,1,V1,173,0.048767
41,1,CA1-V1,1,V1,174,0.052534
41,1,CA1-V1,1,V1,175,0.092373
41,1,CA1-V1,2,CA1,0,1.140824
41,1,CA1-V1,2,CA1,1,0.865193
41,1,CA1-V1,2,CA1,2,1.786767
41,1,CA1-V1,2,CA1,3,1.123695
41,1,CA1-V1,2,CA1,4,0.72486
41,1,CA1-V1,2,CA1,5,1.385123
41,1,CA1-V1,2,CA1,6,1.047665
41,1,CA1-V1,2,CA1,7,1.048199
41,1,CA1-V1,2,CA1,8,0.980773
41,1,CA1-V1,2,CA1,9,1.829854
41,1,CA1-V1,2,CA1,10,1.228998
41,1,CA1-V1,2,CA1,11,0.808058
41,1,CA1-V1,2,CA1,12,0.881643
41,1,CA1-V1,2,CA1,13,1.016549
41,1,CA1-V1,2,CA1,14,0.962376
41,1,CA1-V1,2,CA1,15,2.029605
41,1,CA1-V1,2,CA1,16,11.134661
41,1,CA1-V1,2,CA1,17,1.201192
41,1,CA1-V1,2,CA1,18,0.0
41,1,CA1-V1,2,CA1,19,3.704551
41,1,CA1-V1,2,CA1,20,0.878737
41,1,CA1-V1,2,CA1,21,1.431021
41,1,CA1-V1,2,V1,0,0.053551
41,1,CA1-V1,2,V1,1,0.235654
41,1,CA1-V1,2,V1,2,0.094235
41,1,CA1-V1,2,V1,3,0.194491
41,1,CA1-V1,2,V1,4,0.176081
41,1,CA1-V1,2,V1,5,0.230752
41,1,CA1-V1,2,V1,6,0.184573
41,1,CA1-V1,2,V1,7,0.11018
41,1,CA1-V1,2,V1,8,0.081881
41,1,CA1-V1,2,V1,9,0.528443
41,1,CA1-V1,2,V1,10,0.562911
41,1,CA1-V1,2,V1,11,0.238205
41,1,CA1-V1,2,V1,12,0.476097
41,1,CA1-V1,2,V1,13,0.125333
41,1,CA1-V1,2,V1,14,0.059443
41,1,CA1-V1,2,V1,15,0.110204
41,1,CA1-V1,2,V1,16,0.219587
41,1,CA1-V1,2,V1,17,0.184436
41,1,CA1-V1,2,V1,18,0.360932
41,1,CA1-V1,2,V1,19,0.200528
41,1,CA1-V1,2,V1,20,0.122143
41,1,CA1-V1,2,V1,21,0.569526
41,1,CA1-V1,2,V1,22,0.187358
41,1,CA1-V1,2,V1,23,0.097034
41,1,CA1-V1,2,V1,24,0.107379
41,1,CA1-V1,2,V1,25,0.145133
41,1,CA1-V1,2,V1,26,0.003921
41,1,CA1-V1,2,V1,27,0.010486
41,1,CA1-V1,2,V1,28,0.187777
41,1,CA1-V1,2,V1,29,0.071548
41,1,CA1-V1,2,V1,30,0.051462
41,1,CA1-V1,2,V1,31,0.124713
41,1,CA1-V1,2,V1,32,0.140818
41,1,CA1-V1,2,V1,33,0.111777
41,1,CA1-V1,2,V1,34,0.178745
41,1,CA1-V1,2,V1,35,0.27019
41,1,CA1-V1,2,V1,36,0.117272
41,1,CA1-V1,2,V1,37,0.140522
41,1,CA1-V1,2,V1,38,0.160081
41,1,CA1-V1,2,V1,39,0.138646
41,1,CA1-V1,2,V1,40,0.196968
41,1,CA1-V1,2,V1,41,0.142869
41,1,CA1-V1,2,V1,42,0.073622
41,1,CA1-V1,2,V1,43,0.12326
41,1,CA1-V1,2,V1,44,0.054279
41,1,CA1-V1,2,V1,45,0.64209
41,1,CA1-V1,2,V1,46,0.152446
41,1,CA1-V1,2,V1,47,0.088691
41,1,CA1-V1,2,V1,48,0.201266
41,1,CA1-V1,2,V1,49,0.092563
41,1,CA1-V1,2,V1,50,0.116677
41,1,CA1-V1,2,V1,51,0.109434
41,1,CA1-V1,2,V1,52,0.263943
41,1,CA1-V1,2,V1,53,0.154673
41,1,CA1-V1,2,V1,54,0.074759
41,1,CA1-V1,2,V1,55,0.400573
41,1,CA1-V1,2,V1,56,0.098234
41,1,CA1-V1,2,V1,57,0.101787
41,1,CA1-V1,2,V1,58,0.090329
41,1,CA1-V1,2,V1,59,0.176289
41,1,CA1-V1,2,V1,60,0.030104
41,1,CA1-V1,2,V1,61,0.20566
41,1,CA1-V1,2,V1,62,0.188476
41,1,CA1-V1,2,V1,63,0.12044
41,1,CA1-V1,2,V1,64,0.267719
41,1,CA1-V1,2,V1,65,0.223318
41,1,CA1-V1,2,V1,66,0.044947
41,1,CA1-V1,2,V1,67,0.060341
41,1,CA1-V1,2,V1,68,0.354054
41,1,CA1-V1,2,V1,69,0.205547
41,1,CA1-V1,2,V1,70,0.031437
41,1,CA1-V1,2,V1,71,0.193543
41,1,CA1-V1,2,V1,72,0.077058
41,1,CA1-V1,2,V1,73,0.332704
41,1,CA1-V1,2,V1,74,0.129123
41,1,CA1-V1,2,V1,75,0.138107
41,1,CA1-V1,2,V1,76,0.076181
41,1,CA1-V1,2,V1,77,0.407047
41,1,CA1-V1,2,V1,78,0.386385
41,1,CA1-V1,2,V1,79,0.12987
41,1,CA1-V1,2,V1,80,0.062372
41,1,CA1-V1,2,V1,81,0.222657
41,1,CA1-V1,2,V1,82,0.135824
41,1,CA1-V1,2,V1,83,0.228525
41,1,CA1-V1,2,V1,84,0.203764
41,1,CA1-V1,2,V1,85,0.257027
41,1,CA1-V1,2,V1,86,0.123516
41,1,CA1-V1,2,V1,87,0.198721
41,1,CA1-V1,2,V1,88,0.125429
41,1,CA1-V1,2,V1,89,0.165868
41,1,CA1-V1,2,V1,90,0.216123
41,1,CA1-V1,2,V1,91,0.054003
41,1,CA1-V1,2,V1,92,0.316692
41,1,CA1-V1,2,V1,93,0.413937
41,1,CA1-V1,2,V1,94,0.072305
41,1,CA1-V1,2,V1,95,0.065697
41,1,CA1-V1,2,V1,96,0.079717
41,1,CA1-V1,2,V1,97,0.137749
41,1,CA1-V1,2,V1,98,0.112439
41,1,CA1-V1,2,V1,99,0.378713
41,1,CA1-V1,2,V1,100,0.141295
41,1,CA1-V1,2,V1,101,0.009175
41,1,CA1-V1,2,V1,102,0.414355
41,1,CA1-V1,2,V1,103,0.596162
41,1,CA1-V1,2,V1,104,0.392995
41,1,CA1-V1,2,V1,105,0.090936
41,1,CA1-V1,2,V1,106,0.547061
41,1,CA1-V1,2,V1,107,0.197253
41,1,CA1-V1,2,V1,108,0.110486
41,1,CA1-V1,2,V1,109,0.073633
41,1,CA1-V1,2,V1,110,0.013546
41,1,CA1-V1,2,V1,111,0.229814
41,1,CA1-V1,2,V1,112,0.11539
41,1,CA1-V1,2,V1,113,0.055056
41,1,CA1-V1,2,V1,114,0.082148
41,1,CA1-V1,2,V1,115,0.155267
41,1,CA1-V1,2,V1,116,0.106403
41,1,CA1-V1,2,V1,117,0.254827
41,1,CA1-V1,2,V1,118,0.14728
41,1,CA1-V1,2,V1,119,0.147993
41,1,CA1-V1,2,V1,120,0.228196
41,1,CA1-V1,2,V1,121,0.037283
41,1,CA1-V1,2,V1,122,0.141826
41,1,CA1-V1,2,V1,123,0.151998
41,1,CA1-V1,2,V1,124,0.077704
41,1,CA1-V1,2,V1,125,0.106267
41,1,CA1-V1,2,V1,126,0.084506
41,1,CA1-V1,2,V1,127,0.188765
41,1,CA1-V1,2,V1,128,0.109247
41,1,CA1-V1,2,V1,129,0.127244
41,1,CA1-V1,2,V1,130,0.042745
41,1,CA1-V1,2,V1,131,0.574439
41,1,CA1-V1,2,V1,132,0.191501
41,1,CA1-V1,2,V1,133,0.103762
41,1,CA1-V1,2,V1,134,0.150714
41,1,CA1-V1,2,V1,135,0.332662
41,1,CA1-V1,2,V1,136,0.119038
41,1,CA1-V1,2,V1,137,0.022355
41,1,CA1-V1,2,V1,138,0.030154
41,1,CA1-V1,2,V1,139,0.136096
41,1,CA1-V1,2,V1,140,0.462796
41,1,CA1-V1,2,V1,141,0.100413
41,1,CA1-V1,2,V1,142,0.198144
41,1,CA1-V1,2,V1,143,0.102724
41,1,CA1-V1,2,V1,144,0.084298
41,1,CA1-V1,2,V1,145,0.148751
41,1,CA1-V1,2,V1,146,0.254127
41,1,CA1-V1,2,V1,147,0.422395
41,1,CA1-V1,2,V1,148,0.452078
41,1,CA1-V1,2,V1,149,0.112183
41,1,CA1-V1,2,V1,150,0.044984
41,1,CA1-V1,2,V1,151,0.314176
41,1,CA1-V1,2,V1,152,0.056788
41,1,CA1-V1,2,V1,153,0.471302
41,1,CA1-V1,2,V1,154,0.321545
41,1,CA1-V1,2,V1,155,0.466031
41,1,CA1-V1,2,V1,156,0.12922
41,1,CA1-V1,2,V1,157,0.050062
41,1,CA1-V1,2,V1,158,0.075497
41,1,CA1-V1,2,V1,159,0.38429
41,1,CA1-V1,2,V1,160,0.049641
41,1,CA1-V1,2,V1,161,0.22864
41,1,CA1-V1,2,V1,162,0.037635
41,1,CA1-V1,2,V1,163,0.017272
41,1,CA1-V1,2,V1,164,0.132073
41,1,CA1-V1,2,V1,165,0.086016
41,1,CA1-V1,2,V1,166,0.00638
41,1,CA1-V1,2,V1,167,0.120069
41,1,CA1-V1,2,V1,168,0.548457
41,1,CA1-V1,2,V1,169,0.497458
41,1,CA1-V1,2,V1,170,0.175278
41,1,CA1-V1,2,V1,171,0.151411
41,1,CA1-V1,2,V1,172,0.402751
41,1,CA1-V1,2,V1,173,0.291738
41,1,CA1-V1,2,V1,174,0.055753
41,1,CA1-V1,2,V1,175,0.075591
41,1,CA1-V1,3,CA1,0,1.028392
41,1,CA1-V1,3,CA1,1,0.871656
41,1,CA1-V1,3,CA1,2,0.886227
41,1,CA1-V1,3,CA1,3,1.060834
41,1,CA1-V1,3,CA1,4,0.883756
41,1,CA1-V1,3,CA1,5,1.457255
41,1,CA1-V1,3,CA1,6,0.873017
41,1,CA1-V1,3,CA1,7,1.090715
41,1,CA1-V1,3,CA1,8,0.840978
41,1,CA1-V1,3,CA1,9,1.096413
41,1,CA1-V1,3,CA1,10,1.958996
41,1,CA1-V1,3,CA1,11,0.885136
41,1,CA1-V1,3,CA1,12,0.937129
41,1,CA1-V1,3,CA1,13,1.041287
41,1,CA1-V1,3,CA1,14,1.07625
41,1,CA1-V1,3,CA1,15,1.240538
41,1,CA1-V1,3,CA1,16,2.475485
41,1,CA1-V1,3,CA1,17,1.445883
41,1,CA1-V1,3,CA1,18,0.0
41,1,CA1-V1,3,CA1,19,0.833409
41,1,CA1-V1,3,CA1,20,0.956976
41,1,CA1-V1,3,CA1,21,1.229455
41,1,CA1-V1,3,V1,0,0.25235
41,1,CA1-V1,3,V1,1,0.096195
41,1,CA1-V1,3,V1,2,0.078598
41,1,CA1-V1,3,V1,3,0.347764
41,1,CA1-V1,3,V1,4,0.118254
41,1,CA1-V1,3,V1,5,0.18668
41,1,CA1-V1,3,V1,6,0.221924
41,1,CA1-V1,3,V1,7,0.095689
41,1,CA1-V1,3,V1,8,0.104297
41,1,CA1-V1,3,V1,9,0.552063
41,1,CA1-V1,3,V1,10,0.178786
41,1,CA1-V1,3,V1,11,0.261494
41,1,CA1-V1,3,V1,12,0.460817
41,1,CA1-V1,3,V1,13,0.165876
41,1,CA1-V1,3,V1,14,0.1081
41,1,CA1-V1,3,V1,15,0.120657
41,1,CA1-V1,3,V1,16,0.324123
41,1,CA1-V1,3,V1,17,0.190293
41,1,CA1-V1,3,V1,18,0.332523
41,1,CA1-V1,3,V1,19,0.176648
41,1,CA1-V1,3,V1,20,0.108362
41,1,CA1-V1,3,V1,21,0.195854
41,1,CA1-V1,3,V1,22,0.107178
41,1,CA1-V1,3,V1,23,0.079763
41,1,CA1-V1,3,V1,24,0.300673
41,1,CA1-V1,3,V1,25,0.092624
41,1,CA1-V1,3,V1,26,0.0095
41,1,CA1-V1,3,V1,27,0.477668
41,1,CA1-V1,3,V1,28,0.199359
41,1,CA1-V1,3,V1,29,0.142897
41,1,CA1-V1,3,V1,30,0.046168
41,1,CA1-V1,3,V1,31,0.118997
41,1,CA1-V1,3,V1,32,0.178513
41,1,CA1-V1,3,V1,33,0.142031
41,1,CA1-V1,3,V1,34,0.213405
41,1,CA1-V1,3,V1,35,0.274235
41,1,CA1-V1,3,V1,36,0.11466
41,1,CA1-V1,3,V1,37,0.148399
41,1,CA1-V1,3,V1,38,0.187167
41,1,CA1-V1,3,V1,39,0.156894
41,1,CA1-V1,3,V1,40,0.163043
41,1,CA1-V1,3,V1,41,0.139292
41,1,CA1-V1,3,V1,42,0.06361
41,1,CA1-V1,3,V1,43,0.091482
41,1,CA1-V1,3,V1,44,0.093843
41,1,CA1-V1,3,V1,45,0.251671
41,1,CA1-V1,3,V1,46,0.147987
41,1,CA1-V1,3,V1,47,0.067864
41,1,CA1-V1,3,V1,48,0.209356
41,1,CA1-V1,3,V1,49,0.063022
41,1,CA1-V1,3,V1,50,0.100716
41,1,CA1-V1,3,V1,51,0.111044
41,1,CA1-V1,3,V1,52,0.209231
41,1,CA1-V1,3,V1,53,0.118254
41,1,CA1-V1,3,V1,54,0.103558
41,1,CA1-V1,3,V1,55,0.444153
41,1,CA1-V1,3,V1,56,0.096809
41,1,CA1-V1,3,V1,57,0.107999
41,1,CA1-V1,3,V1,58,0.157196
41,1,CA1-V1,3,V1,59,0.15118
41,1,CA1-V1,3,V1,60,0.536668
41,1,CA1-V1,3,V1,61,0.258763
41,1,CA1-V1,3,V1,62,0.084926
41,1,CA1-V1,3,V1,63,0.13484
41,1,CA1-V1,3,V1,64,0.295738
41,1,CA1-V1,3,V1,65,0.220818
41,1,CA1-V1,3,V1,66,0.059118
41,1,CA1-V1,3,V1,67,0.160948
41,1,CA1-V1,3,V1,68,0.23825
41,1,CA1-V1,3,V1,69,0.171055
41,1,CA1-V1,3,V1,70,0.182222
41,1,CA1-V1,3,V1,71,0.203604
41,1,CA1-V1,3,V1,72,0.327455
41,1,CA1-V1,3,V1,73,0.356894
41,1,CA1-V1,3,V1,74,0.153487
41,1,CA1-V1,3,V1,75,0.159016
41,1,CA1-V1,3,V1,76,0.334153
41,1,CA1-V1,3,V1,77,0.179236
41,1,CA1-V1,3,V1,78,0.520303
41,1,CA1-V1,3,V1,79,0.143785
41,1,CA1-V1,3,V1,80,0.05032
41,1,CA1-V1,3,V1,81,0.39819
41,1,CA1-V1,3,V1,82,0.168153
41,1,CA1-V1,3,V1,83,0.173483
41,1,CA1-V1,3,V1,84,0.204926
41,1,CA1-V1,3,V1,85,0.329238
41,1,CA1-V1,3,V1,86,0.142783
41,1,CA1-V1,3,V1,87,0.183993
41,1,CA1-V1,3,V1,88,0.180209
41,1,CA1-V1,3,V1,89,0.169293
41,1,CA1-V1,3,V1,90,0.184807
41,1,CA1-V1,3,V1,91,0.068783
41,1,CA1-V1,3,V1,92,0.52525
41,1,CA1-V1,3,V1,93,0.359845
41,1,CA1-V1,3,V1,94,0.126005
41,1,CA1-V1,3,V1,95,0.094704
41,1,CA1-V1,3,V1,96,0.08728
41,1,CA1-V1,3,V1,97,0.143355
41,1,CA1-V1,3,V1,98,0.287366
41,1,CA1-V1,3,V1,99,0.44025
41,1,CA1-V1,3,V1,100,0.102799
41,1,CA1-V1,3,V1,101,0.030675
41,1,CA1-V1,3,V1,102,0.222585
41,1,CA1-V1,3,V1,103,0.058388
41,1,CA1-V1,3,V1,104,0.050687
41,1,CA1-V1,3,V1,105,0.107723
41,1,CA1-V1,3,V1,106,0.051404
41,1,CA1-V1,3,V1,107,0.213517
41,1,CA1-V1,3,V1,108,0.169724
41,1,CA1-V1,3,V1,109,0.15715
41,1,CA1-V1,3,V1,110,0.044105
41,1,CA1-V1,3,V1,111,0.297591
41,1,CA1-V1,3,V1,112,0.20937
41,1,CA1-V1,3,V1,113,0.054403
41,1,CA1-V1,3,V1,114,0.074423
41,1,CA1-V1,3,V1,115,0.137717
41,1,CA1-V1,3,V1,116,0.48701
41,1,CA1-V1,3,V1,117,0.248333
41,1,CA1-V1,3,V1,118,0.176207
41,1,CA1-V1,3,V1,119,0.1869
41,1,CA1-V1,3,V1,120,0.107115
41,1,CA1-V1,3,V1,121,0.136257
41,1,CA1-V1,3,V1,122,0.142599
41,1,CA1-V1,3,V1,123,0.203427
41,1,CA1-V1,3,V1,124,0.185023
41,1,CA1-V1,3,V1,125,0.08902
41,1,CA1-V1,3,V1,126,0.122024
41,1,CA1-V1,3,V1,127,0.152054
41,1,CA1-V1,3,V1,128,0.194563
41,1,CA1-V1,3,V1,129,0.064535
41,1,CA1-V1,3,V1,130,0.108065
41,1,CA1-V1,3,V1,131,0.145937
41,1,CA1-V1,3,V1,132,0.360668
41,1,CA1-V1,3,V1,133,0.110014
41,1,CA1-V1,3,V1,134,0.091358
41,1,CA1-V1,3,V1,135,0.346591
41,1,CA1-V1,3,V1,136,0.17024
41,1,CA1-V1,3,V1,137,0.391228
41,1,CA1-V1,3,V1,138,0.040784
41,1,CA1-V1,3,V1,139,0.161826
41,1,CA1-V1,3,V1,140,0.445974
41,1,CA1-V1,3,V1,141,0.475047
41,1,CA1-V1,3,V1,142,0.18213
41,1,CA1-V1,3,V1,143,0.075525
41,1,CA1-V1,3,V1,144,0.201996
41,1,CA1-V1,3,V1,145,0.137588
41,1,CA1-V1,3,V1,146,0.521983
41,1,CA1-V1,3,V1,147,0.203777
41,1,CA1-V1,3,V1,148,0.520689
41,1,CA1-V1,3,V1,149,0.178598
41,1,CA1-V1,3,V1,150,0.55731
41,1,CA1-V1,3,V1,151,0.171298
41,1,CA1-V1,3,V1,152,0.116941
41,1,CA1-V1,3,V1,153,0.467107
41,1,CA1-V1,3,V1,154,0.46906
41,1,CA1-V1,3,V1,155,0.202558
41,1,CA1-V1,3,V1,156,0.1404
41,1,CA1-V1,3,V1,157,0.267932
41,1,CA1-V1,3,V1,158,0.094279
41,1,CA1-V1,3,V1,159,0.216797
41,1,CA1-V1,3,V1,160,0.139841
41,1,CA1-V1,3,V1,161,0.384684
41,1,CA1-V1,3,V1,162,0.091941
41,1,CA1-V1,3,V1,163,0.022088
41,1,CA1-V1,3,V1,164,0.097031
41,1,CA1-V1,3,V1,165,0.083322
41,1,CA1-V1,3,V1,166,0.008432
41,1,CA1-V1,3,V1,167,0.152324
41,1,CA1-V1,3,V1,168,0.325828
41,1,CA1-V1,3,V1,169,0.431071
41,1,CA1-V1,3,V1,170,0.088211
41,1,CA1-V1,3,V1,171,0.077284
41,1,CA1-V1,3,V1,172,0.536774
41,1,CA1-V1,3,V1,173,0.145239
41,1,CA1-V1,3,V1,174,0.074578
41,1,CA1-V1,3,V1,175,0.141308
41,1,CA1-V1,4,CA1,0,1.079174
41,1,CA1-V1,4,CA1,1,0.890413
41,1,CA1-V1,4,CA1,2,0.0
41,1,CA1-V1,4,CA1,3,1.103084
41,1,CA1-V1,4,CA1,4,0.82995
41,1,CA1-V1,4,CA1,5,1.34791
41,1,CA1-V1,4,CA1,6,0.852658
41,1,CA1-V1,4,CA1,7,1.042585
41,1,CA1-V1,4,CA1,8,0.865828
41,1,CA1-V1,4,CA1,9,1.159727
41,1,CA1-V1,4,CA1,10,2.001156
41,1,CA1-V1,4,CA1,11,1.080402
41,1,CA1-V1,4,CA1,12,0.901398
41,1,CA1-V1,4,CA1,13,1.0147
41,1,CA1-V1,4,CA1,14,1.037669
41,1,CA1-V1,4,CA1,15,1.06775
41,1,CA1-V1,4,CA1,16,3.552445
41,1,CA1-V1,4,CA1,17,4.034892
41,1,CA1-V1,4,CA1,18,0.0
41,1,CA1-V1,4,CA1,19,1.345427
41,1,CA1-V1,4,CA1,20,0.602095
41,1,CA1-V1,4,CA1,21,1.165112
41,1,CA1-V1,4,V1,0,0.060622
41,1,CA1-V1,4,V1,1,0.103883
41,1,CA1-V1,4,V1,2,0.141116
41,1,CA1-V1,4,V1,3,0.27394
41,1,CA1-V1,4,V1,4,0.142847
41,1,CA1-V1,4,V1,5,0.178456
41,1,CA1-V1,4,V1,6,0.216286
41,1,CA1-V1,4,V1,7,0.063426
41,1,CA1-V1,4,V1,8,0.12529
41,1,CA1-V1,4,V1,9,0.393896
41,1,CA1-V1,4,V1,10,0.207447
41,1,CA1-V1,4,V1,11,0.234134
41,1,CA1-V1,4,V1,12,0.386224
41,1,CA1-V1,4,V1,13,0.142544
41,1,CA1-V1,4,V1,14,0.17326
41,1,CA1-V1,4,V1,15,0.122538
41,1,CA1-V1,4,V1,16,0.162814
41,1,CA1-V1,4,V1,17,0.169546
41,1,CA1-V1,4,V1,18,0.220006
41,1,CA1-V1,4,V1,19,0.228431
41,1,CA1-V1,4,V1,20,0.149733
41,1,CA1-V1,4,V1,21,0.430442
41,1,CA1-V1,4,V1,22,0.124634
41,1,CA1-V1,4,V1,23,0.086079
41,1,CA1-V1,4,V1,24,0.161618
41,1,CA1-V1,4,V1,25,0.117049
41,1,CA1-V1,4,V1,26,0.011034
41,1,CA1-V1,4,V1,27,0.066436
41,1,CA1-V1,4,V1,28,0.183154
41,1,CA1-V1,4,V1,29,0.107675
41,1,CA1-V1,4,V1,30,0.112187
41,1,CA1-V1,4,V1,31,0.126402
41,1,CA1-V1,4,V1,32,0.185096
41,1,CA1-V1,4,V1,33,0.151523
41,1,CA1-V1,4,V1,34,0.171798
41,1,CA1-V1,4,V1,35,0.224638
41,1,CA1-V1,4,V1,36,0.160589
41,1,CA1-V1,4,V1,37,0.16612
41,1,CA1-V1,4,V1,38,0.156426
41,1,CA1-V1,4,V1,39,0.185505
41,1,CA1-V1,4,V1,40,0.186784
41,1,CA1-V1,4,V1,41,0.137887
41,1,CA1-V1,4,V1,42,0.063593
41,1,CA1-V1,4,V1,43,0.137893
41,1,CA1-V1,4,V1,44,0.08464
41,1,CA1-V1,4,V1,45,0.458323
41,1,CA1-V1,4,V1,46,0.121377
41,1,CA1-V1,4,V1,47,0.060983
41,1,CA1-V1,4,V1,48,0.188747
41,1,CA1-V1,4,V1,49,0.097871
41,1,CA1-V1,4,V1,50,0.156877
41,1,CA1-V1,4,V1,51,0.267107
41,1,CA1-V1,4,V1,52,0.257147
41,1,CA1-V1,4,V1,53,0.081401
41,1,CA1-V1,4,V1,54,0.111307
41,1,CA1-V1,4,V1,55,0.090374
41,1,CA1-V1,4,V1,56,0.078603
41,1,CA1-V1,4,V1,57,0.094885
41,1,CA1-V1,4,V1,58,0.10565
41,1,CA1-V1,4,V1,59,0.194709
41,1,CA1-V1,4,V1,60,0.055373
41,1,CA1-V1,4,V1,61,0.382896
41,1,CA1-V1,4,V1,62,0.15799
41,1,CA1-V1,4,V1,63,0.109382
41,1,CA1-V1,4,V1,64,0.201932
41,1,CA1-V1,4,V1,65,0.20289
41,1,CA1-V1,4,V1,66,0.105713
41,1,CA1-V1,4,V1,67,0.147864
41,1,CA1-V1,4,V1,68,0.218707
41,1,CA1-V1,4,V1,69,0.179074
41,1,CA1-V1,4,V1,70,0.172284
41,1,CA1-V1,4,V1,71,0.212206
41,1,CA1-V1,4,V1,72,0.10561
41,1,CA1-V1,4,V1,73,0.359457
41,1,CA1-V1,4,V1,74,0.157695
41,1,CA1-V1,4,V1,75,0.153494
41,1,CA1-V1,4,V1,76,0.143718
41,1,CA1-V1,4,V1,77,0.152766
41,1,CA1-V1,4,V1,78,0.434031
41,1,CA1-V1,4,V1,79,0.157007
41,1,CA1-V1,4,V1,80,0.364423
41,1,CA1-V1,4,V1,81,0.421817
41,1,CA1-V1,4,V1,82,0.225218
41,1,CA1-V1,4,V1,83,0.204776
41,1,CA1-V1,4,V1,84,0.22236
41,1,CA1-V1,4,V1,85,0.420614
41,1,CA1-V1,4,V1,86,0.142597
41,1,CA1-V1,4,V1,87,0.313179
41,1,CA1-V1,4,V1,88,0.206976
41,1,CA1-V1,4,V1,89,0.153823
41,1,CA1-V1,4,V1,90,0.22411
41,1,CA1-V1,4,V1,91,0.302173
41,1,CA1-V1,4,V1,92,0.349275
41,1,CA1-V1,4,V1,93,0.373628
41,1,CA1-V1,4,V1,94,0.084965
41,1,CA1-V1,4,V1,95,0.113036
41,1,CA1-V1,4,V1,96,0.08282
